Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRJ_M_R
2322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2333,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
2358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
2370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
2371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
2373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
2375,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2376,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2377,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2378,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2379,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2380,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2381,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2382,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2383,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2384,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2385,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2386,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2387,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2388,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2389,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2390,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2391,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2392,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2393,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2394,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2395,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2396,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2397,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2398,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2399,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2400,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2401,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2402,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2403,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2404,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2405,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2406,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2407,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2408,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2409,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2410,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2411,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2412,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2413,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2414,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2415,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2416,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2417,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2418,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2419,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2420,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2421,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2422,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2423,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2424,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2425,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2426,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2427,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2428,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2429,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
2430,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2431,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2432,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2433,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2434,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2435,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2436,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
2437,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2438,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2439,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2440,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2441,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2442,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2443,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2444,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2445,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2446,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2447,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2448,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2449,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2450,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2451,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2452,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2453,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2454,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2455,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2456,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
2457,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2458,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2459,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
2460,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2461,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2462,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2463,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2464,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2465,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2466,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2467,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2468,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2469,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2470,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2471,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2472,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2473,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2474,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2475,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2476,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2477,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2478,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
2479,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2480,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2481,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
2482,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
2483,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2484,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
2485,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2486,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2487,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2488,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2489,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2490,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2491,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2492,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2493,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2494,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2495,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2496,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2497,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2498,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
2499,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2500,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2501,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2502,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2503,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2504,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2505,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2506,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2507,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2508,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2509,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2510,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2511,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2512,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2513,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2514,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2515,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2516,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2517,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2518,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2519,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2520,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2521,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2522,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2523,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2524,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2525,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2526,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2527,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2528,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2529,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2530,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2531,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2532,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2533,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2534,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2535,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2536,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2537,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2538,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2539,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2540,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2541,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2542,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2543,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
2544,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2545,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2546,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2547,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2548,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
2549,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2550,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2551,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
2552,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2553,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2554,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2555,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2556,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2557,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2558,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2559,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2560,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2561,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
2562,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
2563,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
2564,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2565,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
2566,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2567,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2568,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2569,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
2570,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2571,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2572,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
2573,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
2574,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2575,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2576,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2577,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2578,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2579,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2580,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2581,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2582,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2583,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2584,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2585,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2586,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2587,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2588,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2589,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2590,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2591,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2592,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2593,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2594,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2595,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2596,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2597,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2598,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2599,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2600,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2601,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2602,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2603,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2604,NULL,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
2605,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2606,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2607,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2608,NULL,Water,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
2609,NULL,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
2610,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2611,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
2612,NULL,Water,NULL,Water,Non_Wetland,Forest,Water,NULL
2613,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2614,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2615,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2616,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2617,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2618,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2619,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2620,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2621,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2622,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2623,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2624,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2625,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2626,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2627,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2628,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2629,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
2630,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2631,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
2632,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2633,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2634,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2635,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2636,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
2637,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2638,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2639,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
