Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKR_M_R
2818,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2819,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2820,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2821,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2822,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2823,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2824,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2825,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2826,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2827,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2828,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2829,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2830,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
2831,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
2832,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2833,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2834,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2835,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2836,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
2837,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2838,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
2839,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2840,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2841,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2842,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2843,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2844,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2845,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2846,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2847,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2848,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2849,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2850,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2851,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2852,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2853,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
2854,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2855,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2856,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2857,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2858,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2859,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2860,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2861,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2862,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2863,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2864,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2865,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2866,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2867,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2868,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2869,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2870,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2871,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2872,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2873,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2874,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2875,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2876,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2877,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2878,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2879,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2880,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2881,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2882,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2883,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2884,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2885,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2886,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
2887,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2888,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2889,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2890,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2891,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2892,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2893,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2894,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2895,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2896,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2897,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2898,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2899,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2900,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2901,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2902,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2903,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
2904,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2905,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2906,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2907,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2908,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2909,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
2910,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2911,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2912,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2913,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
2914,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2915,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2916,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
2917,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2918,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
2919,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
2920,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2921,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2922,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
2923,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
2924,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2925,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2926,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2927,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2928,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2929,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2930,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
2931,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2932,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2933,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
2934,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2935,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2936,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2937,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2938,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2939,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2940,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2941,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2942,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2943,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
2944,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
2945,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2946,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
2947,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2948,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2949,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2950,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
2951,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2952,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2953,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
2954,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2955,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2956,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2957,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2958,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2959,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2960,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2961,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2962,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2963,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2964,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2965,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2966,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2967,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2968,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2969,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2970,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2971,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2972,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2973,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2974,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2975,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2976,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2977,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2978,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2979,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2980,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2981,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2982,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2983,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2984,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2985,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2986,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
2987,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2988,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2989,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2990,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2991,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
2992,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2993,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2994,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
2995,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2996,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2997,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2998,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2999,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3000,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
3001,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3002,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
3003,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
3004,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3005,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
3006,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3007,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3008,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3009,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3010,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3011,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3012,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3013,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3014,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3015,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3016,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3017,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3018,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3019,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3020,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
3021,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3022,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
3023,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3024,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3025,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3026,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3027,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3028,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3029,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
3030,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
3031,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
3032,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3033,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3034,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
3035,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
3036,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3037,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3038,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3039,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3040,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3041,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3042,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3043,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3044,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
3045,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3046,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3047,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
3048,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3049,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3050,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
3051,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Cropland
3052,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
3053,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3054,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3055,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3056,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3057,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3058,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3059,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3060,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3061,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3062,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
3063,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
3064,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3065,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3066,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
3067,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3068,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
3069,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
3070,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3071,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3072,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3073,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3074,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
3075,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
3076,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3077,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3078,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3079,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3080,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3081,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
3082,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
3083,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
3084,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
3085,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
3086,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
3087,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
3088,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3089,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3090,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
3091,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3092,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3093,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
3094,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Cropland
3095,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
3096,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3097,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3098,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3099,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3100,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3101,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
3102,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3103,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3104,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
3105,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3106,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3107,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3108,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3109,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3110,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3111,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3112,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
3113,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3114,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3115,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3116,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3117,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3118,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3119,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
3120,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3121,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3122,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3123,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
3124,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3125,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3126,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
3127,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3128,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3129,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3130,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
3131,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3132,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3133,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3134,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3135,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3136,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
