Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTU_M_R
37,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
38,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
39,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
40,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
41,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
42,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
43,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
44,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
45,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
46,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
47,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
48,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
49,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
50,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
51,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
52,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
53,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
54,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
55,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
56,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
57,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
58,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
59,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
60,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
61,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
89,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
90,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
91,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
92,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
93,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
94,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
95,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
96,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
97,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
98,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
99,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
100,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
101,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
102,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
103,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
104,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
105,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
106,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
107,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
108,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
109,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
110,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
111,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
112,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
113,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
114,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
115,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
116,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
117,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
118,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
119,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
120,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
121,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
122,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
123,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
124,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
125,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
126,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
127,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
128,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
129,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
130,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
131,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
132,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
133,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
134,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
135,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
136,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
137,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
138,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
139,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
140,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
141,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
142,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
143,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
144,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
145,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
146,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
147,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
148,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
149,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
150,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
151,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
152,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
153,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
154,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
155,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
156,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
157,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
158,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
159,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
160,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
161,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
162,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
163,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
164,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
165,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
166,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
167,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
168,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
169,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
170,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
171,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
172,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
173,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
174,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
175,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
176,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
177,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
178,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
179,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
180,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
181,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
182,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
183,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
184,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
185,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
186,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
187,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
188,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
189,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
190,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
191,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
192,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
193,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
194,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
195,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
196,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
197,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
198,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
199,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
200,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
201,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
202,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
203,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
204,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
205,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
206,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
207,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
208,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
209,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
210,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
211,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
212,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
213,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
214,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
215,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
216,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
217,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
218,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
219,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
220,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
221,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
222,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
223,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
224,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
225,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
226,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
227,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
228,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
229,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
230,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
231,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
232,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
233,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
234,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
235,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
236,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
237,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
238,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
239,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
240,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
241,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
242,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
243,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
244,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
245,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
246,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
247,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
248,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
249,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
250,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
251,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
252,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
253,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
254,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
255,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
256,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
257,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
258,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
259,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
260,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
261,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
262,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
263,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
264,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
265,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
266,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
267,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
268,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
269,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
270,NULL,NULL,Water,NULL,Water,Water,Water,Forest
271,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
272,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
273,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
274,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
275,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
276,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
277,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
278,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
279,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
280,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
281,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
282,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
283,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
284,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Forest
285,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
286,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
287,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
288,NULL,NULL,Water,Non_Water,Water,Water,Forest,Grassland
289,NULL,NULL,Water,Non_Water,Water,Water,Forest,Wetland
290,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
291,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
292,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
293,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
294,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
295,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
296,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
297,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
298,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
299,NULL,NULL,Water,Water,Water,Wetland,Water,Water
300,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
301,NULL,NULL,Water,Water,Water,Wetland,Forest,Grassland
302,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
303,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
304,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
305,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
306,NULL,NULL,Water,Water,Water,Water,Wetland,Water
307,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
308,NULL,NULL,Water,Water,Water,Water,Water,Grassland
309,NULL,NULL,Water,Water,Water,Water,Water,Wetland
310,NULL,NULL,Water,Water,Water,Water,Water,Water
311,NULL,NULL,Water,Water,Water,Water,Water,Forest
312,NULL,NULL,Water,Water,Water,Water,Forest,Grassland
313,NULL,NULL,Water,Water,Water,Water,Forest,Wetland
314,NULL,NULL,Water,Water,Water,Water,Forest,Forest
315,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
316,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
317,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
318,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
319,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
320,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
321,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
322,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
323,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
324,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
325,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
326,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
327,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
328,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
329,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
330,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
331,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
332,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
333,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
334,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
336,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
337,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
339,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
342,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
343,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
344,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
345,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
346,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
