Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDJ_M_R
3286,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3287,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3288,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3289,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3290,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3291,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3292,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3293,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3294,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3295,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3296,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3297,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3298,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3299,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3300,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3301,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3302,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3303,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3304,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3305,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3306,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3307,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3308,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3309,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3310,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3311,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3312,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3313,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3314,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3315,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3316,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3317,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3318,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
3319,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3320,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3321,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3322,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3323,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3324,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3325,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3326,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3327,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3328,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3329,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3330,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
3331,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3332,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3333,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3334,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3335,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3336,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3337,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3338,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3339,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3340,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3341,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3342,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3343,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3344,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3345,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3346,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3347,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3348,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3349,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3350,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3351,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3352,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3353,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3354,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3355,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3356,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3357,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3358,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3359,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3360,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3361,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3362,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3363,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3364,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3365,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3366,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3367,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
3368,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3369,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3370,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3371,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3372,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3373,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3374,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3375,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3376,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3377,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3378,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3379,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3380,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3381,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
3382,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3383,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
3384,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3385,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
3386,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3387,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3388,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3389,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3390,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3391,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
3392,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3393,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3394,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3395,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3396,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3397,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3398,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3399,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
3400,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3401,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3402,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
3403,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
3404,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,Built-up,Forest
3405,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
3406,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
3407,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
3408,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Forest
3409,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Forest
3410,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
3411,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
3412,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3413,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
3414,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3415,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Forest
3416,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
3417,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
3418,NULL,Built-up,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
3419,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
3420,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
3421,NULL,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3422,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3423,NULL,Built-up,Wetland,Water,Wetland,Bareland,Shrubland,Water
3424,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
3425,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
3426,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3427,NULL,Built-up,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
3428,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
3429,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3430,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3431,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3432,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3433,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3434,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3435,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3436,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3437,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3438,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3439,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3440,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3441,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3442,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3443,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3444,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3445,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3446,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3447,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3448,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3449,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3450,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3451,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Water
3452,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3453,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3454,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3455,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3456,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3457,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3458,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3459,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3460,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3461,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3462,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3463,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3464,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3465,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3466,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3467,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3468,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3469,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3470,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3471,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3472,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3473,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3474,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3475,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3476,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3477,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3478,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3479,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3480,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
3481,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3482,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3483,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3484,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3485,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3486,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3487,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3488,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3489,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3490,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3491,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3492,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3493,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3494,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3495,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3496,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3497,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3498,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3499,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3500,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3501,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3502,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3503,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3504,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3505,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3506,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3507,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3508,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3509,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3510,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3511,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3512,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3513,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
3514,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3515,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3516,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3517,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
3518,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3519,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3520,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3521,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3522,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3523,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3524,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3525,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3526,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3527,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3528,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3529,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3530,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3531,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3532,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3533,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3534,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3535,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3536,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3537,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3538,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3539,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3540,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
3541,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3542,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
3543,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3544,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Water
3545,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
3546,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3547,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
3548,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
3549,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
3550,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
3551,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Bareland
3552,NULL,Built-up,Water,NULL,Water,NULL,Water,Grassland
3553,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
3554,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Forest
3555,NULL,Built-up,Water,NULL,Water,Shrubland,Water,Water
3556,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Cropland
3557,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
3558,NULL,Built-up,Water,NULL,Water,Grassland,Water,Grassland
3559,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
3560,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
3561,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
3562,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
3563,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
3564,NULL,Built-up,Water,NULL,Water,Bareland,Water,Forest
3565,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Forest
3566,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3567,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3568,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3569,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
3570,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
3571,NULL,Built-up,Water,NULL,Water,Forest,Built-up,Forest
3572,NULL,Built-up,Water,NULL,Water,Forest,Forest,Forest
3573,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
3574,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
3575,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3576,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3577,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3578,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3579,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3580,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3581,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3582,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3583,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3584,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3585,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Water
3586,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
3587,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3588,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3589,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3590,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3591,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3592,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3593,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3594,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3595,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3596,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3597,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3598,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3599,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3600,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3601,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3602,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3603,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3604,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3605,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
