Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEF_M_R
341,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
343,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
344,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
345,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
346,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
347,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
348,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
349,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
350,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
351,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
352,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
353,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
354,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
355,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
356,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
357,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
358,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
359,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
360,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
362,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
363,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
364,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
365,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
366,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
367,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
368,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
369,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
370,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
371,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
373,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
374,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
375,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
376,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
377,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
378,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
379,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
380,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
381,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
382,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
383,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
384,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
385,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
386,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
389,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
390,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
391,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
392,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
393,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
394,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
395,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
397,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
398,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
399,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
400,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
401,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
402,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
403,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
404,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
405,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
406,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
407,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
408,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
409,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
412,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
413,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
414,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
415,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
416,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
417,Cropland,Water,Water,Water,Water,NULL,NULL,Water
418,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
419,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
420,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
421,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
422,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
423,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
425,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
426,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
428,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
429,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
431,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
432,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
433,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
434,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
435,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
436,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
437,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
438,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
439,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
440,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
441,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
442,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
443,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
444,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
445,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
446,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
447,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
448,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
449,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
450,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
451,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
452,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
453,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
455,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
456,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
457,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
458,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
459,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
460,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
461,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
462,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
464,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
465,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
466,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
467,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
468,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
469,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
470,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
471,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
472,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
473,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
474,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
475,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
476,Wetland,Water,Water,Water,Water,NULL,NULL,Water
477,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
478,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
480,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
481,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
482,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
484,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
485,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
486,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
487,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
488,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
489,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
491,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
493,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
495,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
496,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
497,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
498,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
499,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
500,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
501,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
502,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
503,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
504,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
505,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
506,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
507,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
508,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
509,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
510,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
512,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
513,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
514,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
515,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
516,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
517,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
518,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
519,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
520,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
521,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
522,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
523,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
524,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
526,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
527,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
528,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
529,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
530,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
531,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
532,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
533,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
534,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
536,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
537,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
538,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
539,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
540,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
541,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
542,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
543,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
544,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
545,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
546,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
547,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
548,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
549,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
550,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
551,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
552,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
553,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
554,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
555,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
556,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
557,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
558,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
560,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
561,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
562,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
563,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
564,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
565,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
566,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
567,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
569,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
570,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
571,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
572,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
573,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
574,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
575,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
576,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
577,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
578,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
579,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
580,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
581,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
582,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
583,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
584,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
585,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
586,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
587,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
588,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
589,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
590,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
591,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
592,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
594,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
595,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
596,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
597,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
598,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
599,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
600,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
602,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
603,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
604,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
605,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
606,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
607,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
608,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
610,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
611,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
612,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
613,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
614,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
615,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
616,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
617,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
618,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
619,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
620,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
622,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
623,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
624,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
626,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
627,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
628,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
629,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
630,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
631,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
632,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
633,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
634,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
635,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
636,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
637,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
638,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
639,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
640,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
641,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
642,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
643,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
644,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
645,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
646,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
648,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
649,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
650,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
652,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
653,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
654,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
656,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
657,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
658,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
659,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
660,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
661,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
662,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
663,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
665,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
666,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
667,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
668,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
669,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
670,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
671,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
672,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
673,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
674,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
675,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
676,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
677,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
678,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
679,Bareland,Water,Water,Water,Water,NULL,NULL,Water
680,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
681,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
682,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
683,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
684,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
685,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
