Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKB_M_R
2024,NULL,NULL,Water,Water,Water,NULL,Bareland,Forest
2025,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
2026,NULL,NULL,Water,Water,Water,NULL,Water,Bareland
2027,NULL,NULL,Water,Water,Water,NULL,Water,Water
2028,NULL,NULL,Water,Water,Water,NULL,Forest,Grassland
2029,NULL,NULL,Water,Water,Water,Shrubland,NULL,Grassland
2030,NULL,NULL,Water,Water,Water,Shrubland,NULL,Wetland
2031,NULL,NULL,Water,Water,Water,Shrubland,NULL,Water
2032,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
2033,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
2034,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
2035,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Water
2036,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
2037,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
2038,NULL,NULL,Water,Water,Water,Shrubland,Bareland,Grassland
2039,NULL,NULL,Water,Water,Water,Shrubland,Bareland,Water
2040,NULL,NULL,Water,Water,Water,Shrubland,Water,Grassland
2041,NULL,NULL,Water,Water,Water,Shrubland,Water,Wetland
2042,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
2043,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
2044,NULL,NULL,Water,Water,Water,Grassland,NULL,Wetland
2045,NULL,NULL,Water,Water,Water,Grassland,NULL,Bareland
2046,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
2047,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
2048,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2049,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
2050,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
2051,NULL,NULL,Water,Water,Water,Grassland,Bareland,NULL
2052,NULL,NULL,Water,Water,Water,Grassland,Bareland,Grassland
2053,NULL,NULL,Water,Water,Water,Grassland,Bareland,Water
2054,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
2055,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
2056,NULL,NULL,Water,Water,Water,Grassland,Water,Water
2057,NULL,NULL,Water,Water,Water,Grassland,Forest,Grassland
2058,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
2059,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
2060,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
2061,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Water
2062,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2063,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2064,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
2065,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
2066,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
2067,NULL,NULL,Water,Water,Water,Wetland,Water,Water
2068,NULL,NULL,Water,Water,Water,Wetland,Forest,Water
2069,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
2070,NULL,NULL,Water,Water,Water,Bareland,NULL,Wetland
2071,NULL,NULL,Water,Water,Water,Bareland,NULL,Bareland
2072,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
2073,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Grassland
2074,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Bareland
2075,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Water
2076,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
2077,NULL,NULL,Water,Water,Water,Bareland,Wetland,Wetland
2078,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
2079,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
2080,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
2081,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
2082,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
2083,NULL,NULL,Water,Water,Water,Bareland,Water,NULL
2084,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
2085,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
2086,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
2087,NULL,NULL,Water,Water,Water,Bareland,Water,Water
2088,NULL,NULL,Water,Water,Water,Bareland,Forest,Wetland
2089,NULL,NULL,Water,Water,Water,Bareland,Forest,Water
2090,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
2091,NULL,NULL,Water,Water,Water,Water,NULL,Bareland
2092,NULL,NULL,Water,Water,Water,Water,NULL,Water
2093,NULL,NULL,Water,Water,Water,Water,Shrubland,Grassland
2094,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
2095,NULL,NULL,Water,Water,Water,Water,Grassland,Water
2096,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
2097,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
2098,NULL,NULL,Water,Water,Water,Water,Wetland,Water
2099,NULL,NULL,Water,Water,Water,Water,Bareland,Water
2100,NULL,NULL,Water,Water,Water,Water,Water,Grassland
2101,NULL,NULL,Water,Water,Water,Water,Water,Wetland
2102,NULL,NULL,Water,Water,Water,Water,Water,Bareland
2103,NULL,NULL,Water,Water,Water,Water,Water,Water
2104,NULL,NULL,Water,Water,Water,Water,Forest,NULL
2105,NULL,NULL,Water,Water,Water,Water,Forest,Grassland
2106,NULL,NULL,Water,Water,Water,Water,Forest,Wetland
2107,NULL,NULL,Water,Water,Water,Forest,Shrubland,Water
2108,NULL,NULL,Water,Water,Water,Forest,Wetland,Water
2109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2116,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2117,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2118,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
2119,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2120,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
2121,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2122,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2123,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2124,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2125,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2126,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2127,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2128,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2129,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2130,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2131,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
2132,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2133,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2134,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2135,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2136,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2137,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2138,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
2139,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2140,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2141,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2143,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2144,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2145,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2146,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
2147,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2148,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2149,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2150,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2151,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2152,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2153,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2154,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2155,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2156,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2157,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2158,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2159,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2160,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2161,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2162,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2163,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2164,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2165,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2166,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2167,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2168,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2169,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2170,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
2171,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
2172,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2173,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2174,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2175,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2176,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
2177,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2178,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2179,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2180,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2181,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2182,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2183,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2184,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2185,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2186,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2187,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2188,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2189,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
2190,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2191,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2192,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2193,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2194,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2195,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2196,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2197,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2198,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2199,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2200,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2201,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2202,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2203,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2204,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2205,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2206,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2207,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
2208,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2209,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2210,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2211,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2212,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2213,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2214,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2215,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2216,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2217,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2218,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2219,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2220,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2221,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2222,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2223,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2224,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2225,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
2226,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
2227,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2228,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2229,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2230,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2231,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2232,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2233,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2234,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2235,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2236,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2237,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
2238,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2239,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2240,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2241,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2242,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2243,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2244,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2245,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2246,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2247,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2248,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2249,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2250,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2251,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2252,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2253,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2254,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2255,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2256,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2257,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2258,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2259,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2260,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2261,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
2262,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2263,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2264,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2265,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2266,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2267,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2268,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2269,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2270,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2271,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2272,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2273,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2274,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
2275,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2276,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2277,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2278,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2279,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
2280,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2281,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
2282,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2283,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2284,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2285,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
2286,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2287,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2288,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2289,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2290,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2291,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2292,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2293,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2294,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
2295,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2296,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
2297,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2298,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
2299,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2300,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
2301,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2302,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2303,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2304,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2305,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
2306,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2307,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
2308,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2309,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2310,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2311,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2312,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2313,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2314,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2315,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2316,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
2317,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
2318,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2319,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2320,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2321,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2322,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2323,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2324,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2325,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2326,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2327,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2328,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2329,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2330,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2331,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
2332,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2333,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2334,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2335,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2336,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2337,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2338,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2339,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2340,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2341,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2342,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2343,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2344,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2345,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
2346,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2347,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2348,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2349,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2350,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2351,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2352,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2353,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
2354,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2355,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2356,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
2357,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2358,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2359,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
2360,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
2361,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2362,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2363,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2364,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2365,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2366,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2367,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2368,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
2369,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
2370,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2371,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
