Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHN_M_R
2388,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2389,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2390,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2391,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2392,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2393,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2394,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2395,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2396,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2397,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2398,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2399,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2400,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2401,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2402,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2403,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2404,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2405,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2406,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2407,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2408,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2409,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2410,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2411,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2412,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2413,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2414,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2415,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2416,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2417,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2418,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2419,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2420,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2421,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2422,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2423,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2424,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2425,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2426,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2427,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2428,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2429,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2430,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2431,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2432,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2433,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2434,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2435,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2436,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
2437,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2438,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2439,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2440,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2441,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2442,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2443,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2444,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2445,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2446,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2447,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2448,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2449,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2450,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2451,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2452,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2453,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2454,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2455,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2456,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2457,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2458,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2459,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2460,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2461,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2462,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2463,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2464,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2465,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2466,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2467,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2468,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2469,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2470,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2471,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2472,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2473,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2474,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2475,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2476,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2477,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2478,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2479,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2480,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2481,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2482,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2483,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2484,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2485,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2486,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2487,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2488,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2489,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2490,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2491,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2492,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2493,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2494,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
2495,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2496,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2497,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2498,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2499,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2500,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
2501,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2502,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
2503,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2504,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
2505,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
2506,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2507,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2508,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2509,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2510,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
2511,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2512,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2513,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2514,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2515,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2516,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2517,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2518,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2519,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2520,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2521,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2522,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2523,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2524,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2525,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2526,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2527,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2528,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2529,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2530,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2531,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2532,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2533,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2534,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2535,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2536,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2537,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
2538,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2539,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2540,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
2541,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
2542,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2543,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2544,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2545,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2546,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2547,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2548,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2549,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2550,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2551,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2552,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2553,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2554,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2555,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2556,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2557,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2558,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2559,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
2560,NULL,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
2561,NULL,Cropland,Water,NULL,Water,Shrubland,Water,Grassland
2562,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
2563,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
2564,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Forest
2565,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2566,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
2567,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
2568,NULL,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
2569,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
2570,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
2571,NULL,Cropland,Water,NULL,Water,Bareland,NULL,NULL
2572,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2573,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Cropland
2574,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
2575,NULL,Cropland,Water,NULL,Water,Bareland,Wetland,Wetland
2576,NULL,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
2577,NULL,Cropland,Water,Non_Water,Water,Shrubland,Forest,Wetland
2578,NULL,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2579,NULL,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
2580,NULL,Cropland,Water,Water,Water,Shrubland,NULL,Wetland
2581,NULL,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
2582,NULL,Cropland,Water,Water,Water,Wetland,Water,Wetland
2583,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2584,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2585,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2586,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2587,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2588,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2589,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2590,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2591,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2592,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2593,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2594,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2595,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2596,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2597,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2598,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2599,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2600,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2601,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2602,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2603,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2604,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2605,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2606,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2607,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2608,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2609,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2610,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2611,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2612,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2613,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2614,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2615,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2616,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2617,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2618,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2619,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2620,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2621,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2622,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2623,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2624,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2625,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2626,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2627,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2628,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2629,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2630,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2631,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2632,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2633,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2634,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2635,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2636,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2637,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2638,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2639,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2640,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2641,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2642,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
2643,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2644,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2645,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2646,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2647,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2648,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2649,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2650,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2651,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
2652,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2653,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
2654,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
2655,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2656,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2657,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2658,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2659,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2660,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2661,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2662,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2663,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2664,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2665,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2666,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2667,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2668,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2669,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2670,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2671,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2672,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2673,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2674,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2675,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2676,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2677,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2678,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2679,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2680,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2681,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2682,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2683,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2684,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2685,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2686,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2687,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2688,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2689,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2690,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
2691,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2692,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2693,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2694,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2695,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2696,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2697,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2698,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2699,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2700,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2701,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2702,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2703,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2704,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2705,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2706,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2707,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2708,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2709,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
