Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KDV_M_R
332,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
333,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
334,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
335,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
336,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
337,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
338,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
339,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
340,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
341,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
342,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
343,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
344,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
345,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
346,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
347,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
348,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
349,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
351,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
352,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
354,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
355,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
356,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
358,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
359,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
360,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
361,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
363,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
364,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
365,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
367,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
368,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
370,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
372,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
373,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
374,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
376,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
377,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
378,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
379,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
381,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
382,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
383,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
384,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
387,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
388,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
389,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
392,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
393,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
394,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
395,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
396,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
397,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
398,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
399,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
400,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
401,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
402,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
403,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
405,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
406,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
407,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
408,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
409,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
410,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
411,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
413,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
414,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
415,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
416,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
417,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
418,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
419,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
422,Grassland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
424,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
425,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
426,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
429,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
430,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
431,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
432,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
434,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
436,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
437,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
439,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
441,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
442,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
443,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
445,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
447,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
448,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
449,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
451,Grassland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,Grassland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
453,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
457,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
459,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
461,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
462,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
463,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
464,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
468,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
469,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
470,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
471,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
472,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
473,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
474,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
476,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
477,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
479,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
480,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
481,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
484,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
485,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
486,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
487,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
489,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
490,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
491,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
492,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
493,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
495,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
496,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
497,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
498,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
499,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
500,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
501,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
502,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
503,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
504,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
505,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
506,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
507,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
508,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
509,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
510,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
511,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
512,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
513,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
514,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
515,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
516,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
517,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
518,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
519,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
520,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
521,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
522,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
523,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
524,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
525,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
526,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
527,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
528,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
529,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
530,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
531,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
532,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
533,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
535,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
536,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
537,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
538,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
539,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
540,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
542,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
543,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
544,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
545,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
546,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
548,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
549,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
550,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
551,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
553,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
554,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
555,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
558,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
559,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
560,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
562,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
563,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
564,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
565,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
566,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
567,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
568,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
569,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
570,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
571,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
572,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
573,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
574,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
575,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
577,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
579,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
581,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
584,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
586,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
588,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
590,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
591,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
592,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
594,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
595,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
596,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
597,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
598,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
600,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
601,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
603,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
604,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
606,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
608,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
609,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
610,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
611,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
612,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
613,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
614,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
615,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
616,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
617,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
618,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
620,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
622,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
623,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
624,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
627,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
629,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
631,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
632,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
633,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
635,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
636,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
637,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
638,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
639,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
641,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
642,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
643,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
644,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
645,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
646,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
647,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
648,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
649,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
650,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
651,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
652,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
653,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
654,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
655,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
656,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
657,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
658,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
660,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
