Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPP_M_R
2787,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2788,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2789,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2790,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2791,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2792,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2793,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2794,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2795,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2796,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2797,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2798,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2799,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2800,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
2801,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2802,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2803,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2804,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2805,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2806,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2807,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2808,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2809,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2810,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2811,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2812,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2813,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2814,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2815,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2816,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2817,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2818,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2819,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2820,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2821,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2822,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2823,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2824,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2825,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2826,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2827,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2828,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2829,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2830,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2831,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2832,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2833,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2834,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2835,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2836,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2837,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2838,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2839,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2840,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2841,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2842,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2843,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2844,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2845,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2846,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2847,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2848,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2849,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2850,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2851,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2852,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2853,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2854,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2855,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2856,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2857,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2858,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2859,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2860,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2861,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2862,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2863,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2864,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2865,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2866,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2867,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2868,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2869,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2870,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2871,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2872,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2873,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2874,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2875,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2876,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2877,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2878,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2879,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2880,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2881,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2882,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
2883,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2884,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2885,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2886,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2887,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2888,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2889,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2890,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2891,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2892,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2893,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
2894,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2895,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2896,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2897,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2898,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2899,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2900,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2901,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
2902,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2903,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2904,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2905,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2906,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2907,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2908,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
2909,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Water
2910,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2911,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2912,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
2913,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
2914,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
2915,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
2916,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
2917,NULL,Built-up,Wetland,Water,Wetland,Built-up,Forest,Grassland
2918,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Built-up,NULL
2919,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2920,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2921,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2922,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2923,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2924,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2925,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2926,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2927,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2928,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2929,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2930,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2931,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2932,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2933,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2934,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
2935,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2936,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2937,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2938,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2939,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2940,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2941,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2942,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2943,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2944,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2945,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2946,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
2947,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2948,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2949,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2950,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2951,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2952,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2953,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2954,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2955,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2956,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2957,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2958,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2959,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2960,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2961,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2962,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2963,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2964,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2965,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2966,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2967,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2968,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2969,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2970,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2971,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2972,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2973,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2974,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
2975,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
2976,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Cropland
2977,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
2978,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2979,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2980,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2981,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2982,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2983,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2984,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2985,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2986,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2987,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2988,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2989,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2990,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2991,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2992,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2993,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2994,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2995,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2996,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2997,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2998,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2999,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3000,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3001,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3002,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
3003,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3004,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3005,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
3006,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
3007,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3008,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
3009,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
3010,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3011,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3012,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3013,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3014,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3015,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
3016,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3017,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3018,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3019,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3020,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3021,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3022,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3023,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3024,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3025,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3026,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3027,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3028,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3029,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3030,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3031,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3032,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3033,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3034,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3035,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3036,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3037,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3038,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3039,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3040,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3041,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3042,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3043,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3044,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3045,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3046,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
3047,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3048,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
3049,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3050,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3051,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3052,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3053,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3054,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3055,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3056,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3057,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3058,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3059,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3060,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3061,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3062,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3063,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3064,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3065,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3066,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3067,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3068,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3069,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3070,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3071,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3072,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
3073,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3074,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
3075,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3076,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3077,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
3078,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3079,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
3080,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3081,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3082,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
3083,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3084,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
3085,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
3086,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3087,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3088,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
3089,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
3090,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3091,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Built-up
3092,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
3093,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
3094,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3095,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3096,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3097,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3098,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3099,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3100,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3101,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3102,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
