Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R
3276,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3277,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3278,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3279,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3280,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3281,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3282,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
3283,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3284,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3285,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3286,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3287,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3288,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3289,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3290,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3291,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3292,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3293,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3294,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3295,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3296,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3297,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3298,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3299,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3300,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3301,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3302,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3303,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
3304,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3305,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3306,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3307,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3308,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3309,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3310,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3311,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3312,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3313,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3314,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3315,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
3316,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3317,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3318,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3319,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3320,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3321,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
3322,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3323,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3324,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3325,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3326,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3327,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3328,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
3329,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
3330,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
3331,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
3332,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
3333,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3334,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3335,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
3336,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3337,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
3338,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3339,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3340,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3341,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3342,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3343,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3344,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3345,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3346,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3347,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3348,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3349,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3350,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3351,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3352,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3353,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3354,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3355,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3356,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
3357,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3358,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3359,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3360,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3361,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3362,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3363,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3364,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3365,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3370,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3373,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3374,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3375,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3376,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3377,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3378,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3379,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
3380,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3381,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
3382,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3383,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3384,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3385,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3386,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3387,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3388,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3389,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
3393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3419,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3477,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3478,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3479,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3480,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3481,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3482,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3483,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3484,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3485,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3486,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3487,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
3488,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3489,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3490,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
3491,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3492,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3493,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3494,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3495,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3496,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3497,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3498,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3499,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
3500,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
3501,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3502,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3503,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3504,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3505,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3506,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3507,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3508,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3509,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3510,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3511,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3512,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
3513,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
3514,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Bareland
3515,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
3516,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3517,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
3518,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3519,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
3520,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
3521,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
3522,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
3523,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3524,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
3525,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3526,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3527,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
3528,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
3529,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
3530,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3531,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3532,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3533,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3534,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3535,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3536,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3537,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3538,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3539,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3540,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3541,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3542,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3543,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3544,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3545,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3546,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3547,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3548,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3549,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3550,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3551,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3552,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
3553,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3554,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3555,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3556,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3557,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3558,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3559,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3560,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3561,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3562,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3563,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3564,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3565,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3566,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3567,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3568,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3569,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3570,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3571,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3572,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3573,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3574,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3575,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3576,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3577,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3578,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3579,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3580,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3581,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3582,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3583,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3584,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
