Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDG_M_R
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
157,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
158,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
159,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
160,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
161,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
162,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
163,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
164,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
165,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
166,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
167,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
168,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
171,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
172,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
173,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
174,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
175,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
176,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
177,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
178,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Built-up
179,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
180,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
182,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
183,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
184,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
185,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
186,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
187,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
188,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
189,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
190,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
191,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
192,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
193,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
194,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
195,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
196,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
197,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
198,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
199,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
200,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
201,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
202,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
203,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
204,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
205,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
206,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
207,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Built-up
208,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
209,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
210,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Bareland
211,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
212,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
213,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
214,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
215,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
216,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
217,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
218,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
219,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
220,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
221,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
222,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
223,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
224,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
225,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
226,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
227,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
228,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
229,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
230,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
234,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
235,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
236,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
237,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
238,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
240,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
244,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
245,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
247,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
248,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
249,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
251,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
257,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
260,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
261,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
262,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
263,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
264,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
265,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
266,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
267,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
268,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
269,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
270,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
271,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
272,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
273,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
274,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
275,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
276,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
277,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
278,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
279,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
280,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
281,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
282,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
283,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
284,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
285,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
286,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
287,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
288,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
289,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
290,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
291,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
292,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
293,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
294,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
295,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
296,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
297,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
298,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
299,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
300,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
301,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
302,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
303,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
304,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
305,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
306,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
307,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
308,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
309,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
310,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
311,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
312,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
313,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
314,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
315,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
316,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
317,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
318,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
319,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
320,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
321,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
322,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Water
