Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R
3803,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,NULL,Built-up
3804,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
3805,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
3806,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Cropland
3807,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3808,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Cropland
3809,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
3810,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3811,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3812,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Built-up
3813,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Forest
3814,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3815,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
3816,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
3817,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Built-up
3818,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Built-up
3819,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
3820,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Grassland
3821,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Water
3822,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Forest
3823,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3824,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3825,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
3826,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3827,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
3828,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
3829,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3830,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
3831,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
3832,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
3833,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
3834,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Built-up
3835,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
3836,NULL,Built-up,Built-up,Water,Non_Wetland,Forest,NULL,Grassland
3837,NULL,Built-up,Built-up,Water,Non_Wetland,Forest,Water,Built-up
3838,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Water
3839,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Forest
3840,NULL,Built-up,Water,NULL,Water,NULL,Water,Grassland
3841,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
3842,NULL,Built-up,Water,NULL,Water,NULL,Forest,Forest
3843,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Water
3844,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
3845,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3846,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3847,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3848,NULL,Built-up,Water,NULL,Water,Built-up,Water,Grassland
3849,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
3850,NULL,Built-up,Water,NULL,Water,Water,Built-up,Water
3851,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Built-up
3852,NULL,Built-up,Water,Non_Water,Water,Water,NULL,Forest
3853,NULL,Built-up,Water,Non_Water,Water,Water,Built-up,Water
3854,NULL,Built-up,Water,Water,Water,NULL,Built-up,Water
3855,NULL,Built-up,Water,Water,Water,NULL,Water,Grassland
3856,NULL,Built-up,Water,Water,Water,NULL,Water,Built-up
3857,NULL,Built-up,Water,Water,Water,NULL,Water,Water
3858,NULL,Built-up,Water,Water,Water,NULL,Water,Forest
3859,NULL,Built-up,Water,Water,Water,Grassland,Water,Grassland
3860,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
3861,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
3862,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
3863,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
3864,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
3865,NULL,Built-up,Water,Water,Water,Built-up,Water,Grassland
3866,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
3867,NULL,Built-up,Water,Water,Water,Water,Bareland,Water
3868,NULL,Built-up,Water,Water,Water,Water,Built-up,Water
3869,NULL,Built-up,Water,Water,Water,Water,Water,Built-up
3870,NULL,Built-up,Water,Water,Water,Water,Water,Water
3871,NULL,Built-up,Water,Water,Water,Forest,Water,Forest
3872,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3873,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3874,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3875,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3876,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3877,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3878,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3879,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3880,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
3881,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
3882,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3883,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3884,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3885,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
3886,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
3887,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3888,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3889,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
3890,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
3891,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
3892,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3893,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3894,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
3895,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3896,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3897,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
3898,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
3899,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3900,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3901,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3902,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3903,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3904,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3905,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
3906,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
3907,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3908,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3909,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3910,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3911,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3912,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3913,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3914,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3915,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
3916,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3917,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3918,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3919,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3920,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3921,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3922,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3923,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
3924,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3925,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3926,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3927,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3928,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
3929,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
3930,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
3931,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3932,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3933,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3934,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3935,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3936,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3937,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3938,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
3939,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3940,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3941,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3942,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3943,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
3944,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
3945,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
3946,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3947,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3948,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3949,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3950,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
3951,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
3952,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Water
3953,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3954,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3955,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
3956,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3957,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3958,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
3959,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3960,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3961,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
3962,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
3963,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3964,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
3965,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3966,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3967,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
3968,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3969,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Cropland
3970,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3971,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
3972,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Bareland
3973,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
3974,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3975,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3976,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
3977,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3978,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
3979,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3980,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3981,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Built-up
3982,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3983,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3984,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
3985,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3986,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
3987,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
3988,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3989,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
3990,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3991,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3992,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
3993,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3994,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3995,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
3996,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3997,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3998,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3999,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
4000,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Water
4001,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4002,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
4003,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
4004,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Water,Grassland
4005,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Water,Cropland
4006,NULL,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
4007,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4008,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4009,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
4010,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4011,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4012,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4013,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4014,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4015,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4016,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4017,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4018,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4019,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4020,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4021,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4022,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4023,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4024,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4025,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4026,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4027,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4028,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4029,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4030,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
4031,NULL,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
4032,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4033,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4034,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4035,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
4036,NULL,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
4037,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4038,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4039,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4040,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4041,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4042,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4043,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4044,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4045,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4046,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4047,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4048,NULL,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4049,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4050,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4051,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
4052,NULL,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
4053,NULL,Water,NULL,Water,Non_Wetland,NULL,Built-up,Water
4054,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4055,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4056,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4057,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4058,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4059,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4060,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4061,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4062,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4063,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4064,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
4065,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4066,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4067,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4068,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4069,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4070,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4071,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4072,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4073,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4074,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4075,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
4076,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4077,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4078,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4079,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4080,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
4081,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4082,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
4083,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4084,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4085,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4086,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4087,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
4088,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
4089,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4090,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4091,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4092,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4093,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
4094,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4095,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4096,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4097,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4098,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4099,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4100,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
4101,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
4102,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4103,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4104,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4105,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4106,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4107,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4108,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4109,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4110,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
4111,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4112,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4113,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4114,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4115,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
4116,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
4117,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4118,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
4119,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
4120,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4121,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
4122,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
4123,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4124,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
4125,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
4126,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4127,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4128,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
4129,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
4130,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
4131,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4132,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4133,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4134,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4135,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4136,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4137,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4138,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4139,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4140,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
