Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKN_M_R
1390,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1391,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1398,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1399,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1400,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1401,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1402,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1403,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1404,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1405,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1406,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1407,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1408,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1409,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1410,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1411,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1413,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1414,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1415,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1417,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1418,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1419,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1420,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1421,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1422,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1423,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1424,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1425,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1426,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1427,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1428,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1429,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1430,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1431,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1432,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1433,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1434,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1435,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1436,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1437,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1438,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1439,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1440,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1441,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1442,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1443,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1444,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1445,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1446,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1447,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1448,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1449,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1450,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1451,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1452,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1453,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1454,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1455,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1456,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1457,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1458,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1459,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1460,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1461,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1462,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1463,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1464,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1465,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1469,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1470,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1471,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1472,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1473,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1474,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1475,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1476,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1477,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1478,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1479,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1480,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1481,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1482,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1483,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1484,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1485,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1486,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1487,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1488,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1489,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1490,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1491,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1492,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1493,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1494,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1495,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1496,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1497,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1498,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1499,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1500,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1501,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1502,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1503,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1504,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1505,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1506,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
1507,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
1508,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1509,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1510,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1511,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1512,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
1513,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1514,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1515,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1516,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1517,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1518,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1519,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1520,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
1521,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1522,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1523,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1524,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1525,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1526,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
1527,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1528,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1529,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1530,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1531,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1532,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1533,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1534,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1535,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1536,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1537,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1538,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1539,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1540,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1541,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1542,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1543,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1544,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1545,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1546,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1547,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1548,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1549,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1550,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1551,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1552,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1553,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1554,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1555,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1556,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1557,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1558,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1559,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1560,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1561,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1562,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1563,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1564,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1565,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1566,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1567,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1568,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
1569,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1570,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1571,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
1572,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
1573,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1574,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
1575,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1576,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
1577,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
1578,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,NULL
1579,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
1580,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
1581,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
1582,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1583,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
1584,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
1585,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,NULL
1586,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1587,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1588,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,NULL
1589,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
1590,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
1591,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1592,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1593,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1594,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1595,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
1596,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
1597,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
1598,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
1599,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
1600,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
1601,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
1602,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1603,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1604,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1605,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1606,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1607,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1608,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1609,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1610,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1611,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1612,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1613,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1614,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1615,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1616,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
1617,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1618,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1619,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1620,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1621,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1622,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1623,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1624,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1625,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1626,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1627,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1628,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1629,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1630,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1631,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1632,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1633,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1634,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1635,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1636,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1637,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1638,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1639,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1640,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1641,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1642,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1643,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1644,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1645,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1646,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1647,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1648,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1649,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1650,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1651,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1652,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1653,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1654,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1655,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1656,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1657,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1658,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1659,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1660,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1661,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1662,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1663,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1664,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1665,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1666,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1667,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1668,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1669,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1670,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1671,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
1672,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1673,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1674,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1675,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1676,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1677,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1678,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1679,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1680,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1681,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
1682,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1683,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1684,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1685,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1686,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1687,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1688,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1689,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1690,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1691,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1692,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1693,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1694,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1695,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1696,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1697,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1698,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1699,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1700,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1701,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
1702,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1703,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1704,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1705,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1706,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1707,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1708,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1709,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1710,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1711,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1712,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1713,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1714,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1715,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1716,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1717,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1718,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
