Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFS_M_R
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
