Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPL_M_R
2481,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2482,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
2483,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2484,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2485,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
2486,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2487,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2488,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2489,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2490,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2491,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2492,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2493,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2494,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2495,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2496,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2497,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2498,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2499,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2500,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2501,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2502,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2503,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2504,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2505,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2506,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2507,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2508,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Cropland
2509,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2510,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2511,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
2512,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2513,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2514,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2515,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2516,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2517,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2518,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2519,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2520,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2521,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2522,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2523,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2524,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2525,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2526,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2527,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2528,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2529,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2530,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2531,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2532,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2533,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2534,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2535,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2536,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2537,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2538,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2539,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2540,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2541,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2542,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2543,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
2544,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2545,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2546,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2547,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
2548,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2549,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2550,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2551,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2552,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2553,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2554,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
2555,NULL,Water,Wetland,NULL,Wetland,Forest,NULL,Water
2556,NULL,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
2557,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2558,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2559,NULL,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2560,NULL,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2561,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2562,NULL,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
2563,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2564,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2565,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2566,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2567,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
2568,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2569,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2570,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2571,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
2572,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2573,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2574,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2575,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
2576,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
2577,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2578,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
2579,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2580,NULL,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
2581,NULL,Water,Water,NULL,Water,NULL,Water,Forest
2582,NULL,Water,Water,NULL,Water,Bareland,Grassland,Water
2583,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
2584,NULL,Water,Water,Water,Water,NULL,Wetland,Wetland
2585,NULL,Water,Water,Water,Water,Wetland,NULL,Forest
2586,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2587,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2588,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2589,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2590,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2591,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2592,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2593,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2594,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2595,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2596,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2597,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2598,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2599,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2600,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2601,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2602,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2603,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2604,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2605,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2606,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2607,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2608,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2609,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2610,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2611,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2612,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2613,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2614,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2615,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2616,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2617,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2618,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2619,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2620,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2621,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2622,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2623,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2624,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2625,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2626,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2627,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2628,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2629,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2630,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2631,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2632,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2633,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2634,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2635,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2636,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2637,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2638,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2639,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2640,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2641,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2642,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2643,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2644,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2645,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2646,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2647,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2648,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2649,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2650,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2651,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2652,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2653,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2654,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2655,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2656,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2657,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2658,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2659,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2660,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2661,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2662,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2663,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2664,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2665,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2666,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2667,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2668,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2669,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2670,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2671,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2672,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2673,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2674,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2675,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2676,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2677,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2678,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
2679,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2680,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2681,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2682,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2683,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2684,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2685,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2686,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2687,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2688,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2689,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2690,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2691,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2692,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2693,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2694,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2695,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2696,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2697,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2698,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2699,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2700,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2701,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2702,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2703,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2704,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2705,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2706,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2707,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2708,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2709,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2710,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2711,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2712,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2713,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2714,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2715,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2716,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2717,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2718,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2719,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2720,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2721,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2722,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
2723,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2724,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2725,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2726,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2727,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2728,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2729,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2730,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2731,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2732,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2733,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2734,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2735,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2736,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2737,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2738,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2739,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2740,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2741,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2742,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2743,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2744,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2745,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2746,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2747,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2748,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2749,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2750,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2751,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
2752,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
2753,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2754,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2755,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2756,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2757,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2758,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
2759,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2760,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2761,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2762,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2763,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2764,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2765,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2766,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2767,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2768,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2769,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2770,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2771,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2772,NULL,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
2773,NULL,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2774,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2775,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2776,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2777,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
2778,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2779,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2780,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2781,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2782,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2783,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2784,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2785,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2786,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2787,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2788,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2789,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2790,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2791,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2792,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2793,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2794,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2795,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2796,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2797,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
2798,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2799,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2800,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2801,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2802,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2803,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2804,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2805,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
2806,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2807,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2808,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2809,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2810,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2811,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2812,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2813,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
