Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRB_M_R
755,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
756,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
757,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
759,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
760,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
761,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
762,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
763,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
764,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
765,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
766,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
767,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
768,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
769,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
770,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
771,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
772,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
773,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
774,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
775,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
776,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
777,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
778,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
779,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
780,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
781,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
783,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
784,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
785,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
786,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
787,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
788,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
789,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
791,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
792,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
793,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
794,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
795,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
796,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
797,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
798,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
799,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
800,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
801,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
802,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
803,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
804,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
805,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
806,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
807,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
808,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
809,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
810,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
811,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
812,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
813,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
814,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
815,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
816,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
817,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
818,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
819,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
820,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
821,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
822,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
823,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
824,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
825,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
826,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
827,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
828,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
829,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
830,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
831,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
832,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
833,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
834,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
835,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
836,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
837,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
838,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
840,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
841,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
842,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
843,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
844,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
845,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
846,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
847,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
848,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
849,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
850,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
851,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
852,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
853,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
854,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
855,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
856,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
858,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
859,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,NULL
860,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
861,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
862,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
863,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
864,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
865,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
866,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
867,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
868,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
869,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
870,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
871,Cropland,Cropland,Water,Water,Water,NULL,NULL,NULL
872,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
873,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
874,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
875,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
876,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
877,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
878,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
879,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
880,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
881,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
882,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
883,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
884,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
885,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
887,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
888,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
889,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
890,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
891,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
892,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
893,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
894,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
896,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
897,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
898,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
899,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
900,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
901,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
903,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
905,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
906,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
907,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
909,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
910,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
911,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
912,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
914,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
916,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
917,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
918,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
919,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
920,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
921,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
922,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
923,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
924,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
925,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
926,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
927,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
928,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
930,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
931,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
932,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
933,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
935,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
936,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
937,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
938,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
939,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
940,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
941,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
943,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
944,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
945,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
946,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
947,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
948,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
949,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
950,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
952,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
953,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
954,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
955,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
956,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
958,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
959,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
960,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
961,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
962,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
963,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
964,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
965,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
966,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
967,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
969,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
970,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
971,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
972,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
973,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
974,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
975,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
976,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
977,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
978,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
979,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
980,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
981,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
982,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
983,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
984,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
985,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
986,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
987,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
988,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
989,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
990,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
991,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
992,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
993,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
994,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
995,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
997,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
998,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
999,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1000,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1001,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1002,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1003,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1004,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1005,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1006,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1007,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1008,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1010,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1011,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1013,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1015,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1016,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1017,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1018,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1019,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1020,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1021,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1022,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1024,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1025,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1026,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1027,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1028,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1029,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1031,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1032,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1033,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1034,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1035,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1036,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1037,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1038,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1039,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1040,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1041,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1042,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1043,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1044,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1045,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1046,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1047,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1048,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1049,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1050,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1051,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1052,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1053,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1054,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1055,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1056,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1057,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1058,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1059,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1060,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1062,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1063,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1064,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1065,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1066,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1067,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1068,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1070,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1071,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1072,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1073,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1074,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1075,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1076,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1077,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1078,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1079,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1080,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1081,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1082,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
1083,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1084,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1085,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1086,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1087,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1088,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1089,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1090,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1092,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1093,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1095,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
