Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDA_M_R
28,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
29,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
30,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
31,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
32,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
33,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
34,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
35,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
36,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
37,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
38,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
39,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
40,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
41,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
42,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
43,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
44,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
45,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
46,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
47,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
48,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
49,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
50,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
51,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
52,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
53,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
54,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
55,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
56,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
57,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
58,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
59,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
60,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
61,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
62,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
63,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
64,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
65,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
66,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
67,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
68,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
69,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
70,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
71,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
72,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
73,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
74,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
75,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
76,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
77,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
78,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
79,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
80,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
81,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
82,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
83,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
84,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
85,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
86,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
87,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
88,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
89,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
90,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
91,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
92,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
93,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
94,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
95,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
96,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
97,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
98,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
99,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
100,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
101,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
102,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
103,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
104,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
105,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
106,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
107,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
108,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
109,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
116,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
117,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
118,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
119,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
120,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
121,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
122,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
123,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
124,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
125,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
126,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
127,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
128,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
129,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
130,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
131,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
132,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
133,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
134,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
135,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
136,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
137,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
138,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
139,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
140,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
141,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
142,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
143,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
144,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
145,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
146,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
147,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
148,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
149,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
150,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
151,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
152,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
153,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
154,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
155,NULL,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
156,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
157,NULL,Wetland,Wetland,Water,Wetland,Grassland,NULL,Water
158,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,NULL,Water
159,NULL,Wetland,Water,Water,Water,Water,NULL,Water
160,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
161,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
162,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
163,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
164,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
165,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
166,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
167,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
168,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
169,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Grassland
170,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Bareland
171,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
173,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
174,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
175,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
176,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
177,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
178,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
179,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
180,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
181,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
182,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
183,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
184,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
185,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
186,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
187,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
188,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
194,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
197,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
203,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
204,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
212,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
213,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
214,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Water
215,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
216,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
217,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
218,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
219,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
220,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
221,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
222,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
223,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
224,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
225,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
226,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
227,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
228,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
229,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
230,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
231,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
232,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
233,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
234,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
235,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
236,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
237,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
238,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
239,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
240,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
241,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
242,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
243,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
244,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
245,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
246,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
247,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
248,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
249,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
250,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
251,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Forest
252,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
253,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
254,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
255,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
256,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
257,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
258,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
259,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
260,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
261,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
262,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Water
263,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
264,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Water
265,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Forest
266,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Grassland
267,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Water
268,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
269,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
270,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
271,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
272,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
273,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
274,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
275,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
276,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
277,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
278,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
279,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
280,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
281,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
282,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
283,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
284,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
285,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
286,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
287,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
288,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
289,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
290,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Water
291,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
292,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Water
293,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Water
294,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
295,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Forest
296,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
297,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
298,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
299,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
300,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
301,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
302,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
303,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
304,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
305,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
306,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
307,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
308,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
309,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
310,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
311,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
312,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
313,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
314,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
315,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
316,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
317,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
318,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
319,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
320,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
321,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
322,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
323,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
324,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
325,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
326,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
327,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
