Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQG_M_R
29,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
30,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
32,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
33,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
34,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
35,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
36,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
37,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
38,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
40,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
42,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
58,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
59,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
60,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
61,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
62,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
63,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
64,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
65,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
67,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
68,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
70,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
72,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
73,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
74,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
75,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
76,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
77,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
78,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
79,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
80,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
81,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
82,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
83,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
84,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
85,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
86,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
87,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
88,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
89,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
90,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
91,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
92,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
93,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
94,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
95,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
96,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
98,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
99,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
101,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
102,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
103,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
104,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
105,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
106,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
107,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
108,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
110,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
111,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
112,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
113,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
114,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
116,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
117,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
118,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
119,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
120,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
121,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
122,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
123,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
124,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
125,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
126,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
127,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
128,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
129,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
130,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
131,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
132,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
133,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
134,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
135,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
136,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
137,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
138,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
139,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
140,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
141,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
142,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
143,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
144,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
145,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
146,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
147,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
148,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
149,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
150,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
151,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
152,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
153,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
154,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
155,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
156,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
157,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
158,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
159,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
160,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
161,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
162,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
163,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
164,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
165,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
166,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
167,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
168,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
169,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
170,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
171,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
172,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
174,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
175,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
176,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
177,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
178,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
179,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
180,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
181,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
182,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
183,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
184,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
185,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
186,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
187,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
188,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
189,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
190,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
191,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
192,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
193,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
194,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
195,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
196,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
197,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
198,NULL,NULL,Water,Water,Water,NULL,NULL,Water
199,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
200,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
202,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
203,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
204,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
205,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
206,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
207,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
208,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
209,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
210,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
211,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
212,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
213,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
214,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
215,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
216,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
217,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
218,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
219,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
220,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
221,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
222,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
223,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
224,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
225,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
226,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
227,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
228,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
229,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
230,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
231,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
232,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
233,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
234,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
235,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
236,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
237,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
238,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
239,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
240,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
241,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
242,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
243,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
244,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
245,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
246,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
247,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
248,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
249,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
250,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
251,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
252,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
253,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
254,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
255,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
256,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
257,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
258,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
259,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
260,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
261,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
262,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
263,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
268,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
269,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
270,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
271,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
272,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
273,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
274,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
275,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
276,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
277,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
278,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
279,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
280,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
281,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
282,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
283,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
284,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
285,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
286,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
287,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
288,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
289,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
290,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
291,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
292,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
293,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
294,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
295,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
296,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
297,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
298,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
299,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
300,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
301,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
302,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
303,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
305,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
306,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
307,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
308,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
309,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
310,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
311,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
312,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
313,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
314,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
315,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
316,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
317,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
318,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
319,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
320,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
321,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
322,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
323,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
324,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
325,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
326,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
327,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
328,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
329,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
330,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
331,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
332,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
333,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
334,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
