Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R
912,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
913,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
914,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
915,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
916,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
917,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
918,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
919,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
920,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
921,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
922,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
923,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
924,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
925,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
926,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
927,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
928,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
929,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
930,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
931,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
932,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
933,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
934,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
935,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
936,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
937,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
938,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
939,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
940,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
941,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
942,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
943,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
944,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
945,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
946,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
947,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
948,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
949,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
950,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
951,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
952,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
953,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
954,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
955,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
956,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
957,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
958,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
959,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
960,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
961,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
962,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
963,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
964,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
965,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
966,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
967,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
968,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
969,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
970,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
971,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
972,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
973,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
974,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
975,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
976,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
977,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
978,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
979,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
980,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
981,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
983,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
984,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
985,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
986,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
987,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
988,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
989,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
991,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
992,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
993,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
994,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
995,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
996,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
997,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
998,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
999,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1000,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1001,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1003,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1004,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1005,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1006,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1007,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1008,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1010,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1011,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1012,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1013,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1014,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1015,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1016,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
1017,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1018,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1019,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1020,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1022,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1023,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1025,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1026,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1027,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1029,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1030,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1031,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1032,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1033,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1034,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1035,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Built-up
1036,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1037,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1038,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1040,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1041,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1043,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1044,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1046,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1047,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1048,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1049,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1050,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1051,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1052,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1055,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1057,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1058,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1059,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1061,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1062,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1063,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1064,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1065,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1066,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1067,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1068,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1069,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1070,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1071,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1072,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1073,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1074,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1075,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1076,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1077,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1078,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1079,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1080,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1081,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1083,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1084,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1087,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1088,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1091,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1092,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1093,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1094,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1095,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1096,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1097,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1098,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1099,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1100,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1101,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1102,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1103,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1104,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1105,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1106,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1107,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1108,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1109,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Built-up
1110,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1111,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1112,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1113,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1114,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1115,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1116,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1117,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1118,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1119,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1120,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1121,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1122,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1123,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1124,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1125,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1126,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1128,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1129,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1131,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1132,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1133,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1134,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1135,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1136,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1138,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1139,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1140,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1141,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1142,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1143,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1144,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1145,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1146,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1148,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1149,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1150,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1151,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1152,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1153,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1154,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1155,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1156,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1157,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1159,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1160,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1161,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1162,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1163,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1165,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1166,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1167,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1170,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1171,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1173,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1174,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1175,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1176,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1178,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1179,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1180,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1181,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1182,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1183,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1184,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1185,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1186,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1187,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1188,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1190,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1191,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1192,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1193,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1194,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1195,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1196,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1197,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1198,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1199,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1200,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1201,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1203,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1204,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1205,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1206,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1207,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1208,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1209,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1210,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1211,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Built-up
1212,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1213,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1214,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1216,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1217,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1218,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1219,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1220,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1221,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1222,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1223,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1224,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1225,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1226,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1227,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1228,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1229,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1230,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1231,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1232,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1234,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1235,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1236,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1237,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1238,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
