Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R
2861,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
2862,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2863,NULL,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
2864,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2865,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
2866,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,NULL
2867,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2868,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
2869,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
2870,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2871,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2872,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2873,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
2874,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2875,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
2876,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2877,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2878,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
2879,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Wetland
2880,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
2881,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Forest
2882,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
2883,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Water
2884,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
2885,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,NULL
2886,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2887,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
2888,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2889,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
2890,NULL,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
2891,NULL,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Cropland
2892,NULL,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Wetland
2893,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
2894,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Water
2895,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
2896,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2897,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
2898,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2899,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2900,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2901,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2902,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2903,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
2904,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2905,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2906,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2907,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2908,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2909,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2910,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2911,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2912,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2913,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2914,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2915,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2916,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2917,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2918,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2919,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2920,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2921,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2922,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2923,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2924,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2925,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2926,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2927,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2928,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2929,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2930,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2931,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2932,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2933,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2934,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2935,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2936,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2937,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2938,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2939,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2940,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2941,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2942,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2943,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2944,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2945,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2946,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2947,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2948,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2949,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2950,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2951,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2952,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2953,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2954,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2955,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2956,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2957,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2958,NULL,Cropland,Water,Water,Water,NULL,Water,Wetland
2959,NULL,Cropland,Water,Water,Water,NULL,Water,Water
2960,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2961,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2962,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2963,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2964,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2965,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2966,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2967,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2968,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2969,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2970,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2971,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2972,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2973,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2974,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2975,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2976,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2977,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2978,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2979,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2980,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2981,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2982,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2983,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2984,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2985,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2986,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2987,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2988,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2989,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2990,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2991,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2992,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2993,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2994,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2995,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2996,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2997,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2998,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2999,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3000,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3001,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3002,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3003,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3004,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3005,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3006,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3007,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3008,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3009,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3010,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3011,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3012,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3013,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3014,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3015,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3016,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3017,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3018,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3019,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3020,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3021,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3022,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
3023,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3024,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3025,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3026,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3027,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3028,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3029,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3030,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3031,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3032,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3033,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3034,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3035,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3036,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3037,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3038,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3039,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3040,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3041,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3042,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3043,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3044,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3045,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3046,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3047,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3048,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3049,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
3050,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3051,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3052,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3053,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3054,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3055,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3056,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3057,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3058,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3059,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
3060,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3061,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
3062,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3063,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3064,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3065,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3066,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3067,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3068,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3069,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3070,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
3071,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3072,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3073,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3074,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3075,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3076,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3077,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3078,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3079,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3080,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3081,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3082,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3083,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3084,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3085,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3086,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
3087,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3088,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
3089,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3090,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
3091,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
3092,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3093,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3094,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3095,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3096,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3097,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3098,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3099,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3100,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3101,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3102,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3103,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3104,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3105,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3106,NULL,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
3107,NULL,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3108,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3109,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3110,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3111,NULL,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
3112,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
3113,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3114,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
3115,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
3116,NULL,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
3117,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3118,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3119,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3120,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3121,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3122,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3123,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3124,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3125,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3126,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3127,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3128,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3129,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3130,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3131,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
3132,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3133,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3134,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3135,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
3136,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
3137,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3138,NULL,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
3139,NULL,Bareland,Wetland,Water,Wetland,NULL,Grassland,Water
3140,NULL,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3141,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3142,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
3143,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
3144,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
3145,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3146,NULL,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
3147,NULL,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
3148,NULL,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
3149,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3150,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
3151,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
3152,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3153,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3154,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3155,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3156,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3157,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3158,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
3159,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
3160,NULL,Bareland,Water,NULL,Water,Water,Grassland,Water
3161,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3162,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3163,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3164,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3165,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3166,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3167,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3168,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3169,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3170,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3171,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3172,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3173,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3174,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3175,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3176,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
3177,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3178,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
3179,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
3180,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
3181,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
3182,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3183,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3184,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3185,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
