Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLU_M_R
719,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
720,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
721,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
722,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
723,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
724,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
725,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
726,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
727,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
728,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
729,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
730,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
731,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
732,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
733,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
734,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
735,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
736,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
737,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
738,Grassland,NULL,Water,Non_Water,Water,Water,Water,Forest
739,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
740,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
741,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
742,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
743,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
744,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
745,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
746,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
747,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
748,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
749,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
750,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
751,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
752,Grassland,NULL,Water,Water,Water,Water,Water,Water
753,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
754,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
755,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
756,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
757,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
758,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
759,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
760,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
761,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
762,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
763,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
764,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
765,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
766,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
767,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
768,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
769,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
770,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
771,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
772,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
773,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
774,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
775,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
776,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
777,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
778,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
779,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
780,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
781,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
782,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
783,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
784,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
785,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
786,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
787,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
788,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
789,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
790,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
791,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
792,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
793,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
794,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
795,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
796,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
797,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
798,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
799,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
800,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
801,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
802,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
803,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
804,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Water
805,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
806,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Water
807,Grassland,Water,Water,Non_Water,Water,Water,Water,Water
808,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
809,Grassland,Water,Water,Water,Water,Water,Wetland,Water
810,Grassland,Water,Water,Water,Water,Water,Water,Grassland
811,Grassland,Water,Water,Water,Water,Water,Water,Water
812,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
813,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
814,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
815,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
816,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
817,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
818,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
819,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
820,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
821,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
822,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
823,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
824,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
825,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
826,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
827,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
828,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
829,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
830,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
831,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
832,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
833,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
834,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
835,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
836,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
837,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
838,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Water
839,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
840,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
841,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
842,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
843,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
844,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
845,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
846,Grassland,Forest,Water,Water,Water,Water,Wetland,Forest
847,Grassland,Forest,Water,Water,Water,Water,Water,Grassland
848,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
849,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
850,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
851,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
852,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
853,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
854,Grassland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
855,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
856,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
857,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
858,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
859,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
860,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
861,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
862,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
863,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
864,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
865,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
866,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
867,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
868,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
869,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
870,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
871,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
872,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
873,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
874,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
875,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
876,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
877,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
878,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
879,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
880,Cropland,NULL,Water,Water,Water,Water,Water,Water
881,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
882,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
883,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
884,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
885,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
886,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
887,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
888,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
889,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Water
890,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
891,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
892,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
893,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
894,Cropland,Water,Water,Water,Water,Water,Water,Grassland
895,Cropland,Water,Water,Water,Water,Water,Water,Wetland
896,Cropland,Water,Water,Water,Water,Water,Water,Water
897,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
898,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
899,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
900,Cropland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
901,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
902,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
903,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
904,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
905,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
906,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Forest
907,Cropland,Forest,Water,Water,Water,Water,Water,Grassland
908,Cropland,Forest,Water,Water,Water,Water,Water,Wetland
909,Cropland,Forest,Water,Water,Water,Water,Water,Water
910,Cropland,Forest,Water,Water,Water,Water,Water,Forest
911,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
912,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
913,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
914,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
915,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
916,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
917,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
918,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
919,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
920,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
921,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
922,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
923,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
924,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
925,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
926,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
927,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
928,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
929,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
930,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
931,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
932,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
933,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
934,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
935,Wetland,NULL,Water,NULL,Water,Water,Wetland,Water
936,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
937,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
938,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
939,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
940,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
941,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
942,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
943,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
944,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
945,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
946,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
947,Wetland,NULL,Water,Water,Water,Water,Water,Water
948,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
949,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
950,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
951,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
952,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
953,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
954,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
955,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
956,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
957,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
958,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
959,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
960,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
961,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
962,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
963,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
964,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
965,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
966,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
967,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
968,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
969,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
970,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
971,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
972,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
973,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
974,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
975,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
976,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
977,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
978,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
979,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
980,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
981,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
982,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
983,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
984,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
985,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
986,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
987,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
988,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
989,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
990,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
991,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
992,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
993,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
994,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
995,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
996,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
997,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
998,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
999,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1000,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1001,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1002,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1003,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1004,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1005,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
1006,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1007,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1008,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1009,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1010,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1011,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1012,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
1013,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1014,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1015,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1016,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1017,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1018,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1019,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1020,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1021,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1022,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1023,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1024,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1025,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1026,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1027,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1028,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1029,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1030,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1031,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1032,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1033,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1034,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1035,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1036,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1037,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1038,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1039,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1040,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1041,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1042,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1043,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1044,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
1045,Wetland,Water,Water,NULL,Water,Water,Water,Water
1046,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1047,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1048,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
1049,Wetland,Water,Water,Water,Water,Wetland,Wetland,Forest
1050,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
1051,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1052,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
1053,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1054,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1055,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1056,Wetland,Water,Water,Water,Water,Water,Water,Water
1057,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1058,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1059,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1060,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1061,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1062,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1063,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1064,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1065,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1066,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1067,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1068,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1069,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1070,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1071,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1072,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1073,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1074,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1075,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
1076,Wetland,Forest,Water,Water,Water,Water,Water,Water
1077,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1078,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1079,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1080,Bareland,NULL,Water,Water,Water,Water,Water,Water
1081,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1082,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1083,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
