Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R
340,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
341,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
342,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
343,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
345,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
346,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
347,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
348,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
349,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
351,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
352,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
353,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
354,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
355,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
357,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
358,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
359,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
360,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
363,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
364,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
365,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
366,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
367,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
369,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
370,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
371,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
372,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
373,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
374,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
375,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
376,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
377,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
378,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
379,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
380,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
381,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
382,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
383,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
384,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
385,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
386,NULL,Water,Water,NULL,Water,NULL,NULL,Water
387,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
388,NULL,Water,Water,Water,Water,NULL,NULL,Water
389,NULL,Water,Water,Water,Water,NULL,NULL,Forest
390,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
392,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
393,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
394,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
396,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
397,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
398,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
399,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
400,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
401,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
402,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
403,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
404,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
407,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
408,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
409,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
410,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
411,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
412,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
413,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
414,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
415,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
417,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
418,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
419,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
420,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
421,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
422,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
424,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
426,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
428,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
429,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
430,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
431,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
432,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
433,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
435,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
436,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
437,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
438,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
439,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
440,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
441,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
442,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
443,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
444,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
446,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
447,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
448,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
449,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
450,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
451,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
453,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
454,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
455,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
456,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
457,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
458,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
459,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
460,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
461,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
462,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
464,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
465,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
466,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
467,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
469,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
470,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
471,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
472,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
474,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
475,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
476,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
477,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
478,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
480,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
481,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
482,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
484,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
485,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
486,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
487,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
488,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
489,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
490,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
491,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
492,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
493,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
494,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
495,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
496,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
497,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
498,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
499,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
500,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
501,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
503,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
505,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
506,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
509,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
510,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
511,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
512,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
513,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
514,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
515,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
516,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
517,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
518,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
519,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
520,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
521,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
522,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
523,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
524,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
525,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
526,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
527,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
528,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
529,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
531,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
532,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
533,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
534,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
535,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
536,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
537,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
538,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
539,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
541,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
542,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
543,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
544,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
545,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
546,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
547,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
548,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
550,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
551,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
552,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
553,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
554,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
555,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
558,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
559,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
560,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
562,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
563,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
564,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
565,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
566,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
567,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
568,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
569,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
570,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
571,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
572,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
573,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
575,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
577,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
578,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
579,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
580,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
581,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
582,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
583,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
584,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
586,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
587,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
588,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
589,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
590,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
591,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
593,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
594,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
595,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
596,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
597,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
599,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
601,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
602,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
604,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
605,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
606,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
607,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
608,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
609,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
610,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
611,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
612,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
613,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
614,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
615,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
616,Grassland,Wetland,Wetland,Water,NULL,NULL,NULL,Wetland
617,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
618,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
619,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
620,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
621,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
622,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
623,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
624,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
625,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
626,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
627,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
628,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
629,Grassland,Wetland,Water,Water,NULL,NULL,NULL,Wetland
630,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
631,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
632,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
633,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
634,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
635,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
636,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
637,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
638,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
639,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
640,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
643,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
644,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
645,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
646,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
648,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
649,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
651,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
652,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
654,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
655,Grassland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
656,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
658,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
659,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
660,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
661,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
662,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
663,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
664,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
665,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
666,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
667,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
668,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
669,Grassland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
670,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
671,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
672,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
673,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
674,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
675,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
677,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
678,Grassland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
679,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
681,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
682,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
