Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LME_M_R
1064,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1065,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1066,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1067,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1068,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1069,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1070,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1071,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1072,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1073,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1074,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1075,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1076,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1077,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1078,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1079,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1080,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1081,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1082,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1083,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1084,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
1085,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
1086,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
1087,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1088,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1089,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1090,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1091,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1092,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1093,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1094,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1095,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1096,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1097,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1098,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1099,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1100,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1101,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1102,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1103,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1104,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1105,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1106,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1107,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1108,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1109,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1110,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1111,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1112,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1113,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1114,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1115,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1116,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1117,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1118,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1119,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1120,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1121,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1122,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1123,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1124,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1125,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1126,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1127,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1128,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1129,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1130,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1131,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1132,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1133,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1135,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1136,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1138,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1139,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1140,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1141,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1142,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1143,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1144,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1145,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1146,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1147,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1148,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1149,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1150,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1151,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1152,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1153,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1154,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1155,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1156,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1157,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1158,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1159,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1160,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1161,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1162,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1163,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1164,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1165,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1166,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1167,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1168,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1169,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1170,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1171,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1172,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1173,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1175,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1176,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1177,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1178,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1179,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1180,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1181,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1182,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1183,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
1184,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1185,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1186,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1187,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1188,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1189,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1190,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1191,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1192,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1193,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1194,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1195,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1196,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1197,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1198,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1199,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1200,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1201,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1202,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1203,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1204,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1205,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1206,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1207,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1208,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1209,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1210,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1211,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1212,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1213,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1214,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1215,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1216,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1217,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1218,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1219,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1220,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1221,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1222,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1223,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1224,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1225,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1226,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1227,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1228,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1229,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1230,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1231,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1232,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1233,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1234,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1235,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1236,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1237,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1238,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1239,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1240,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1241,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1242,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1243,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1244,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1245,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1246,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1247,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1248,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1249,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1250,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1251,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1252,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1253,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1254,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1255,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1256,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1257,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1258,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1259,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1260,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1261,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1262,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1263,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1264,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1265,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1266,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1267,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1268,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1269,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1270,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1271,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1272,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1273,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1274,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1275,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1276,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1277,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1278,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1279,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1280,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1281,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1282,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1283,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1284,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1285,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1286,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1287,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
1288,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1289,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1290,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1291,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1292,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1293,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1294,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1295,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1296,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1297,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1298,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1299,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1300,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1301,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1302,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1303,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1304,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1305,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1306,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1307,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1308,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1309,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1310,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1311,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1312,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1313,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1314,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1315,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1316,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1317,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1318,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1319,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1320,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1321,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1322,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1323,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1324,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1325,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1326,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1327,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1328,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1329,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1330,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1331,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
1332,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1333,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1334,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1335,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1336,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1337,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1338,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1339,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1340,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1341,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1342,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1343,NULL,Cropland,Water,NULL,Water,NULL,Bareland,Bareland
1344,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
1345,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
1346,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1347,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1348,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1349,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1350,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1351,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1352,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1353,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
1354,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1355,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1356,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1357,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1358,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1359,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1360,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1361,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1362,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1363,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1364,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1365,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1366,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1367,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1368,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1369,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1370,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1371,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1372,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1373,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1374,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1375,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1376,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1377,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
