Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTA_M_R
2117,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2118,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
2119,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
2129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
2132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
2136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2137,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2138,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2139,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2140,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2141,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2142,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2143,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2144,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2145,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2146,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2147,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2148,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
2149,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2150,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2151,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2152,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
2153,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2154,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2155,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2156,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2157,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2158,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2159,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2160,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2161,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2162,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2163,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
2164,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2165,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2166,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2167,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2168,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
2169,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2170,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
2171,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
2172,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2173,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2174,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2175,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2176,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2177,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2178,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2179,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2180,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2181,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2182,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2183,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2184,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2185,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2186,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2187,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2188,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2189,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2190,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2191,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2192,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2193,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
2194,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
2195,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
2196,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
2197,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
2198,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
2199,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
2200,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2201,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
2202,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Bareland
2203,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2204,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
2205,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2206,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2207,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
2208,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
2209,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2210,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
2211,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
2212,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2213,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2214,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
2215,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
2216,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2217,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2218,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
2219,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
2220,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Cropland
2221,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
2222,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2223,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2224,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2225,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2226,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
2227,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
2228,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2229,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2230,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2231,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2232,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2233,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2234,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2235,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2236,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2237,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2238,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2239,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2240,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2241,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2242,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2243,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2244,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2245,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2246,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2247,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2248,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2249,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2250,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2251,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2252,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2253,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2254,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2255,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2256,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2257,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2258,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2259,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2260,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2261,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2262,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
2263,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
2264,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
2265,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2266,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2267,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2268,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
2269,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2270,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2271,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2272,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2273,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2274,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
2275,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2276,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2277,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2278,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
2279,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2280,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
2281,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
2282,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2283,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2284,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
2285,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
2286,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2287,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2288,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2289,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2290,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2291,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2292,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2293,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
2294,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2295,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2296,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2297,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2298,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2299,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2300,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2301,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2302,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2303,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2304,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2305,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2306,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2307,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2308,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2309,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
2310,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2311,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2312,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2313,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
2314,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2315,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2316,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2317,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
2318,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2319,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2320,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
2321,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2322,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2323,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2324,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
2325,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2326,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2327,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2328,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2329,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2330,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
2331,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2332,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2333,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2334,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2335,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2336,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2337,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2338,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2339,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2340,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
2341,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
2342,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2343,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2344,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2345,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2346,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2347,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2348,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2349,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2350,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2351,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2352,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2353,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2354,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2355,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
2356,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
2357,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2358,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2359,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2360,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
2361,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2362,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2363,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2364,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2365,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2366,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2367,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2368,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2369,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2370,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2371,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2372,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2373,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2374,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2375,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2376,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2377,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2378,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
2379,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2380,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2381,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2382,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2383,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2384,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2385,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2386,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2387,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2388,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
2389,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2390,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2391,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2392,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2393,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
2394,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
2395,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
2396,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2397,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2398,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
2399,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2400,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2401,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2402,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
2403,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2404,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2405,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
2406,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2407,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2408,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
2409,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2410,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2411,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2412,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2413,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2414,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2415,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2416,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2417,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2418,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2419,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2420,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2421,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2422,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2423,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2424,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2425,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2426,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
2427,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2428,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2429,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2430,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2431,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
