Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUM_M_R
2293,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2294,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2295,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2296,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2297,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2298,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2299,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2300,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2301,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2302,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2303,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2304,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2305,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2306,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2307,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2308,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2309,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2310,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2311,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2312,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2313,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2314,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2315,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2316,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2317,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2318,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2319,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2320,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2321,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2322,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2323,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2324,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2325,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2326,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2327,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2328,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2329,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2330,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2331,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2332,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2333,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2334,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2335,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2336,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2337,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2338,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2339,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2340,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2341,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2342,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2343,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2344,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2345,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2346,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2347,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2348,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
2349,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2350,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2351,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
2352,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2353,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2354,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2355,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2356,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2357,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2358,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2359,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2360,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2361,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2362,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2363,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2364,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2365,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2366,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2367,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2368,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2369,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
2370,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
2371,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2372,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2373,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2374,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2375,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2376,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
2377,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2378,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2379,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2380,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2381,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2382,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2383,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2384,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2385,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2386,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2387,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2388,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2389,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2390,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2391,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2392,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2393,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2394,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2395,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2396,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2397,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2398,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2399,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2400,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2401,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2402,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2403,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2404,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2405,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2406,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2407,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2408,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2409,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2410,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2411,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2412,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2413,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2414,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2415,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2416,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2417,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2418,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2419,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2420,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2421,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2422,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2423,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2424,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2425,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2426,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
2427,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2428,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2429,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2430,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2431,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
2432,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
2433,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2434,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2435,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2436,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2437,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2438,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2439,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2440,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2441,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2442,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2443,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2444,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2445,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2446,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2447,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2448,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2449,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2450,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2451,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2452,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2453,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2454,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
2455,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2456,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
2457,NULL,Water,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
2458,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2459,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2460,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2461,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2462,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2463,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2464,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2465,NULL,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
2466,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
2467,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2468,NULL,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2469,NULL,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
2470,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2471,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2472,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2473,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2474,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
2475,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2476,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2477,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2478,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2479,NULL,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
2480,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
2481,NULL,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
2482,NULL,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
2483,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
2484,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
2485,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
2486,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2487,NULL,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
2488,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2489,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Cropland
2490,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2491,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2492,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2493,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2494,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2495,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2496,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2497,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2498,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2499,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2500,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2501,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2502,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2503,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2504,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2505,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2506,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2507,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2508,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2509,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2510,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2511,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2512,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
2513,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2514,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2515,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2516,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2517,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2518,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2519,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2520,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2521,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
2522,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2523,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
2524,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2525,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2526,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2527,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
2528,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2529,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2530,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
2531,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
2532,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
2533,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
2534,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
2535,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
2536,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2537,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2538,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
2539,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2540,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2541,NULL,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2542,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2543,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2544,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2545,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2546,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2547,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2548,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2549,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2550,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2551,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2552,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2553,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2554,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2555,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2556,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
2557,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2558,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2559,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2560,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2561,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2562,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2563,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2564,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2565,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2566,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2567,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2568,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2569,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2570,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2571,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2572,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
2573,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2574,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2575,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2576,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2577,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2578,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2579,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2580,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2581,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2582,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2583,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2584,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2585,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2586,NULL,Water,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
2587,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2588,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2589,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2590,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2591,NULL,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2592,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
2593,NULL,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
2594,NULL,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2595,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2596,NULL,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2597,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2598,NULL,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
2599,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2600,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2601,NULL,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2602,NULL,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
2603,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2604,NULL,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2605,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
2606,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
2607,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2608,NULL,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
2609,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2610,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
2611,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2612,NULL,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
2613,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2614,NULL,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
2615,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2616,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
2617,NULL,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
2618,NULL,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
2619,NULL,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
2620,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
2621,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
