Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLE_M_R
1830,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
1831,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
1832,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
1833,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,NULL
1834,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
1835,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1836,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1837,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
1838,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1839,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1840,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
1841,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1842,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
1843,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1844,NULL,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
1845,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1846,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
1847,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
1848,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1849,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
1850,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1851,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1852,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1853,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1854,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1855,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1856,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1857,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1858,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
1859,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1860,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1861,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1862,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1863,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1864,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1865,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1866,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1867,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1868,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1869,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1870,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1871,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1872,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1873,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1874,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1875,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1876,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1877,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1878,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1879,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1880,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1881,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1882,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1883,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1884,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1885,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1886,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1887,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1888,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1889,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1890,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1891,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1892,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1893,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1894,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1895,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1896,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1897,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1898,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1899,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1900,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1901,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1902,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1903,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1904,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1905,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1906,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1907,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1908,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1909,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1910,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1911,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1912,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1913,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1914,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1915,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1916,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1917,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1918,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1919,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1920,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1921,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1922,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1923,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1924,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1925,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1926,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1927,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1928,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1929,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1930,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1931,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1932,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1933,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1934,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1935,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1936,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1937,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1938,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1939,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1940,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1941,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1942,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1943,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1944,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1945,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1946,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1947,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1948,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1949,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1950,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1951,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1952,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1953,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1954,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1955,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1956,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1957,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
1958,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1959,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1960,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1961,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1962,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1963,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1964,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1965,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1966,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1967,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
1968,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1969,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1970,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1971,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1972,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1973,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1974,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1975,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1976,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1977,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1978,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1979,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1980,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1981,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1982,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1983,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1984,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1985,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1986,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1987,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1988,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1989,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1990,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1991,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1992,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1993,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1994,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1995,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1996,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1997,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1998,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1999,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2000,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2001,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2002,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2003,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2004,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2005,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2006,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2007,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2008,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2009,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2010,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2011,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2012,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2013,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2014,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2015,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2016,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2017,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2018,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2019,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2020,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2021,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2022,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2023,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2024,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2025,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2026,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2027,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2028,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2029,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2030,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2031,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2032,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2033,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2034,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2035,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2036,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2037,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2038,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
2039,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2040,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2041,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
2042,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2043,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2044,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2045,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2046,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2047,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2048,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2049,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
2050,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2051,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2052,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2053,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2054,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2055,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2056,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2057,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2058,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2059,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2060,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2061,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2062,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2063,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2064,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2065,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2066,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2067,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2068,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2069,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2070,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2071,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2072,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2073,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2074,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2075,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2076,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2077,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2078,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2079,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2080,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2081,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2082,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2083,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2084,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2085,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2086,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2087,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2088,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2089,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
2090,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2091,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2092,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2093,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2094,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2095,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2096,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2097,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2098,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2099,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2100,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2101,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2102,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2103,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2104,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2105,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2106,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2107,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2108,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2109,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2110,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2111,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2112,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2113,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2114,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2115,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2116,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2117,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2118,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2119,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2120,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2121,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2122,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2123,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2124,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2125,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2126,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2127,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2128,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2129,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2130,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2131,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2132,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2133,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2134,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2135,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2136,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2137,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2138,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2139,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2140,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2141,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2142,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2143,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2144,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
