Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMK_M_R
343,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
344,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
345,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
346,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
347,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
348,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
349,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
350,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
351,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
352,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
353,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
354,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
355,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
356,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
357,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
358,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
359,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
361,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
362,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
363,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
365,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
366,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
367,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
368,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
369,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
370,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
371,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
372,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
373,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
374,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
375,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
376,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
377,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
378,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
379,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
380,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
381,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
382,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
383,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
384,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
385,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
386,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
387,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
388,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
389,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
390,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
391,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
393,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
394,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
396,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
397,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
398,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
399,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
400,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
401,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
403,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
405,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
406,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
407,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
409,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
410,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
411,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
412,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
414,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
415,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
417,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
418,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
419,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
421,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
423,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
426,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
427,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
428,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
430,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
431,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
432,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
433,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
434,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
435,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
436,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
437,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
438,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
439,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
440,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
441,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
442,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
443,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
444,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
445,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
446,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
448,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
449,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
450,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
452,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
454,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
456,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
457,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
458,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
459,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
460,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
461,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
462,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
463,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
464,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
465,Grassland,Water,Water,Water,Water,NULL,NULL,Water
466,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
467,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
469,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
470,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
472,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
474,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
475,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
477,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
479,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
480,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
481,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
482,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
484,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
485,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
486,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
487,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
488,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
489,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
490,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
491,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
492,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
493,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
494,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
495,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
496,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
497,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
498,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
499,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
500,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
501,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
503,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
504,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
505,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
507,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
508,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
509,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
510,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
511,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
512,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
513,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
515,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
516,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
517,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
518,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
519,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
520,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
522,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
523,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
524,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
526,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
527,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
529,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
530,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
531,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
532,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
533,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
534,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
535,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
536,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
537,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
538,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
539,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
540,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
541,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
543,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
544,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
545,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
546,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
547,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
548,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
549,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
550,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
551,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
552,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
554,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
557,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
559,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
560,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
561,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
563,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
564,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
566,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
567,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
568,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
569,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
570,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
572,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
573,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
574,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
576,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
577,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
578,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
581,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
582,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
584,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
586,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
587,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
591,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
592,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
594,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
596,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
598,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
599,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
601,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
602,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
603,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
604,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
605,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
606,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
608,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
609,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
610,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
611,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
613,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
615,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
616,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
617,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
619,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
620,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
622,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
623,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
624,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
625,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
627,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
628,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
629,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
630,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
632,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
634,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
635,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
636,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
637,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
638,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
639,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
640,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
641,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
642,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
643,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
644,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
645,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
646,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
647,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
648,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
649,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
651,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
653,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
654,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
655,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
656,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
657,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
658,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
659,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
660,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
661,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
662,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
663,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
664,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
665,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
666,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
667,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
668,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
669,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
670,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
671,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
672,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
673,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
674,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
676,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
677,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
678,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
680,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
681,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
682,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
683,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
685,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
686,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
688,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
