Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R
916,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
917,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
919,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
920,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
921,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
922,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
923,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
924,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
925,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
926,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
927,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
928,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
929,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
930,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
931,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
932,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
933,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
934,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
935,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
936,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
937,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
938,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
940,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
941,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
942,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
944,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
945,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
946,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
947,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
948,Cropland,Bareland,Water,NULL,Water,NULL,NULL,NULL
949,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
950,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
951,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
952,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
953,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
954,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
955,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
956,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
957,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
958,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
959,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
960,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
961,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
962,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
964,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
965,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
966,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
967,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
968,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
969,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
970,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
971,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
972,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
973,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
974,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
975,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
976,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
977,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
978,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
979,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
980,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
982,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
983,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
984,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
985,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
986,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
987,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
989,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
990,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
991,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
992,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
993,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
994,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
995,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
996,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
997,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
998,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
999,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1000,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1001,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1002,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1003,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1005,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1008,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1012,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1015,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1016,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1017,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1018,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1019,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1020,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1021,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1022,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1023,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1024,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1025,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1026,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1027,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1028,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1029,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Cropland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1031,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1032,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1034,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1036,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1037,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1039,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1040,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1041,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1042,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1043,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1044,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1045,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1046,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1047,Cropland,Water,Water,NULL,Water,NULL,NULL,NULL
1048,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1049,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
1050,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1051,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1052,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1053,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1054,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1055,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1056,Cropland,Water,Water,Water,Water,NULL,NULL,Cropland
1057,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1058,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1059,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1060,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1061,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1062,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1063,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1064,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1066,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1068,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1069,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1070,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1071,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1072,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1073,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1074,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1075,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1077,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1078,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1079,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1080,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1081,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1082,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1083,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1085,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1086,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1087,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1088,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1089,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1090,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1091,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1093,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1095,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1096,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1097,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1099,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1100,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1101,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1102,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1103,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1104,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1105,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1106,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1107,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1108,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1109,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1110,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1111,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1112,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1113,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1114,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1115,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1116,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1117,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1118,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1119,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1121,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1122,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1123,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1124,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1125,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1126,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1127,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1128,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1129,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1132,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1133,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1134,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1136,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1137,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1138,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1139,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1140,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1141,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1142,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1143,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1144,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1145,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1146,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1147,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1148,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
1149,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1150,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1152,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1153,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1154,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1155,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1156,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1157,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1158,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1159,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1160,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1161,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1162,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1163,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1165,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1166,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1167,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1168,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1169,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1170,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1171,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1172,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1173,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1174,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1176,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1177,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1178,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1179,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1181,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1182,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1183,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1184,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1185,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1186,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1187,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1188,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1189,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1190,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1191,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1192,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1193,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1194,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1196,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1197,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1198,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1199,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1200,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1201,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1202,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1203,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1204,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1205,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1206,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1207,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1208,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1209,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1210,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1211,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1212,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1213,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1214,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1215,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1216,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1217,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1218,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1219,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1220,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1221,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1222,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1223,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1224,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1225,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1226,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1227,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1229,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1230,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1231,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1232,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1233,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1234,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1235,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1236,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1237,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1238,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1239,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1240,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1241,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1242,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1243,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1244,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1245,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1246,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1247,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1248,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1249,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1250,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1251,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1252,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1253,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
