Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQD_M_R
1942,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
1943,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1944,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1945,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1946,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1947,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1948,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1949,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1950,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1951,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1952,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1953,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1954,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1955,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1956,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1957,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1958,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1959,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1960,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1961,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1962,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1963,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
1964,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1965,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1966,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1967,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1968,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1969,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1970,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1971,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1972,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1973,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1974,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1975,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
1976,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1977,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1978,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1979,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1980,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1981,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1982,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1983,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1984,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1985,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1986,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1987,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1988,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1989,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1990,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1991,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1992,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1993,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1994,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1995,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1996,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1997,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1998,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1999,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2000,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2001,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2002,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2003,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2004,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2005,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2006,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2007,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2008,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2009,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2010,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2011,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2012,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2013,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2014,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2015,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2016,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
2017,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2018,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2019,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2020,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2021,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2022,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2023,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2024,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2025,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2026,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2027,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2028,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2029,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2030,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2031,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2032,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2033,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2034,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2035,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2036,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2037,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2038,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2039,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2040,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2041,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2042,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2043,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2044,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2045,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2046,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2047,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2048,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2049,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
2050,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2051,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2052,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2053,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2054,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2055,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2056,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2057,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2058,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2059,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2060,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2061,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2062,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2063,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2064,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2065,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2066,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2067,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2068,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2069,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2070,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2071,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2072,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2073,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2074,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2075,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2076,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2077,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2078,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2079,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2080,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2081,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2082,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2083,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2084,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2085,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2086,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2087,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2088,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2089,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2090,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2091,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2092,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2093,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2094,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2095,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
2096,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2097,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2098,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2099,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2100,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2101,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2102,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,NULL
2103,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2104,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
2105,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2106,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2107,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2108,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2109,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2110,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
2111,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2112,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2113,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2114,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2115,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2116,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2117,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
2118,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2119,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2120,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2121,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
2122,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2123,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2124,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2125,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2126,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2127,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2128,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2129,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
2130,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2131,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
2132,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2133,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2134,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
2135,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2136,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2137,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2138,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2139,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2140,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2141,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2142,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2143,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2144,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2145,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
2146,NULL,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2147,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2148,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2149,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
2150,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
2151,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2152,NULL,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,NULL
2153,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2154,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
2155,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
2156,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2157,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2158,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2159,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
2160,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
2161,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2162,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2163,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
2164,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2165,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2166,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
2167,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2168,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
2169,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2170,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2171,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2172,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2173,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2174,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2175,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2176,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2177,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2178,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2179,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2180,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2181,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2182,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2183,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2184,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2185,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2186,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2187,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2188,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2189,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2190,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2191,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2192,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2193,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2194,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2195,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2196,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2197,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2198,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2199,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2200,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2201,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2202,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2203,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2204,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2205,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2206,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2207,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2208,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2209,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2210,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2211,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2212,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2213,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2214,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2215,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2216,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2217,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2218,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2219,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2220,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2221,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2222,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2223,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2224,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2225,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2226,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2227,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2228,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2229,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2230,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2231,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2232,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2233,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2234,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
2235,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2236,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2237,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2238,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2239,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2240,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2241,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2242,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2243,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2244,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2245,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2246,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2247,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2248,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2249,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2250,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2251,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2252,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2253,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
2254,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2255,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
