Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFK_M_R
5833,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5834,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5835,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5836,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5837,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5838,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5839,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5840,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5841,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5842,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5843,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5844,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
5845,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5846,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5847,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5848,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5849,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5850,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5851,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5852,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5853,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5854,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5855,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5856,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5857,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5858,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5859,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5860,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5861,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5862,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5863,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5864,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5865,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5866,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5867,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5868,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
5869,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
5870,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5871,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5872,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5873,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5874,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5875,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5876,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5877,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5878,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5879,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5880,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5881,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5882,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5883,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5884,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5885,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5886,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5887,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
5888,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5889,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5890,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5891,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5892,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5893,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5894,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5895,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5896,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5897,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5898,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5899,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5900,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5901,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
5902,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
5903,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5904,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
5905,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
5906,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5907,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5908,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
5909,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5910,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
5911,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5912,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5913,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5914,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5915,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5916,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5917,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5918,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5919,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5920,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5921,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5922,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5923,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Forest
5924,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5925,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5926,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5927,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
5928,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
5929,Grassland,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
5930,Grassland,Cropland,Water,NULL,Water,Shrubland,NULL,Wetland
5931,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
5932,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
5933,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5934,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
5935,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
5936,Grassland,Cropland,Water,NULL,Water,Grassland,Water,Grassland
5937,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
5938,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
5939,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
5940,Grassland,Cropland,Water,NULL,Water,Water,NULL,Water
5941,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
5942,Grassland,Cropland,Water,Water,Water,NULL,Grassland,Grassland
5943,Grassland,Cropland,Water,Water,Water,NULL,Grassland,Water
5944,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
5945,Grassland,Cropland,Water,Water,Water,Bareland,Water,Water
5946,Grassland,Cropland,Water,Water,Water,Water,NULL,Water
5947,Grassland,Cropland,Water,Water,Water,Water,Grassland,Water
5948,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5949,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5950,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5951,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5952,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5953,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5954,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5955,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
5956,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5957,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5958,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5959,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5960,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5961,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5962,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5963,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
5964,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5965,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5966,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5967,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5968,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5969,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5970,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5971,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5972,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5973,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5974,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5975,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5976,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5977,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5978,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5979,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5980,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5981,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5982,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
5983,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5984,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5985,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5986,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5987,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5988,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5989,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5990,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5991,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5992,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5993,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5994,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5995,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5996,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5997,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5998,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5999,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6000,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6001,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6002,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6003,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6004,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6005,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6006,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6007,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6008,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6009,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6010,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6011,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6012,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6013,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6014,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6015,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6016,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
6017,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6018,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6019,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6020,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6021,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6022,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6023,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6024,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
6025,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6026,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6027,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6028,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6029,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6030,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6031,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6032,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6033,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6034,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6035,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6036,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
6037,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
6038,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
6039,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6040,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6041,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6042,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6043,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6044,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6045,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6046,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6047,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6048,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6049,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6050,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6051,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6052,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6053,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6054,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6055,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6056,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6057,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6058,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
6059,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6060,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6061,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6062,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6063,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6064,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6065,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6066,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6067,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6068,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6069,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
6070,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6071,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6072,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6073,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6074,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6075,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6076,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6077,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6078,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6079,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6080,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6081,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6082,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6083,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6084,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6085,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6086,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6087,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6088,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6089,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6090,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6091,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6092,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6093,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6094,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
6095,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6096,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6097,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
6098,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6099,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6100,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6101,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6102,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6103,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6104,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6105,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6106,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6107,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6108,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6109,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6110,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6111,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6112,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6113,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6114,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6115,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6116,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6117,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6118,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6119,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
6120,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6121,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6122,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6123,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
6124,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6125,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6126,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6127,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6128,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6129,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6130,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6131,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6132,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6133,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6134,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
6135,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
6136,Grassland,Water,Water,NULL,Water,Shrubland,Water,Wetland
6137,Grassland,Water,Water,NULL,Water,Shrubland,Water,Water
6138,Grassland,Water,Water,NULL,Water,Grassland,NULL,Grassland
6139,Grassland,Water,Water,NULL,Water,Grassland,NULL,Water
6140,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
6141,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
6142,Grassland,Water,Water,Water,Water,NULL,Shrubland,Forest
6143,Grassland,Water,Water,Water,Water,Grassland,Grassland,Grassland
6144,Grassland,Water,Water,Water,Water,Grassland,Grassland,Water
6145,Grassland,Water,Water,Water,Water,Water,Water,Wetland
6146,Grassland,Water,Water,Water,Water,Water,Water,Water
6147,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6148,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6149,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6150,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6151,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6152,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
