Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHS_M_R
3540,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3541,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3542,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3543,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3544,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3545,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3546,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3547,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3548,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3549,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3550,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3551,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3552,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3553,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3554,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3555,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3556,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3557,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3558,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3559,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3560,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3561,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
3562,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3563,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3564,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3565,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3566,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3567,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3568,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3569,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3570,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3571,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3572,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3573,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3574,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3575,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3576,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3577,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3578,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3579,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3580,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3581,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3582,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3583,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3584,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3585,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3586,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3587,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3588,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3589,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3590,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3591,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
3592,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3593,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3594,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3595,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3596,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3597,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3598,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3599,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3600,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3601,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3602,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3603,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3604,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3605,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3606,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3607,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3608,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3609,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3610,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3611,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3612,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3613,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3614,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3615,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3616,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3617,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3618,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3619,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3620,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3621,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3622,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3623,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3624,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3625,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3626,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3627,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3628,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3629,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3630,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3631,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3632,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3633,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3634,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3635,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3636,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3637,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3638,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3639,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3640,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3641,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
3642,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3643,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3644,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3645,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
3646,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3647,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3648,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3649,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3650,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3651,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3652,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3653,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3654,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3655,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3656,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3657,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3658,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3659,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3660,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3661,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3662,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3663,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3664,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3665,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3666,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3667,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3668,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3669,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3670,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3671,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3672,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3673,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3674,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3675,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3676,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
3677,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3678,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3679,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
3680,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3681,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
3682,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3683,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3684,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3685,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3686,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3687,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3688,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3689,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3690,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3691,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3692,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3693,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3694,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3695,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3696,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3697,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3698,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
3699,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3700,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
3701,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3702,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3703,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
3704,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3705,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3706,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3707,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3708,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
3709,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3710,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3711,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3712,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3713,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3714,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3715,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3716,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3717,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3718,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3719,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
3720,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3721,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3722,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3723,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3724,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3725,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3726,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3727,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3728,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3729,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3730,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3731,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3732,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3733,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3734,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3735,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3736,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3737,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3738,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3739,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3740,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3741,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3742,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3743,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3744,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3745,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3746,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3747,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3748,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3749,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3750,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3751,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3752,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3753,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3754,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3755,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3756,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3757,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3758,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3759,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3760,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3761,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3762,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3763,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3764,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3765,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3766,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3767,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3768,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3769,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3770,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3771,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3772,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3773,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3774,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3775,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3776,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3777,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3778,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3779,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3780,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3781,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3782,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3783,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3784,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3785,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3786,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3811,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3812,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3813,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3814,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3815,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3816,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3817,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3818,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3819,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3820,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3821,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3822,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3823,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3824,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3825,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3826,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3827,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3828,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3829,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3830,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3831,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3832,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3833,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3834,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3835,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3836,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3837,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3838,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3839,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3840,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3841,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3842,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3843,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3844,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3845,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3846,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3847,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3848,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3849,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3850,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3851,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3852,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3853,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3854,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3855,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
