Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXV_M_R
68,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
69,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
70,NULL,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
71,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
72,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
73,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
74,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
75,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
76,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
77,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
78,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
79,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
80,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
81,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
82,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
83,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
84,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
85,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
86,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
87,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
88,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
89,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
90,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
91,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
92,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
93,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
94,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
95,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
96,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
97,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
98,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
99,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
100,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
101,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
102,NULL,Water,Wetland,NULL,Wetland,Water,Water,NULL
103,NULL,Water,Wetland,NULL,Wetland,Water,Forest,NULL
104,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
105,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
106,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
107,NULL,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
108,NULL,Water,Water,NULL,Water,Grassland,Wetland,NULL
109,NULL,Water,Water,NULL,Water,Grassland,Water,NULL
110,NULL,Water,Water,NULL,Water,Wetland,Wetland,NULL
111,NULL,Water,Water,NULL,Water,Water,Water,NULL
112,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
113,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
114,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
115,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
116,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
117,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
118,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
119,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
120,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
121,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
122,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
123,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
124,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
125,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
126,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
127,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
128,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
129,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
130,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
131,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
132,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
133,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
134,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
135,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
136,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
137,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
138,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
139,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
140,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
141,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
142,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
143,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
151,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
152,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
153,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
154,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
155,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
156,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
157,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
158,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
159,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
160,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
161,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
162,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
163,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
164,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
165,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
166,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
167,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
168,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
169,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
170,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
171,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
172,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
173,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
174,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
175,Grassland,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
176,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
177,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
178,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
179,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
180,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
181,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
182,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
183,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
184,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
185,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
186,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
187,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
188,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
189,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
190,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
191,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
192,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
193,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
194,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
195,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
196,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
197,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
198,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
199,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
200,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
201,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
202,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
203,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
204,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
205,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
206,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
207,Wetland,NULL,Water,NULL,Water,Water,Wetland,NULL
208,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
209,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
210,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
211,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
212,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
213,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
214,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
215,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
216,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
217,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
218,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
219,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
220,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
221,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
222,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
223,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
224,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,NULL
225,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
226,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
227,Wetland,Wetland,Water,NULL,Water,Water,Wetland,NULL
228,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
229,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
230,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
231,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
232,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
233,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
234,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
235,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
236,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
237,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
238,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
239,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
240,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
241,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
242,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
243,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
244,Wetland,Water,Water,NULL,Water,Wetland,Wetland,NULL
245,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
246,Wetland,Water,Water,NULL,Water,Water,Wetland,NULL
247,Wetland,Water,Water,NULL,Water,Water,Water,NULL
248,Wetland,Water,Water,NULL,Water,Forest,Water,NULL
249,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
250,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
251,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
252,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
253,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
254,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
255,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
256,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
257,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
258,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
259,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
260,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
261,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
262,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
263,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
264,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
265,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
266,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
267,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
268,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
269,Water,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
270,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
271,Water,NULL,Water,NULL,Water,Grassland,Water,NULL
272,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
273,Water,NULL,Water,NULL,Water,Water,Water,NULL
274,Water,NULL,Water,NULL,Water,Forest,Water,NULL
275,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
276,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
277,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
278,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
279,Water,Wetland,Water,NULL,Water,Water,Water,NULL
280,Water,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
281,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,NULL
282,Water,Bareland,Wetland,NULL,Wetland,Grassland,Forest,NULL
283,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
284,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
285,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
286,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
287,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
288,Water,Bareland,Water,NULL,Water,Grassland,Wetland,NULL
289,Water,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
290,Water,Bareland,Water,NULL,Water,Water,Wetland,NULL
291,Water,Bareland,Water,NULL,Water,Water,Water,NULL
292,Water,Bareland,Water,NULL,Water,Forest,Water,NULL
293,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
294,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
295,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
296,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
297,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
298,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
299,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
300,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
301,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
302,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
303,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
304,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
305,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
306,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
307,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
308,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
309,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
310,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
311,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
312,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
313,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
314,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
315,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
316,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
317,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
318,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
319,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
320,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
321,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
322,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
323,Water,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
324,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
325,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
326,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
327,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
328,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
329,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
330,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
331,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
332,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
333,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
334,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
335,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
336,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
337,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
338,Water,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
339,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
340,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
341,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
342,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
343,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
344,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
345,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
346,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
347,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
348,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
349,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
