Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQE_M_R
1229,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1230,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1231,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1232,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1233,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1234,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
1235,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1236,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1237,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1238,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1239,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
1240,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
1241,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
1242,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1243,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
1244,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1245,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
1246,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1247,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1248,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
1249,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1250,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
1251,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
1252,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1253,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1254,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1255,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
1256,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1257,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1258,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1259,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1260,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1261,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1262,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1263,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
1264,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1265,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1266,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1267,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1268,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1269,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
1270,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1271,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
1272,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1273,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
1274,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
1275,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1276,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1277,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1278,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
1279,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1280,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1281,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
1282,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
1283,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1284,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
1285,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
1286,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1287,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1288,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1289,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1290,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
1291,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
1292,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
1293,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1294,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
1295,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
1296,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
1297,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1298,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
1299,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1300,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Wetland
1301,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
1302,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1303,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
1304,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
1305,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
1306,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
1307,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
1308,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
1309,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
1310,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
1311,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1312,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
1313,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
1314,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
1315,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1316,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
1317,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Bareland
1318,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
1319,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
1320,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
1321,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
1322,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
1323,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1324,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
1325,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
1326,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
1327,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
1328,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1329,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
1330,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
1331,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
1332,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
1333,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
1334,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1335,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1336,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1337,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1338,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1339,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1340,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1341,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Cropland
1342,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Wetland
1343,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
1344,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
1345,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1346,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
1347,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
1348,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
1349,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
1350,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1351,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,NULL
1352,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1353,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
1354,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
1355,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1356,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1357,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
1358,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1359,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
1360,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1361,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1362,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1363,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
1364,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
1365,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1366,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1367,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Grassland,Bareland
1368,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1369,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
1370,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,NULL
1371,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1372,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
1373,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
1374,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1375,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
1376,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1377,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1378,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1379,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
1380,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1381,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1382,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1383,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1384,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
1385,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1386,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1387,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1388,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
1389,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
1390,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
1391,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1392,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1393,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1394,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1395,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1396,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1397,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
1398,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
1399,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1400,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1401,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1402,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
1403,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1404,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1405,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1407,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1408,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1409,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1410,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1411,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
1412,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1413,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1414,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1415,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1416,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1417,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1418,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1419,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1420,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
1421,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
1422,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
1423,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1424,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
1425,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1426,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
1427,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
1428,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1429,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
1430,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1431,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1432,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
1433,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1434,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1435,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1436,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1437,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1438,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1439,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
1440,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1441,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
1442,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1443,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
1444,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1445,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
1446,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1447,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1448,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
1449,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
1450,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1451,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1452,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1453,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1454,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1455,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
1456,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1457,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
1458,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1459,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
1460,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1461,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
1462,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1463,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
1464,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1465,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
1466,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1467,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
1468,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1469,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
1470,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1471,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1472,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1473,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1474,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
1475,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1476,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1477,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
1478,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
1479,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
1480,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
1481,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
1482,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
1483,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1484,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1485,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1486,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1487,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
1488,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
1489,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
1490,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1491,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1492,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
1493,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1494,NULL,NULL,Wetland,Water,Wetland,NULL,Built-up,NULL
1495,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1496,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1497,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1498,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
1499,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1500,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1501,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1502,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1503,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1504,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1505,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1506,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1507,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1508,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1509,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1510,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1511,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1512,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
1513,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
1514,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1515,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
1516,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1517,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1518,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
1519,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1520,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1521,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
1522,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1523,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1524,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
1525,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1526,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
1527,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
1528,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1529,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
1530,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1531,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1532,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1533,NULL,NULL,Wetland,Water,Wetland,Water,Water,Cropland
1534,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1535,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1536,NULL,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
1537,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1538,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
1539,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1540,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1541,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
1542,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1543,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
1544,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1545,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
1546,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1547,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1548,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
1549,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
1550,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Cropland
1551,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
1552,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1553,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
1554,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
1555,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
1556,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Cropland
1557,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
1558,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1559,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1560,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1561,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
