Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBC_M_R
739,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
740,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
741,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
742,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
743,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
744,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
745,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
746,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
747,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
748,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
749,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
750,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
751,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
752,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
753,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
754,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
755,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
756,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
757,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
758,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
759,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
760,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
761,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
762,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
763,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
764,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
765,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
766,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
767,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
768,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
769,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
770,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
771,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
772,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
773,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
774,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
775,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
776,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
777,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
778,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
779,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
780,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
781,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
782,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
783,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
784,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,NULL
785,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
786,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
787,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
788,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
789,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
790,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
791,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
792,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
793,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
794,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
795,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
796,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
797,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
798,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
799,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
800,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
801,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
802,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
803,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
804,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
805,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
806,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
807,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
808,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
809,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
810,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
811,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
812,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
813,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
814,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
815,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
816,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
817,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
818,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
819,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Water
820,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
821,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
822,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
823,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
824,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
825,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
826,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
827,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
828,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
829,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
830,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
831,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
832,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
833,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
834,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
835,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
836,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
837,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
838,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
839,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
840,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
841,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Bareland
842,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
843,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,NULL
844,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
845,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
846,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
847,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
848,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
849,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
850,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
851,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
852,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
853,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
854,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
855,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
856,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
857,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
858,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
859,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
860,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
861,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
862,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
863,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
864,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
865,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
866,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
867,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
868,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
869,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
870,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
871,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
872,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
873,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
874,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
875,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
876,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
877,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
878,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
879,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
880,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
881,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
882,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
883,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
884,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
885,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
886,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
887,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
888,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
889,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
890,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
891,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
892,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
893,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
894,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
895,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
896,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
897,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
898,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
899,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
900,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
901,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
902,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
903,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
904,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
905,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
906,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
907,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
908,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
909,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
910,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
911,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Cropland
912,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
913,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
914,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
915,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
916,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
917,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
918,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
919,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
920,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
921,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
922,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
923,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
924,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
925,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
926,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
927,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
928,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
929,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
930,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
931,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
932,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
933,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
934,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
935,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
936,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
937,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
938,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
939,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
940,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
941,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
942,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
943,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
944,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
945,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
946,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
947,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
948,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
949,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
950,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
951,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
952,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
953,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
954,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
955,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
956,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
957,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
958,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
959,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
960,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
961,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
962,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
963,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
964,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
965,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
966,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
967,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Bareland
968,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
969,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
970,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
971,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
972,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
973,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
974,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
975,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
976,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,NULL
977,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
978,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
979,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
980,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
981,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
982,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
983,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
984,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
985,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,NULL
986,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
987,NULL,NULL,Water,NULL,Water,NULL,Bareland,NULL
988,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
989,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
990,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
991,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
992,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
993,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Bareland
994,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
995,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
996,NULL,NULL,Water,NULL,Water,Wetland,NULL,NULL
997,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
998,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Water
999,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1000,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Water
1001,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1002,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1003,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1004,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
1005,NULL,NULL,Water,NULL,Water,Wetland,Bareland,NULL
1006,NULL,NULL,Water,NULL,Water,Wetland,Bareland,Bareland
1007,NULL,NULL,Water,NULL,Water,Wetland,Water,NULL
1008,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
1009,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
1010,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
1011,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
1012,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
1013,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1014,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
1015,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
1016,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Water
1017,NULL,NULL,Water,NULL,Water,Bareland,Bareland,NULL
1018,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1019,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1020,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
1021,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1022,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
1023,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
1024,NULL,NULL,Water,NULL,Water,Water,Water,Water
1025,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
1026,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
1027,NULL,NULL,Water,Non_Water,Water,NULL,Bareland,NULL
1028,NULL,NULL,Water,Non_Water,Water,NULL,Bareland,Bareland
1029,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1030,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,NULL
1031,NULL,NULL,Water,Non_Water,Water,Grassland,Water,NULL
1032,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
1033,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Water
1034,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,NULL
1035,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,NULL
1036,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1037,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1038,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1039,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
1040,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
1041,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1042,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
1043,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
1044,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
1045,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1046,NULL,NULL,Water,Water,Water,NULL,Water,Water
1047,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1048,NULL,NULL,Water,Water,Water,Grassland,Water,Water
1049,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
1050,NULL,NULL,Water,Water,Water,Wetland,Wetland,NULL
1051,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
1052,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
1053,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1054,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
1055,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
1056,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
1057,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1058,NULL,NULL,Water,Water,Water,Water,NULL,Water
1059,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
1060,NULL,NULL,Water,Water,Water,Water,Water,Water
1061,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1062,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1063,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1064,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1065,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1066,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1067,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1068,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1069,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1070,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1071,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1072,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1073,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1074,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1075,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1076,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1077,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1078,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1079,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1080,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1081,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1082,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1083,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
1084,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1085,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1086,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
