Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R
2349,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2350,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2351,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2352,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2353,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2354,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2355,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2356,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2357,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2358,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2359,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2360,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2361,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2362,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2363,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2364,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2365,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2366,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2367,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2368,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2369,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2370,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2371,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2372,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2373,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2374,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2375,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2376,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2377,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2378,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2379,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2380,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2381,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2382,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2383,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2384,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2385,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2386,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2387,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2388,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2389,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2390,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2391,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2392,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2393,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2394,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2395,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2396,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2397,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2398,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2399,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2400,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
2401,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2402,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2403,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
2404,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2405,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2406,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
2407,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2408,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
2409,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
2410,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
2411,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2412,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2419,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2457,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2458,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2459,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2460,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2461,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2462,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2463,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2464,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2465,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2466,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2467,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2468,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2469,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2470,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2471,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2472,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2473,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2474,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2475,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2476,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2477,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
2478,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2479,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2480,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2481,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2482,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
2483,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2484,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2485,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
2486,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2487,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2488,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2489,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2490,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2491,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2492,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2493,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2494,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2495,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2496,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2497,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2498,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2499,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2500,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2501,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2502,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2503,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2504,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2505,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2506,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2507,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2508,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2509,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2510,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2511,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2512,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2513,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2514,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2515,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2516,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2517,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2518,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2519,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2520,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2521,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2522,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2523,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2524,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2525,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2526,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2527,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2528,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2529,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2530,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2531,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2532,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2533,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2534,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2535,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2536,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2537,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2538,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2539,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2540,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2541,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2542,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2543,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2544,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2545,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2546,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2547,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2548,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2549,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2550,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2551,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2552,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
2553,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
2554,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2555,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2556,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2557,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2558,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2559,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2560,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2561,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2562,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2563,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2564,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2565,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2566,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2567,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2568,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2569,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2570,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2571,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2572,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2573,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2574,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2575,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2576,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
2577,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2578,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2579,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2580,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2581,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2582,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2583,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2584,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2585,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2586,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2587,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2588,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2589,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2590,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2591,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
2592,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2593,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2594,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2595,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2596,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2597,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2598,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2599,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2600,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2601,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2602,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Water,Grassland
2603,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2604,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2605,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2606,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2607,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2608,Grassland,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
2609,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2610,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2611,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
2612,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2613,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2614,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2615,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2616,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2617,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2618,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2619,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
2620,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2621,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2622,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2623,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2624,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2625,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2626,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2627,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2628,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2629,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2630,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2631,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2632,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2633,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2634,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2635,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2636,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
2637,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2638,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2639,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
2640,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2641,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2642,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2643,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2644,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2645,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2646,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2647,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2648,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2649,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2650,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2651,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2652,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2653,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2654,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2655,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2656,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2657,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2658,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
2659,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2660,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2661,Grassland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2662,Grassland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Wetland
2663,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2664,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2665,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
2666,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2667,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2668,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
2669,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2670,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2671,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
