Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTS_M_R
4024,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4025,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4026,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4027,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4028,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4029,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4030,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4031,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4032,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4033,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4034,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4035,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4036,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4037,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4038,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4039,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4040,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4041,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4042,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4043,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4044,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4045,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4046,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4047,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4048,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4049,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4050,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4051,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4052,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4053,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4054,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4055,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4056,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4057,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4058,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4059,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4060,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4061,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4062,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4063,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4064,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4065,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4066,NULL,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
4067,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4068,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4069,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4070,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4071,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4072,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4073,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4074,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4075,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4076,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4077,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4078,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4079,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4080,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4081,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4082,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4083,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4084,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4085,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4086,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4087,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4088,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4089,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4090,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4091,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4092,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4093,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4094,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4095,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4096,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4097,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4098,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4099,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4100,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4101,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4102,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4103,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4104,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4105,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4106,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4107,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4108,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4109,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4110,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4111,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4112,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4113,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4114,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4115,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4116,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4117,NULL,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
4118,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4119,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
4120,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4121,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
4122,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
4123,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4124,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4125,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4126,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
4127,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
4128,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4129,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4130,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4131,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4132,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4133,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4134,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4135,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4136,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4137,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4138,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4139,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4140,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4141,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4142,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4143,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4144,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4145,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4146,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4147,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4148,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
4149,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4150,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4151,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4152,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4153,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4154,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4155,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4156,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4157,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4158,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4159,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4160,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4161,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4162,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4163,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4164,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4165,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4166,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4167,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4168,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4169,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4170,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4171,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4172,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
4173,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4174,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4175,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4176,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4177,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4178,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4179,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4180,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4181,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4182,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4183,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
4184,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4185,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4186,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4187,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4188,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4189,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4190,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4191,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4192,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4193,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
4194,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4195,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4196,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4197,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4198,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
4199,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4200,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4201,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4202,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4203,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4204,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4205,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4206,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4207,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4208,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4209,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4210,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
4211,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4212,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4213,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4214,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4215,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4216,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4217,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4218,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4219,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4220,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
4221,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
4222,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4223,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4224,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4225,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4226,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4227,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
4228,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
4229,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4230,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4231,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4232,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4233,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4234,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4235,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4236,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
4237,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4238,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4239,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4240,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
4241,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4242,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4243,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4244,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
4245,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
4246,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4247,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4248,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4249,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4250,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
4251,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
4252,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4253,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
4254,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4255,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
4256,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
4257,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
4258,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
4259,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
4260,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
4261,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
4262,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4263,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
4264,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
4265,Grassland,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
4266,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
4267,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
4268,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4269,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4270,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4271,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4272,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4273,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4274,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4275,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4276,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
4277,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4278,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4279,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4280,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4281,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4282,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4283,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4284,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4285,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4286,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
4287,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4289,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4290,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4291,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4292,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4293,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4294,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4295,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4296,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4297,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4298,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
4299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4302,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4303,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4304,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4305,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4306,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4307,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4308,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4309,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4310,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4311,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4312,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4313,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4314,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4315,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4316,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4317,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4318,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4319,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4320,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4321,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4322,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4323,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4324,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4325,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4326,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4327,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4328,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4329,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4330,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4331,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4332,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4333,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
4334,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
4335,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
4336,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
4337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4338,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4339,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
4340,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
