Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTV_M_R
111,NULL,Water,Water,NULL,Water,Water,Wetland,NULL
112,NULL,Water,Water,NULL,Water,Water,Water,NULL
113,NULL,Water,Water,NULL,Water,Water,Forest,NULL
114,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
115,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
116,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
117,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
118,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
119,NULL,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
120,NULL,Forest,Water,NULL,Water,Water,Wetland,NULL
121,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
122,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
123,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
124,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
125,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
126,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
127,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
128,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
135,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
136,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
137,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
138,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
139,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
140,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
141,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
142,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
143,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
144,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
145,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
146,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
147,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
148,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
149,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
150,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
151,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
152,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
153,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
154,Grassland,NULL,Water,NULL,Water,Wetland,Water,NULL
155,Grassland,NULL,Water,NULL,Water,Wetland,Forest,NULL
156,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,NULL
157,Grassland,NULL,Water,NULL,Water,Bareland,Water,NULL
158,Grassland,NULL,Water,NULL,Water,Water,Wetland,NULL
159,Grassland,NULL,Water,NULL,Water,Water,Water,NULL
160,Grassland,NULL,Water,NULL,Water,Water,Forest,NULL
161,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
162,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
163,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
164,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
165,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
166,Grassland,Forest,Water,NULL,Water,Bareland,Wetland,NULL
167,Grassland,Forest,Water,NULL,Water,Water,Wetland,NULL
168,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
169,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
170,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
171,Cropland,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
172,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
173,Cropland,NULL,Water,NULL,Water,Wetland,Forest,NULL
174,Cropland,NULL,Water,NULL,Water,Water,Wetland,NULL
175,Cropland,NULL,Water,NULL,Water,Water,Water,NULL
176,Cropland,NULL,Water,NULL,Water,Water,Forest,NULL
177,Cropland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
178,Cropland,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
179,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
180,Cropland,Water,Water,NULL,Water,Water,Wetland,NULL
181,Cropland,Water,Water,NULL,Water,Water,Water,NULL
182,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
183,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
184,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
185,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
186,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
187,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
188,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
189,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
190,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
191,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
192,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
193,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
194,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
195,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
196,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
197,Wetland,NULL,Water,NULL,Water,Bareland,Water,NULL
198,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
199,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
200,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
201,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
202,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
203,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
204,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
205,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
206,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
207,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
208,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
209,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,NULL
210,Wetland,Wetland,Water,NULL,Water,Bareland,Water,NULL
211,Wetland,Wetland,Water,NULL,Water,Water,Wetland,NULL
212,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
213,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
214,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
215,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,NULL
216,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
217,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
218,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
219,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
220,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
221,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
222,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
223,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
224,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
225,Wetland,Water,Water,NULL,Water,Bareland,Wetland,NULL
226,Wetland,Water,Water,NULL,Water,Bareland,Water,NULL
227,Wetland,Water,Water,NULL,Water,Water,Wetland,NULL
228,Wetland,Water,Water,NULL,Water,Water,Water,NULL
229,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
230,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
231,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
232,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
233,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
234,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
235,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
236,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
237,Bareland,NULL,Water,NULL,Water,Water,Water,NULL
238,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
239,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
240,Bareland,Wetland,Water,NULL,Water,Water,Water,NULL
241,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Forest,NULL
242,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
243,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
244,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Forest,NULL
245,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
246,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
247,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
248,Bareland,Bareland,Wetland,NULL,Wetland,Water,Forest,NULL
249,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
250,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
251,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
252,Bareland,Bareland,Water,NULL,Water,Water,Water,NULL
253,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
254,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
255,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
256,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
257,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,NULL
258,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
259,Bareland,Water,Water,NULL,Water,Water,Water,NULL
260,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
261,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
262,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
263,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
264,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
265,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
266,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
267,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
268,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
269,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
270,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
271,Water,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
272,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
273,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
274,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
275,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
276,Water,NULL,Water,NULL,Water,Water,Bareland,NULL
277,Water,NULL,Water,NULL,Water,Water,Water,NULL
278,Water,NULL,Water,NULL,Water,Water,Forest,NULL
279,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
280,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
281,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
282,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
283,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,NULL
284,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
285,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
286,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
287,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
288,Water,Wetland,Water,NULL,Water,Bareland,Water,NULL
289,Water,Wetland,Water,NULL,Water,Water,Water,NULL
290,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
291,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
292,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
293,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
294,Water,Bareland,Wetland,NULL,Wetland,Water,Forest,NULL
295,Water,Bareland,Water,NULL,Water,Water,Water,NULL
296,Water,Bareland,Water,NULL,Water,Water,Forest,NULL
297,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
298,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
299,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
300,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
301,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
302,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
303,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
304,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
305,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
306,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
307,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
308,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
309,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
310,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
311,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
312,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
313,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
314,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
315,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
316,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
317,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
318,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
319,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
320,Water,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
321,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
322,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
323,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
324,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
325,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
326,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
327,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
328,Water,Water,Wetland,NULL,Wetland,Built-up,Bareland,NULL
329,Water,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
330,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
331,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
332,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
333,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
334,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
335,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
336,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
337,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
338,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
339,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
340,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
341,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
342,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
343,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
344,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
345,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
346,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
347,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
348,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
349,Water,Water,Water,NULL,Water,NULL,Water,NULL
350,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
351,Water,Water,Water,NULL,Water,Wetland,Water,NULL
352,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
353,Water,Water,Water,NULL,Water,Bareland,Water,NULL
354,Water,Water,Water,NULL,Water,Built-up,Bareland,NULL
355,Water,Water,Water,NULL,Water,Built-up,Water,NULL
356,Water,Water,Water,NULL,Water,Water,Grassland,NULL
357,Water,Water,Water,NULL,Water,Water,Wetland,NULL
358,Water,Water,Water,NULL,Water,Water,Bareland,NULL
359,Water,Water,Water,NULL,Water,Water,Water,NULL
360,Water,Water,Water,NULL,Water,Water,Forest,NULL
361,Water,Water,Water,NULL,Water,Forest,Water,NULL
362,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
363,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
364,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
