Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPE_M_R
343,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
344,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
345,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
346,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
347,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
348,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
349,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
350,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
351,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
352,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
353,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
354,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
355,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
356,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
357,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
358,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
359,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
360,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
361,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
362,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
363,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
364,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
365,Grassland,NULL,Water,NULL,Water,Wetland,Water,NULL
366,Grassland,NULL,Water,NULL,Water,Bareland,Water,NULL
367,Grassland,NULL,Water,NULL,Water,Water,Wetland,NULL
368,Grassland,NULL,Water,NULL,Water,Water,Water,NULL
369,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
370,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
371,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
372,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
373,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
374,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
375,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
376,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
377,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
378,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
379,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
380,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
381,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
382,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
383,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
384,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
385,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
386,Grassland,Wetland,Water,NULL,Water,Grassland,Water,NULL
387,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
388,Grassland,Wetland,Water,NULL,Water,Wetland,Water,NULL
389,Grassland,Wetland,Water,NULL,Water,Water,Wetland,NULL
390,Grassland,Wetland,Water,NULL,Water,Water,Water,NULL
391,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
392,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
393,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
394,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
395,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
396,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
397,Grassland,Water,Wetland,NULL,Wetland,Water,Water,NULL
398,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
399,Grassland,Water,Water,NULL,Water,Wetland,Wetland,NULL
400,Grassland,Water,Water,NULL,Water,Bareland,Water,NULL
401,Grassland,Water,Water,NULL,Water,Water,Wetland,NULL
402,Grassland,Water,Water,NULL,Water,Water,Water,NULL
403,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
404,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
405,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
406,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
407,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
408,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
409,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
410,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
411,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
412,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
413,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
414,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
415,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
416,Grassland,Forest,Water,NULL,Water,Grassland,Water,NULL
417,Grassland,Forest,Water,NULL,Water,Water,Wetland,NULL
418,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
419,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
420,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
421,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
422,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
423,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
424,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
425,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
426,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
427,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
428,Cropland,NULL,Water,NULL,Water,Water,Wetland,NULL
429,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
430,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
431,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
432,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
433,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
434,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
435,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
436,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
437,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
438,Cropland,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
439,Cropland,Water,Water,NULL,Water,Water,Wetland,NULL
440,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
441,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
442,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
443,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
444,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
445,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
446,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
447,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
448,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
449,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
450,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
451,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
452,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
453,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
454,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
455,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
456,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
457,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
458,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
459,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
460,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
461,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
462,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
463,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
464,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
465,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
466,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
467,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
468,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,NULL
469,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
470,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
471,Wetland,NULL,Water,NULL,Water,Bareland,Water,NULL
472,Wetland,NULL,Water,NULL,Water,Water,Wetland,NULL
473,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
474,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
475,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
476,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
477,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
478,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
479,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
480,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
481,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
482,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
483,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
484,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
485,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
486,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
487,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
488,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
489,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
490,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
491,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
492,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
493,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
494,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
495,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
496,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
497,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
498,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
499,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
500,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
501,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
502,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
503,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
504,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
505,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
506,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
507,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
508,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
509,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
510,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
511,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
512,Wetland,Wetland,Water,NULL,Water,Water,Wetland,NULL
513,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
514,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
515,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
516,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
517,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
518,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
519,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
520,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
521,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
522,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
523,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
524,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
525,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
526,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
527,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
528,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
529,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
530,Wetland,Water,Water,NULL,Water,Wetland,Grassland,NULL
531,Wetland,Water,Water,NULL,Water,Wetland,Wetland,NULL
532,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
533,Wetland,Water,Water,NULL,Water,Water,Grassland,NULL
534,Wetland,Water,Water,NULL,Water,Water,Wetland,NULL
535,Wetland,Water,Water,NULL,Water,Water,Water,NULL
536,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
537,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
538,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
539,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
540,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
541,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
542,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
543,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
544,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
545,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
546,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,NULL
547,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
548,Wetland,Forest,Water,NULL,Water,Wetland,Grassland,NULL
549,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
550,Wetland,Forest,Water,NULL,Water,Water,Wetland,NULL
551,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
552,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
553,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
554,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
555,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
556,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
559,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
560,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
561,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
562,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
563,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
564,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
565,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
566,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
567,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
568,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
569,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
570,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
571,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
572,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
573,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
574,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
575,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
576,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
577,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
578,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
579,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
580,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
581,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
582,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
583,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
584,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
585,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
586,Bareland,NULL,Water,NULL,Water,Wetland,Water,NULL
587,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,NULL
588,Bareland,NULL,Water,NULL,Water,Bareland,Water,NULL
589,Bareland,NULL,Water,NULL,Water,Water,Wetland,NULL
590,Bareland,NULL,Water,NULL,Water,Water,Water,NULL
591,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
592,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
593,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
594,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
595,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
596,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
597,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
598,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
599,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
600,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
601,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
602,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
603,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
604,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
605,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
606,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
607,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
608,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
609,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
610,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
611,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
612,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
613,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
614,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
615,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
616,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
617,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
618,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
619,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
620,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
621,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
622,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
623,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
624,Bareland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
625,Bareland,Wetland,Water,NULL,Water,Wetland,Water,NULL
626,Bareland,Wetland,Water,NULL,Water,Bareland,Wetland,NULL
627,Bareland,Wetland,Water,NULL,Water,Bareland,Water,NULL
628,Bareland,Wetland,Water,NULL,Water,Water,Wetland,NULL
629,Bareland,Wetland,Water,NULL,Water,Water,Water,NULL
630,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
631,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
632,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
633,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
634,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
635,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
636,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
637,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
638,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
639,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
640,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
641,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
642,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
643,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
644,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
645,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
646,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
647,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
648,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
649,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
650,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
651,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,NULL
652,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
653,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,NULL
654,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
655,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
656,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
657,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
658,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,NULL
659,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
660,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
661,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
662,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
663,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
664,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
665,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
666,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
667,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
668,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
669,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
670,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
671,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
672,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,NULL
673,Bareland,Bareland,Water,NULL,Water,Grassland,Water,NULL
674,Bareland,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
675,Bareland,Bareland,Water,NULL,Water,Wetland,Water,NULL
676,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,NULL
677,Bareland,Bareland,Water,NULL,Water,Bareland,Water,NULL
678,Bareland,Bareland,Water,NULL,Water,Water,Wetland,NULL
679,Bareland,Bareland,Water,NULL,Water,Water,Water,NULL
680,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
681,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
682,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
683,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
684,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
685,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
686,Bareland,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
687,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
688,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
689,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
690,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
691,Bareland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
692,Bareland,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
693,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
