Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYQ_M_R
6043,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6044,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
6045,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
6046,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
6047,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6048,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
6049,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
6050,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
6051,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6052,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
6053,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6054,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
6055,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
6056,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
6057,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6058,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
6059,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6060,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
6061,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
6062,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6063,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6064,Grassland,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
6065,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
6066,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
6067,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
6068,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
6069,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
6070,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6071,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6072,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6073,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6074,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6075,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
6076,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6077,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
6078,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
6079,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6080,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6081,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6082,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6083,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6084,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6085,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
6086,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6087,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6088,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
6089,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6090,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6091,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Cropland
6092,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6093,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
6094,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
6095,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6096,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6097,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
6098,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
6099,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6100,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6101,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
6102,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6103,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6104,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6105,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6106,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
6107,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6108,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
6109,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
6110,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
6111,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6112,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
6113,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
6114,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6115,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
6116,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6117,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
6118,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
6119,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
6120,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6121,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6122,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6123,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
6124,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6125,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
6126,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
6127,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
6128,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6129,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6130,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
6131,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6132,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6133,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
6134,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6135,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
6136,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
6137,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6138,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
6139,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
6140,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6141,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6142,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
6143,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
6144,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6145,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
6146,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6147,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6148,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
6149,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
6150,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6151,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
6152,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
6153,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Shrubland,Cropland
6154,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
6155,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Cropland
6156,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Grassland
6157,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Cropland
6158,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Bareland
6159,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
6160,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Wetland
6161,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6162,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
6163,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
6164,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6165,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
6166,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
6167,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6168,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6169,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6170,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6171,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6172,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6173,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
6174,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6175,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
6176,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6177,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
6178,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
6179,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
6180,Grassland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
6181,Grassland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
6182,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6183,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
6184,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
6185,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
6186,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
6187,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6188,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6189,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Wetland
6190,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
6191,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
6192,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
6193,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
6194,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
6195,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6196,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
6197,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6198,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
6199,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Cropland
6200,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Wetland
6201,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
6202,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Cropland
6203,Grassland,NULL,Wetland,Water,Wetland,Cropland,Bareland,Grassland
6204,Grassland,NULL,Wetland,Water,Wetland,Cropland,Bareland,Cropland
6205,Grassland,NULL,Wetland,Water,Wetland,Cropland,Forest,Wetland
6206,Grassland,NULL,Wetland,Water,Wetland,Bareland,NULL,Cropland
6207,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Cropland
6208,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
6209,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
6210,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
6211,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
6212,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6213,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
6214,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6215,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Cropland
6216,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
6217,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
6218,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
6219,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6220,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
6221,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
6222,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
6223,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
6224,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6225,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6226,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
6227,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
6228,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6229,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
6230,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6231,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
6232,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
6233,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6234,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
6235,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Built-up
6236,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
6237,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6238,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
6239,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6240,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
6241,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6242,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6243,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
6244,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6245,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6246,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6247,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6248,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6249,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6250,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6251,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6252,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6253,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6254,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
6255,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
6256,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6257,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
6258,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
6259,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6260,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6261,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6262,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6263,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6264,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6265,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6266,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
6267,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
6268,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
6269,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6270,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
6271,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6272,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6273,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6274,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6275,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6276,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6277,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6278,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6279,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6280,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6281,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6282,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6283,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6284,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6285,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6286,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6287,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6288,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6289,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6290,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6291,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6292,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6293,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6294,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6295,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6296,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6297,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6298,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6299,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6300,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6301,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6302,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6303,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6304,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
6305,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6306,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6307,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6308,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6309,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6310,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6311,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6312,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6313,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6314,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6315,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6316,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6317,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6318,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6319,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6320,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6321,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
6322,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6323,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6324,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6325,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6326,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6327,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6328,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6329,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6330,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
6331,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Cropland
6332,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6333,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6334,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6335,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6336,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
6337,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
6338,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
6339,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Cropland
6340,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
6341,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Cropland
6342,Grassland,NULL,Built-up,Water,Non_Wetland,Cropland,NULL,Grassland
6343,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6344,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
6345,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
6346,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
6347,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Forest
6348,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
6349,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Bareland
6350,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
6351,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
6352,Grassland,NULL,Water,NULL,Water,NULL,Water,Forest
6353,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6354,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
6355,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6356,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
6357,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
6358,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
6359,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
6360,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
6361,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Water
6362,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
6363,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
6364,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
6365,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
6366,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
6367,Grassland,NULL,Water,Water,Water,NULL,Shrubland,Water
6368,Grassland,NULL,Water,Water,Water,NULL,Grassland,Grassland
6369,Grassland,NULL,Water,Water,Water,NULL,Grassland,Wetland
6370,Grassland,NULL,Water,Water,Water,NULL,Grassland,Bareland
6371,Grassland,NULL,Water,Water,Water,NULL,Grassland,Water
6372,Grassland,NULL,Water,Water,Water,NULL,Bareland,Water
6373,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
6374,Grassland,NULL,Water,Water,Water,NULL,Water,Water
6375,Grassland,NULL,Water,Water,Water,NULL,Water,Forest
