Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDC_M_R
1643,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1644,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1645,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1646,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1647,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1648,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1649,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1650,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1651,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1652,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1653,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1654,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1655,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1656,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1657,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1658,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1659,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1660,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1661,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
1662,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1663,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1664,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1665,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1666,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1667,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1668,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
1669,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1670,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1671,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1672,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1673,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1674,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1675,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1676,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
1677,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1678,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1679,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1680,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1681,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1682,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1683,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1684,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
1685,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1686,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1687,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1688,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1689,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1690,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1691,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1692,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1693,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1694,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1695,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1696,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1697,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1698,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1699,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1700,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1701,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1702,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1703,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1704,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1705,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1706,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1707,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1708,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1709,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1710,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1711,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1712,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1713,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1714,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1715,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1716,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1717,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1718,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1719,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1720,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1721,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1722,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1723,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1724,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1725,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1726,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1727,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1728,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1729,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1730,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1731,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1732,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1733,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1734,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1735,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1736,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
1737,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1738,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1739,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1740,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1741,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1742,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1743,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1744,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1745,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1746,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1747,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1748,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1749,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1750,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1751,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1752,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1753,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1754,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1755,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1756,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1757,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1758,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1759,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1760,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
1761,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1762,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1763,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1764,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1765,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1766,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1767,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
1768,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1769,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
1770,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1771,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1772,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1773,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
1774,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1775,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1776,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1777,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1778,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1779,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1780,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
1781,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1782,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1783,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1784,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1785,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
1786,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1787,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1788,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
1789,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1790,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1791,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1792,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1793,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1794,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1795,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1796,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1797,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1798,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1799,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
1800,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1801,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1802,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1803,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1804,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1805,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1806,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1807,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1808,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1809,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1810,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1811,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1812,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1813,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1814,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1815,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1816,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1817,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1818,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1819,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1820,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1821,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1822,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1823,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1824,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
1825,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
1826,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1827,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1828,NULL,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
1829,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1830,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1831,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1832,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1833,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1834,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
1835,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1836,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1837,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1838,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1839,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
1840,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1841,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1842,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1843,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1844,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
1845,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1846,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1847,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
1848,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
1849,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Water
1850,NULL,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
1851,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1852,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
1853,NULL,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Water
1854,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Water
1855,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
1856,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
1857,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
1858,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
1859,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Bareland
1860,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1861,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1862,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1863,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1864,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
1865,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1866,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1867,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1868,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1869,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1870,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1871,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1872,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1873,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1874,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1875,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1876,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1877,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1878,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1879,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1880,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1881,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1882,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1883,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1884,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1885,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1886,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1887,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1888,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1889,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1890,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1891,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1892,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1893,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1894,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1895,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1896,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1897,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1898,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
1899,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1900,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1901,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1902,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1903,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1904,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1905,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1906,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1907,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1908,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1909,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1910,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1911,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1912,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1913,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1914,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1915,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1916,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1917,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1918,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1919,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1920,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1921,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1922,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
1923,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1924,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1925,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1926,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1927,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1928,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1929,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1930,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
1931,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
1932,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
1933,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1934,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1935,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1936,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1937,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1938,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1939,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1940,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1941,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1942,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1943,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1944,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1945,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1946,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1947,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1948,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1949,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1950,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1951,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1952,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1953,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1954,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1955,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1956,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1957,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1958,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1959,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1960,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1961,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
