Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R
1953,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1954,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1955,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1956,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1957,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1958,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1959,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1960,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1961,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1962,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1963,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1964,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1965,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1966,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1967,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Water
1968,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1969,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
1970,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
1971,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
1972,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
1973,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1974,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1975,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Water
1976,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1977,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1978,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1979,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1980,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1981,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1982,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1983,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1984,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1985,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1986,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1987,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1988,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1989,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,NULL
1990,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1991,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1992,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1993,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1994,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1995,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1996,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1997,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
1998,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Bareland
1999,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2000,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2001,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
2002,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2003,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
2004,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2005,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2006,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2007,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2008,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2009,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,NULL
2010,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Bareland
2011,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
2012,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
2013,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Cropland
2014,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Wetland
2015,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
2016,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
2017,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,NULL
2018,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
2019,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Wetland
2020,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
2021,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
2022,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,NULL
2023,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
2024,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Wetland
2025,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Bareland
2026,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
2027,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
2028,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2029,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
2030,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Bareland
2031,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
2032,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,NULL
2033,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,NULL
2034,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
2035,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Wetland
2036,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Bareland
2037,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
2038,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Water
2039,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,NULL
2040,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2041,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
2042,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
2043,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,NULL
2044,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2045,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Cropland
2046,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
2047,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
2048,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
2049,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
2050,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Water
2051,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Bareland
2052,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Water
2053,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
2054,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
2055,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
2056,NULL,NULL,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
2057,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
2058,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,Bareland
2059,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
2060,NULL,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Bareland
2061,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2062,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
2063,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
2064,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2065,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
2066,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2067,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2068,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2069,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2070,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2071,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2072,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2073,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2074,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2075,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2076,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
2077,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2078,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2079,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2080,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2081,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2082,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2083,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2084,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2085,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2086,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2087,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2088,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2089,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2090,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2091,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2092,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2093,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2094,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
2095,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2096,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2097,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2098,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2099,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2100,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
2101,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
2102,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2103,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2104,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2105,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2106,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2107,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2108,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2109,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Water
2110,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2111,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2112,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2113,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2114,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2115,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2116,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2117,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2118,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2119,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2120,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2121,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
2122,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
2123,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2124,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2125,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2126,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2127,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2128,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2129,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2130,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2131,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2132,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2133,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2134,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2135,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2136,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2137,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2138,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2139,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2140,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2141,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2142,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2143,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2144,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2145,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2146,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2147,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2148,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2149,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2150,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2151,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2152,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,NULL
2153,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2154,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2155,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2156,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2157,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2158,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2159,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2160,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2161,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2162,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2163,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2164,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2165,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2166,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2167,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2168,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2169,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2170,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2171,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2172,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2173,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2174,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2175,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2176,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2177,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2178,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2179,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2180,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2181,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2182,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2183,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
2184,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2185,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
2186,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2187,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2188,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2189,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2190,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2191,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2192,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2193,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2194,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2195,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2196,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2197,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2198,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2199,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2200,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2201,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2202,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
2203,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2204,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2205,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2206,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,NULL
2207,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2208,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,NULL
2209,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2210,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
2211,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,NULL
2212,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
2213,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,NULL
2214,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
2215,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
2216,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2217,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2218,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2219,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2220,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
2221,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2222,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2223,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
2224,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2225,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2226,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2227,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2228,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2229,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2230,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2231,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
2232,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
2233,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2234,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2235,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2236,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
2237,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2238,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2239,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2240,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Shrubland,Grassland
2241,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Shrubland,Bareland
2242,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Water
2243,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
2244,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,NULL
2245,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
2246,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
2247,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,NULL,Grassland
2248,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,NULL,Bareland
2249,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Bareland,Bareland
2250,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
2251,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,NULL
2252,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
2253,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Bareland
2254,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
2255,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,NULL
2256,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
2257,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
2258,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2259,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,NULL
2260,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2261,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
2262,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
2263,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
2264,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
2265,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
2266,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
2267,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
2268,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
2269,NULL,NULL,Water,NULL,Water,NULL,Shrubland,NULL
2270,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
2271,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Wetland
2272,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Bareland
2273,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Water
2274,NULL,NULL,Water,NULL,Water,NULL,Grassland,NULL
2275,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
2276,NULL,NULL,Water,NULL,Water,NULL,Grassland,Cropland
2277,NULL,NULL,Water,NULL,Water,NULL,Grassland,Wetland
2278,NULL,NULL,Water,NULL,Water,NULL,Grassland,Bareland
2279,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
2280,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
