Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R
32,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
33,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
34,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
35,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
36,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
37,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
38,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
39,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
40,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
41,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
42,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
43,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
44,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
45,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
46,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
47,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
48,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
49,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
50,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
51,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
52,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
53,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
54,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
55,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
56,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
57,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
58,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
59,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
60,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
61,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
62,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
63,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
64,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
65,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
66,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
67,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
68,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
69,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
70,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
71,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
72,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
73,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
74,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
75,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
76,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
77,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
78,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
79,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
80,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
81,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
82,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
83,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
84,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
85,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
86,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
87,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
88,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
89,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
90,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
91,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
92,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
93,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
94,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
95,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
96,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
97,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
98,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
99,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
100,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
101,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
102,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
103,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
104,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
105,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
106,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
107,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
108,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
109,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
110,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
111,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
112,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
113,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
114,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
115,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
116,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
117,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
118,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
119,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
120,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
121,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
122,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
123,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
124,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
125,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Built-up
126,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
127,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
128,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
129,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
130,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
131,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
132,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
133,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
134,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
135,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
136,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
137,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
138,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
139,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Built-up
140,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Forest
141,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
142,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
143,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
144,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
145,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
146,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
147,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
148,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
149,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
150,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
151,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
152,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
153,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
154,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
155,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
156,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
157,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
158,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
159,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
160,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
161,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
162,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
163,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
164,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
165,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
166,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
167,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
168,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
169,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
170,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
171,NULL,Water,Water,NULL,Water,Water,Water,Water
172,NULL,Water,Water,Water,Water,Wetland,Water,Forest
173,NULL,Water,Water,Water,Water,Water,Water,Water
174,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
175,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
176,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
177,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
178,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
179,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
180,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
181,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
182,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
183,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
184,NULL,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
185,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
186,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
187,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
188,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
189,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
190,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
191,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
192,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
193,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
194,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
195,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
196,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
197,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
198,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
199,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
200,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
201,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
202,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
203,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
204,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
205,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
206,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
207,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
208,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
209,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
210,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
211,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
212,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
213,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
214,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
215,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
216,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
217,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
218,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
219,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
220,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
221,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
222,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
223,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
224,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
225,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
226,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
227,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
228,Cropland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
229,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
230,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
231,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
232,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
233,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
234,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
235,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
236,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
237,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
238,Wetland,Water,Water,Water,Water,Wetland,Water,Water
239,Wetland,Water,Water,Water,Water,Water,Water,Water
240,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
241,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
242,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
243,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
244,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
245,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
246,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
247,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
248,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
249,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
250,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
251,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
252,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
253,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
254,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
255,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
256,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
257,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
258,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
259,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
260,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
261,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
262,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
263,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
264,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
265,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
266,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
267,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
268,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
269,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
270,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
271,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
272,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
273,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
274,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
275,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
276,Bareland,Bareland,Water,Water,Water,Wetland,Water,Bareland
277,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
278,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
279,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
280,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
281,Bareland,Bareland,Water,Water,Water,Water,Water,Water
282,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
283,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
284,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
285,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
286,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
287,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
288,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
289,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
290,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
291,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
292,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
293,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
294,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
295,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
296,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
297,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
298,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
299,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
300,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
301,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
302,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
303,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
304,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
305,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
306,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
307,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
308,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
309,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
310,Bareland,Water,Water,Non_Water,Water,Water,Water,Bareland
311,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
312,Bareland,Water,Water,Non_Water,Water,Water,Water,Forest
313,Bareland,Water,Water,Water,Water,Water,Water,Grassland
314,Bareland,Water,Water,Water,Water,Water,Water,Water
315,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
316,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
317,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
318,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
319,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
320,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
321,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
322,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
323,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
324,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
325,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
326,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
327,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
328,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
329,Water,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
330,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
331,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
332,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
333,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
334,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
335,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
336,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
337,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
338,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
339,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
340,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
341,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
342,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
343,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
344,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
345,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
346,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
347,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
348,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
