Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R
342,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
343,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
344,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
345,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
346,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
347,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
348,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
349,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
350,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
351,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
352,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
353,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
354,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
355,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
356,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
357,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
358,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
359,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
360,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
361,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
362,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
363,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
364,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
365,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
366,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
367,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
369,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
370,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
371,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
372,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
373,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
374,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
376,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
377,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
379,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
380,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
381,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
382,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
384,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
385,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
386,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
387,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
388,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
389,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
390,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
391,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
392,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
394,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
395,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
396,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
398,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
399,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
400,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
401,Cropland,Water,Water,Water,Water,NULL,NULL,Water
402,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
403,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
404,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
406,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
407,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
408,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
409,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
410,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
411,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
412,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
414,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
415,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
416,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
417,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
418,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
419,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
420,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
421,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
422,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
423,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
424,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
425,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
426,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
427,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
428,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
432,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
433,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
434,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
435,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
436,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
437,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
438,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
439,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
440,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
441,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
442,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
443,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
444,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
445,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
446,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
447,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
448,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
449,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
450,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
451,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
452,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
453,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
454,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
455,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
456,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
457,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
458,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
459,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
460,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
461,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
462,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
463,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
464,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
465,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
466,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
467,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
468,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
469,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
470,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
471,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
472,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
473,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
474,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
475,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
477,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
478,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
480,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
481,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
482,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
483,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
484,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
485,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
486,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
487,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
488,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
489,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
490,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
491,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
492,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
493,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
494,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
495,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
496,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
497,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
499,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
500,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
502,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
504,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
505,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
506,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
507,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
508,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
509,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
510,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
511,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
512,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
513,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
514,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
515,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
516,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
517,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
518,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
519,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
520,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
521,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
522,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
523,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
524,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
525,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
526,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
527,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
528,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
529,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
530,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
532,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
533,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
534,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
535,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
536,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
537,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
538,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
539,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
540,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
541,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
543,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
544,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
545,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
546,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
547,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
548,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
549,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
550,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
551,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
552,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
553,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
554,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
555,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
556,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
557,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
558,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
559,Wetland,Water,Water,Water,Water,NULL,NULL,Water
560,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
561,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
562,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
563,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
564,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
566,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
567,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
569,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
570,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
571,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
572,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
573,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
574,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
575,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
576,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
577,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
578,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
579,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
580,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
581,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
582,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
584,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
586,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
588,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
589,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
590,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
591,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
593,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
594,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
595,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
596,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
597,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
598,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
599,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
600,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
602,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
603,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
604,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
605,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
606,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
607,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
608,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
609,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
610,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
611,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
613,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
614,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
615,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
616,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
617,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
618,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
619,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
620,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
621,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
622,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
623,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
624,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
625,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
626,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
627,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
628,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
630,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
631,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
632,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
633,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
635,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
636,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
637,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
638,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
641,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
643,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
644,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
645,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
646,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
649,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
650,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
651,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
652,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
653,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
654,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
656,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
658,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
659,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
660,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
661,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
662,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
663,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
664,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
665,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
666,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
667,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
668,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
669,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
670,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
671,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
672,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
673,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
674,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
675,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
676,Bareland,Water,Water,Water,Water,NULL,NULL,Water
677,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
678,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
679,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
680,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
681,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
683,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
685,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
686,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
688,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
689,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
690,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
