Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVV_M_R
1678,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1679,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1680,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
1681,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
1682,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1683,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Wetland
1684,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1685,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
1686,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1687,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Bareland
1688,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Built-up
1689,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Forest
1690,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
1691,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1692,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1693,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1694,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
1695,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
1696,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Grassland,Forest
1697,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1698,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1699,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1700,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
1701,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
1702,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1703,NULL,Built-up,Water,NULL,Water,NULL,NULL,Wetland
1704,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1705,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
1706,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
1707,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Wetland
1708,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Built-up
1709,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Forest
1710,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Wetland
1711,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Built-up
1712,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
1713,NULL,Built-up,Water,NULL,Water,Grassland,Wetland,Wetland
1714,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Built-up
1715,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
1716,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Wetland
1717,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
1718,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
1719,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Forest
1720,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
1721,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
1722,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
1723,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
1724,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
1725,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
1726,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Forest
1727,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Bareland
1728,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Built-up
1729,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Forest
1730,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1731,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Wetland
1732,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
1733,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
1734,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
1735,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
1736,NULL,Built-up,Water,NULL,Water,Built-up,Forest,Built-up
1737,NULL,Built-up,Water,NULL,Water,Built-up,Forest,Forest
1738,NULL,Built-up,Water,Non_Water,Water,Wetland,NULL,Wetland
1739,NULL,Built-up,Water,Non_Water,Water,Built-up,Grassland,Built-up
1740,NULL,Built-up,Water,Water,Water,Grassland,Water,Forest
1741,NULL,Built-up,Water,Water,Water,Water,Built-up,Water
1742,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1743,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1744,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1745,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1746,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1747,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1748,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1749,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1750,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1751,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1752,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1753,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1754,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1755,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1756,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1757,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1758,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1759,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1760,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1761,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1762,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
1763,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1764,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1765,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1766,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1767,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1768,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1769,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1770,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1771,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1772,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1773,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1774,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1775,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1776,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1777,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1778,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1779,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1780,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Wetland
1781,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1782,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1783,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1784,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1785,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1786,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
1787,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
1788,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1789,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1790,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1791,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Wetland
1792,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1793,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
1794,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1795,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1796,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1797,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1798,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1799,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1800,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1801,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1802,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Grassland,Forest
1803,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1804,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Wetland
1805,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Water
1806,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Forest
1807,NULL,Built-up,Forest,Water,Non_Wetland,Water,Water,Forest
1808,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1809,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1810,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1811,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1812,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1813,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1814,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1815,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1816,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1817,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1818,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
1819,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1820,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1821,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1822,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1823,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1824,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1825,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1826,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1827,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1828,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1829,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1830,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
1831,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1832,NULL,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1833,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1834,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1835,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1836,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1837,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1838,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1839,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1840,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
1841,NULL,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1842,NULL,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1843,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1844,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
1845,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1846,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1847,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1848,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1849,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1850,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1851,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1852,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1853,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
1854,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1855,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1856,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
1857,NULL,Water,Water,Water,Water,Grassland,Water,Forest
1858,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1859,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1860,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1861,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
1862,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1863,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1864,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1865,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1866,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1867,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1868,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1869,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
1870,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1871,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1872,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1873,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1874,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1875,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1876,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1877,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1878,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1879,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1880,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1881,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1882,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1883,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1884,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1885,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
1886,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1887,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1888,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1889,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1890,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1891,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1892,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1893,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1894,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1895,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1896,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1897,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1898,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1899,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1900,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1901,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1902,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1903,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1904,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1905,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1906,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1907,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1908,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1909,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1910,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1911,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1912,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1913,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1914,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1915,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1916,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1917,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1918,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1919,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
1920,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1921,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
1922,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1923,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1924,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1925,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1926,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1927,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1928,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1929,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1930,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
1931,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1932,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1933,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1934,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1935,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1936,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1937,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1938,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1939,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1940,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1941,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
1942,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1943,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1944,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1945,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1946,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1947,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1948,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1949,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
1950,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1951,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1952,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1953,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1954,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1955,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1956,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1957,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1958,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1959,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1960,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1961,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1962,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1963,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1964,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1965,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1966,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1967,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
1968,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1969,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1970,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1971,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1972,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
1973,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1974,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1975,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1976,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1977,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1978,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1979,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1980,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1981,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1982,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1983,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1984,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1985,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1986,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1987,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1988,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1989,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1990,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1991,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1992,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1993,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1994,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1995,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1996,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1997,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1998,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
1999,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2000,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
2001,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2002,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2003,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2004,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2005,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
2006,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2007,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2008,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2009,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
