Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MET_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MET_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MET_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MET_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MET_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MET_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MET_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MET_M_R
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
63,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
71,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
72,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
73,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
74,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
82,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
83,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
84,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
85,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
86,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
87,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
88,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
91,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
93,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
189,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
190,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
191,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
192,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
193,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
194,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
195,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
196,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
197,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
198,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
199,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
200,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
201,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
202,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
203,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
204,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
205,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
206,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
207,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
208,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
209,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
210,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
211,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
212,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
213,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
214,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
215,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
216,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
217,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
218,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
220,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
221,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
222,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
223,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
225,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
228,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
229,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
230,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
231,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
234,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
235,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
237,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
239,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
240,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
243,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
245,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
247,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
248,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
249,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
250,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
251,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
253,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
257,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
261,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
262,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
263,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
266,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
267,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
268,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
269,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
270,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
271,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
273,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
274,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
275,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
276,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
277,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
278,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
280,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
282,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
286,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
287,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
289,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
290,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
291,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
294,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
295,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
296,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
297,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
298,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
299,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
300,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
301,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
302,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
303,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
304,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
305,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
306,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
307,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
308,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
309,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
310,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
311,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
312,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
313,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
314,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
315,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
316,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
317,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
318,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
319,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
320,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
321,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
322,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
