Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXS_M_R
5949,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5950,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5951,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5952,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
5953,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
5954,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5955,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5956,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5957,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5958,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5959,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5960,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5961,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5962,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5963,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5964,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5965,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5966,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5967,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5968,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5969,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5970,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5971,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5972,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5973,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Water
5974,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5975,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5976,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5977,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5978,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5979,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5980,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5981,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5982,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5983,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5984,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5985,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5986,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5987,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
5988,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5989,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5990,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5991,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Water
5992,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
5993,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
5994,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5995,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
5996,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
5997,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5998,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5999,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6000,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
6001,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6002,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6003,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6004,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
6005,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6006,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6007,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6008,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6009,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
6010,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6011,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6012,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6013,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6014,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6015,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6016,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
6017,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6018,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6019,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6020,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6021,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6022,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6023,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6024,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
6025,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6026,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6027,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6028,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6029,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6030,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6031,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
6032,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6033,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
6034,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
6035,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6036,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6037,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6038,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6039,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6040,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6041,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6042,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6043,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6044,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6045,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6046,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6047,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6048,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6049,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6050,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6051,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
6052,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6053,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6054,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6055,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6056,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6057,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
6058,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
6059,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6060,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6061,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6062,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6063,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
6064,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6065,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6066,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6067,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6068,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6069,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6070,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6071,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
6072,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6073,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6074,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
6075,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6076,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6077,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6078,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
6079,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6080,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
6081,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
6082,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6083,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6084,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6085,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
6086,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6087,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6088,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6089,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6090,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6091,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6092,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6093,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
6094,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6095,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
6096,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
6097,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6098,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6099,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6100,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6101,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6102,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6103,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6104,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
6105,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6106,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
6107,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
6108,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6109,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6110,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6111,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
6112,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
6113,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
6114,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6115,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
6116,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
6117,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
6118,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
6119,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
6120,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
6121,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
6122,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
6123,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
6124,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
6125,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
6126,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
6127,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
6128,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6129,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6130,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
6131,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
6132,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
6133,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
6134,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
6135,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
6136,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
6137,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
6138,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
6139,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6140,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
6141,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
6142,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
6143,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6144,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
6145,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
6146,Grassland,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
6147,Grassland,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
6148,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
6149,Grassland,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
6150,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
6151,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Water
6152,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6153,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6154,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6155,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6156,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6157,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6158,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6159,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6160,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6161,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6162,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6163,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6164,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6165,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6166,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6167,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6168,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6169,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6170,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6171,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6172,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
6173,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6174,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6175,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6176,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6177,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6178,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6179,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6181,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
6186,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6187,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6188,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6189,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
6190,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6191,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6192,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6193,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6194,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6195,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6196,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6197,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6198,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6199,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6200,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6201,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6202,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6203,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
6218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
6221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
6223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
6226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6227,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6228,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6229,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6230,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6231,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6232,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6233,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
6234,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6235,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
6236,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6237,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6238,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
6239,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6240,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
6241,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6242,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6243,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6244,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6245,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6246,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
6247,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6248,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6249,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6250,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
6251,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6252,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6253,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6254,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6255,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6256,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6257,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6258,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
6259,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6260,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6261,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6262,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
6263,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
6264,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
