Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUV_M_R
18,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
19,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
20,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
21,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
22,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
23,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
24,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
25,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
26,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
27,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
28,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
30,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
31,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
32,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
33,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
34,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
35,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
36,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
37,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
38,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
39,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
40,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
41,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
42,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
43,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
44,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
45,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
46,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
47,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
48,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
49,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
50,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
51,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,NULL
52,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
53,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
54,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
55,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
56,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
57,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
58,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
59,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
60,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
61,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
62,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
63,NULL,NULL,Water,NULL,Water,Water,Wetland,NULL
64,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
65,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
66,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
67,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
68,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
69,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
70,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
71,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
72,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
73,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
74,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
75,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
76,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
77,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
78,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
79,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
80,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
81,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
82,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
83,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
84,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
85,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
86,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
87,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
88,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
89,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
90,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
91,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
92,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
93,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
94,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
95,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
96,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
97,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
98,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
99,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
100,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
101,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
102,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
103,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
104,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
105,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
106,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
107,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
108,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
109,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
110,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
111,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
112,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
113,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
114,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
115,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
116,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
117,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
118,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
119,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
120,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
121,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
122,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
123,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
124,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
125,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
126,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
127,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
128,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
129,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
130,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
131,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
132,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
133,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
134,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
135,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
143,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
144,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
145,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
146,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
147,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
148,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
149,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
150,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
151,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
152,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
153,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
154,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
155,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
156,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
157,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
158,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
159,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
160,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
161,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
162,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
163,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
164,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
165,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
166,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
167,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
168,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
169,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
170,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
171,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
172,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
173,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
174,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
175,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
176,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
177,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
178,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
179,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
180,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
181,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
182,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
183,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
184,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
185,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
186,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
187,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
188,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
189,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
190,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
191,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
192,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,NULL
193,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
194,Wetland,Water,Water,NULL,Water,Water,Water,NULL
195,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
196,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
197,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
198,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
199,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
200,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
201,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
202,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
203,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
204,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
205,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
206,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
207,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
208,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
209,Water,Wetland,Water,NULL,Water,Water,Water,NULL
210,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
211,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
212,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
213,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
214,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
215,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
216,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
217,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
218,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
219,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
220,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
221,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
222,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
223,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
224,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
225,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
226,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
227,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
228,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,NULL
229,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
230,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
231,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
232,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
233,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
234,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
235,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
236,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
237,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
238,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
239,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
240,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
241,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
242,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
243,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
244,Water,Water,Wetland,NULL,Wetland,Water,Built-up,NULL
245,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
246,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
247,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
248,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
249,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
250,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
251,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
252,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
253,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
254,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
255,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
256,Water,Water,Water,NULL,Water,NULL,Water,NULL
257,Water,Water,Water,NULL,Water,Grassland,Water,NULL
258,Water,Water,Water,NULL,Water,Wetland,Water,NULL
259,Water,Water,Water,NULL,Water,Water,Wetland,NULL
260,Water,Water,Water,NULL,Water,Water,Water,NULL
261,Water,Water,Water,NULL,Water,Water,Forest,NULL
262,Water,Water,Water,NULL,Water,Forest,Water,NULL
263,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
264,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
265,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
266,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
267,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
268,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
269,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
270,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
271,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
272,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
273,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
274,Water,Forest,Wetland,NULL,Wetland,Water,Water,NULL
275,Water,Forest,Water,NULL,Water,Water,Water,NULL
276,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
277,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
278,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
279,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
280,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
281,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
282,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
283,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
284,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
285,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
286,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
287,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
288,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
289,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
290,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
291,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
292,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
293,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
294,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
295,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
296,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
297,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
298,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
299,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
300,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
301,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
302,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
303,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
304,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
305,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
306,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
307,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
308,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
309,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
310,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
311,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
312,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
313,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
314,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
315,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
316,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
317,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
318,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
319,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
320,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
321,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
322,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
323,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
324,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
325,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
326,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
327,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
328,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
329,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
330,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
331,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
332,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
333,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
334,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
335,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
336,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
337,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
338,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,NULL
339,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
340,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
341,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
342,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
343,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
