Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDV_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
30,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
31,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
32,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
33,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
35,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
36,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
37,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
38,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
39,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
40,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
41,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
42,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
44,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
45,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
47,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
48,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
49,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
50,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
51,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
52,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
54,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
55,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
56,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
84,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
85,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
86,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
87,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
88,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
89,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
90,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
91,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
92,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
93,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
94,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
95,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
96,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
97,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
98,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
99,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
100,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
101,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
102,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
103,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
104,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
105,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
106,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
107,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
108,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
109,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
110,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
111,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
112,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
113,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
114,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
115,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
116,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
117,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
118,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
119,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
120,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
121,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
122,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Bareland
124,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
125,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
127,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
128,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
129,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
130,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
131,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
132,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
133,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
134,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
135,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
136,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
137,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
138,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
139,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
140,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
141,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
142,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
143,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
144,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
145,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
146,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
147,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
148,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
149,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
150,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
151,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
152,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
153,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
154,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
155,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
156,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
157,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
158,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
159,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
160,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
161,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
162,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
163,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
164,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
165,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
166,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
167,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
168,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
169,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
170,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
171,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
172,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
173,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
174,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
175,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
176,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
177,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
178,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
179,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
180,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
181,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
182,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
183,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
184,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
185,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
186,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
187,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
188,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
189,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
190,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
191,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
192,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
193,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
194,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
195,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
196,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
197,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
198,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
199,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
200,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
201,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
202,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
203,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
204,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
205,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
206,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
207,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
208,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
209,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
210,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
211,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
212,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
213,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
214,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
215,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
216,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
217,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
218,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
219,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
220,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
221,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
222,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
223,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
224,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
225,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
226,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
227,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
228,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
229,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
230,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
231,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
232,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
233,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
234,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Bareland
235,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
236,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
237,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
238,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
239,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
240,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
241,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
242,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
243,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
244,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Grassland
245,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
246,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
247,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
248,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
249,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
250,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
251,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
252,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
253,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
254,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
255,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
256,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
257,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
258,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
259,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
260,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
261,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
262,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
263,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
264,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
265,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,NULL,Grassland
266,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
267,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
268,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Water,NULL
269,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
270,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Bareland
271,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Water
272,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Forest
273,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
274,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
275,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
276,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
277,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
278,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
279,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
280,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
281,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
282,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
283,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
284,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
285,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
286,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
287,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
288,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
289,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
290,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
291,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
292,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
293,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
294,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
295,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
296,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
298,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
299,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
300,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
301,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
302,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
303,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
304,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
305,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
306,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
307,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
308,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
309,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
310,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
311,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
312,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
313,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
314,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
315,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
316,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
317,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
318,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
319,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
320,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
321,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
322,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
323,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
324,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
325,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
326,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
327,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
328,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
329,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
