Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCB_M_R
1960,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Built-up
1961,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1962,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1963,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1964,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1965,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
1966,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Built-up
1967,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Forest
1968,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1969,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1970,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
1971,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
1972,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
1973,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
1974,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
1975,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
1976,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Bareland
1977,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1978,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
1979,NULL,Built-up,Water,NULL,Water,Bareland,Water,Built-up
1980,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1981,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
1982,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
1983,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
1984,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
1985,NULL,Built-up,Water,Non_Water,Water,Built-up,Bareland,Forest
1986,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Bareland
1987,NULL,Built-up,Water,Water,Water,Wetland,Water,Water
1988,NULL,Built-up,Water,Water,Water,Wetland,Water,Forest
1989,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Grassland
1990,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
1991,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
1992,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
1993,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
1994,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
1995,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1996,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1997,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1998,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1999,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2000,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2001,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2002,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2003,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2004,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2005,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2006,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2007,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2008,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2009,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2010,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2011,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2012,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2013,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2014,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2015,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2016,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2017,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2018,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2019,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2020,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2021,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2022,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2023,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2024,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2025,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2026,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2027,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2028,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2029,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2030,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2031,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2032,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2033,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
2034,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2035,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2036,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2037,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2038,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2039,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2040,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2041,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2042,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
2043,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2044,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2045,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2046,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2047,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2048,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2049,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2050,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2051,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2052,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2053,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2054,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2055,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2056,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Wetland,Bareland
2057,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2058,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2059,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2060,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
2061,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2062,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2063,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
2064,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2065,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
2066,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2067,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2068,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Bareland
2069,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2070,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
2071,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
2072,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2073,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2074,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2075,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2076,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2077,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2078,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2079,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2080,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2081,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
2082,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
2083,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2084,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2085,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2086,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2087,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2088,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2089,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2090,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2091,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2092,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2093,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2094,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2095,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
2096,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2097,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
2098,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2099,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2100,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2101,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2102,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
2103,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2104,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2105,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2106,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
2107,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2108,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2109,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2110,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2111,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2112,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2113,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2114,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2115,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2116,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2117,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2118,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2119,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
2120,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2121,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2122,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2123,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2124,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
2125,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
2126,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2127,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2128,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2129,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2130,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2131,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
2132,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
2133,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2134,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2135,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2136,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2137,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2138,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2139,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2140,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2141,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2142,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2143,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2144,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2145,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2146,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2147,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2148,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2149,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2150,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2151,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2152,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2153,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
2154,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2155,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2156,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2157,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2158,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2159,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2160,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2161,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
2162,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2163,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
2164,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2165,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2166,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2167,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2168,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2169,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2170,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2171,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2172,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2173,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2174,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2175,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
2176,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2177,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2178,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2179,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
2180,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2181,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2182,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2183,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2184,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2185,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
2186,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2187,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2188,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2189,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2190,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2191,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2192,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2193,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
2194,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2195,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2196,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
2197,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2198,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2199,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2200,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
2201,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2202,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2203,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2204,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
2205,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2206,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2207,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2208,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
2209,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Built-up
2210,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2211,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2212,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2213,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2214,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2215,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2216,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2217,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2218,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2219,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2220,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2221,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
2222,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2223,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2224,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
2225,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2226,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2227,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
2228,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2229,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
2230,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2231,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
2232,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
2233,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
2234,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2235,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2236,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2237,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2238,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2239,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2240,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2241,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2242,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2243,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2244,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
2245,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2246,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2247,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2248,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2249,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
2250,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
2251,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
2252,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
2253,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
2254,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
2255,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
2256,NULL,Water,Water,NULL,Water,Wetland,Forest,Forest
2257,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2258,NULL,Water,Water,NULL,Water,Bareland,Wetland,Grassland
2259,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
2260,NULL,Water,Water,NULL,Water,Bareland,Water,Bareland
2261,NULL,Water,Water,NULL,Water,Forest,Wetland,Forest
2262,NULL,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2263,NULL,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2264,NULL,Water,Water,Non_Water,Water,Wetland,Water,Bareland
2265,NULL,Water,Water,Water,Water,Wetland,Wetland,Wetland
2266,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
2267,NULL,Water,Water,Water,Water,Wetland,Water,Forest
2268,NULL,Water,Water,Water,Water,Bareland,Wetland,Grassland
2269,NULL,Water,Water,Water,Water,Bareland,Wetland,Bareland
2270,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
2271,NULL,Water,Water,Water,Water,Bareland,Water,Water
2272,NULL,Water,Water,Water,Water,Bareland,Water,Forest
2273,NULL,Water,Water,Water,Water,Water,Bareland,Bareland
2274,NULL,Water,Water,Water,Water,Water,Water,Water
2275,NULL,Water,Water,Water,Water,Water,Water,Forest
2276,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2277,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2278,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2279,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2280,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2281,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2282,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2283,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2284,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2285,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2286,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2287,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2288,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2289,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2290,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2291,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2292,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2293,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2294,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2295,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2296,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2297,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2298,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2299,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2300,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2301,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2302,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2303,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
