Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZQ_M_R
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
40,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
42,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
65,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
66,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
67,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
68,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
69,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
70,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
71,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
72,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
73,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
74,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
75,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
76,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
77,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
78,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
79,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
80,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
81,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
82,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
83,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
84,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
85,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
86,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
87,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
88,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
89,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
90,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
91,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
92,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
93,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
94,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
95,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
96,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
97,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
98,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
99,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
100,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
101,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
102,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
103,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
105,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
106,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
107,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
108,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
109,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
110,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
111,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
112,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
113,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
114,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
115,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
116,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
117,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
118,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
119,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
120,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
121,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
122,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
123,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
124,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
125,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
126,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
127,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
128,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
129,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
130,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
131,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
132,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
133,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
134,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
135,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
136,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
137,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
138,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
139,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
140,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
141,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
142,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
143,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
144,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
145,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
146,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
147,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
148,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
149,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
150,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
151,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
152,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
153,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
154,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
155,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
156,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
157,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
158,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
159,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
160,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
161,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
162,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
163,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
164,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
165,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
166,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
167,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
168,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
169,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
170,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
171,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
172,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
173,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
174,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
175,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
176,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
177,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
178,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
179,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
180,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
181,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
182,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
183,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
184,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
185,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
186,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
187,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
188,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
189,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
190,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
191,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
192,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
193,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
194,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
195,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
196,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
197,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
198,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
199,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
200,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
201,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
202,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
203,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
204,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
205,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
206,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
207,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
208,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
209,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
210,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
211,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Water
212,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
213,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
214,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
215,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
216,NULL,NULL,Water,Water,Water,Water,Water,Grassland
217,NULL,NULL,Water,Water,Water,Water,Water,Water
218,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
219,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
220,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
221,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
222,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
223,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
224,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
225,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
226,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
227,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
228,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
229,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
230,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
231,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
232,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
233,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
234,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
235,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
236,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
237,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
238,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
239,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
240,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
241,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
242,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
243,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
244,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
245,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
246,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
247,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
248,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
249,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
250,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
251,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
252,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
253,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
254,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
255,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
256,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
257,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
258,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
259,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
260,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
261,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
262,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
263,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
264,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
265,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
266,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
267,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
268,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
269,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
270,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
271,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
272,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
273,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
274,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
275,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
276,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
277,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
278,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
279,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
280,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
281,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
282,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
283,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
284,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
285,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
286,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
287,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
288,NULL,Bareland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
289,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
290,NULL,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
291,NULL,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
292,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
293,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
294,NULL,Bareland,Wetland,Water,Wetland,Grassland,NULL,Grassland
295,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
296,NULL,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
297,NULL,Bareland,Wetland,Water,Wetland,Wetland,NULL,Grassland
298,NULL,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
299,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
300,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
301,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
302,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
303,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
304,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
305,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
306,NULL,Bareland,Wetland,Water,Wetland,Water,NULL,Water
307,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
308,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
309,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
310,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
311,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
312,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
313,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
314,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
315,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
316,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland,NULL,Water
317,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
318,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
319,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
324,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
325,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
326,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
327,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
328,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
329,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
330,NULL,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
331,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
332,NULL,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
333,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
334,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
335,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
336,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
337,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
338,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
339,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
