Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGT_M_R
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
117,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
121,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
125,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
131,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
139,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
140,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
141,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
142,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
143,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
144,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
145,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
146,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
147,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
148,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
149,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
150,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
151,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
152,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
153,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
154,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
155,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
156,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
157,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
158,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
159,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
161,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
164,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
166,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
168,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
171,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
