Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHV_M_R
6692,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6693,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6694,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6695,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6696,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6697,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6698,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
6699,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6700,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6701,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6702,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6703,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6704,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6705,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6706,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6707,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6708,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6709,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6710,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
6711,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6712,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6713,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6714,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6715,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6716,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6717,Grassland,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6718,Grassland,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6719,Grassland,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6720,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6721,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6722,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6723,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6724,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6725,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6726,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
6727,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6728,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
6729,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
6730,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6731,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
6732,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6733,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6734,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
6735,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6736,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6737,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
6738,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
6739,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6740,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
6741,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6742,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
6743,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
6744,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6745,Grassland,Water,Cropland,Water,Non_Wetland,Forest,Water,Wetland
6746,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
6747,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6748,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest,Cropland
6749,Grassland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
6750,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6751,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6752,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6753,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6754,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6755,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6756,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6757,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6758,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6759,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6760,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6761,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6762,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6763,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6764,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6765,Grassland,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6766,Grassland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
6767,Grassland,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6768,Grassland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6769,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
6770,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
6771,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Cropland
6772,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
6773,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Water
6774,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
6775,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
6776,Grassland,Water,Wetland,Water,Wetland,Water,Water,Forest
6777,Grassland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
6778,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6779,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6780,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6781,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6782,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Cropland
6783,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
6784,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6785,Grassland,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
6786,Grassland,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
6787,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6788,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6789,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
6790,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6791,Grassland,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
6792,Grassland,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
6793,Grassland,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
6794,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6795,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6796,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6797,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6798,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6799,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6800,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
6801,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
6802,Grassland,Water,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Cropland
6803,Grassland,Water,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
6804,Grassland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
6805,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
6806,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
6807,Grassland,Water,Water,NULL,Water,NULL,Grassland,Grassland
6808,Grassland,Water,Water,NULL,Water,NULL,Grassland,Water
6809,Grassland,Water,Water,NULL,Water,NULL,Water,Water
6810,Grassland,Water,Water,NULL,Water,Grassland,NULL,Grassland
6811,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
6812,Grassland,Water,Water,NULL,Water,Wetland,NULL,Water
6813,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
6814,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
6815,Grassland,Water,Water,Water,Water,Water,NULL,Water
6816,Grassland,Water,Water,Water,Water,Water,Water,Water
6817,Grassland,Water,Water,Water,Water,Water,Forest,Wetland
6818,Grassland,Water,Water,Water,Water,Water,Forest,Water
6819,Grassland,Water,Water,Water,Water,Forest,NULL,Water
6820,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6821,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6822,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6823,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6824,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6825,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6826,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6827,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
6828,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6829,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
6830,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6831,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6832,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6833,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6834,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
6835,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6836,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
6837,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water,Water
6838,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
6839,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6840,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6841,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6842,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6843,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6844,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6845,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
6846,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6847,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6848,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6849,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6850,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6851,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6852,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6853,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6854,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6855,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6856,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6857,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6858,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6859,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6860,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6861,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6862,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6863,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6864,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6865,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6866,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6867,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6868,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6869,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6870,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6871,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6872,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6873,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6874,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6875,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6876,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6877,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6878,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6879,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6880,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6881,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6882,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6883,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6884,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6885,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6886,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6887,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6888,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
6889,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6890,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6891,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
6892,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6893,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6894,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6895,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6896,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6897,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
6898,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6899,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6900,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6901,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6902,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6903,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6904,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6905,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6906,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6907,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6908,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6909,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6910,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6911,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6912,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6913,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6914,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6915,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6916,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6917,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6918,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6919,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
6920,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6921,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6922,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6923,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
6924,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6925,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6926,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6927,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6928,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6929,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6930,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6931,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6932,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6933,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6934,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6935,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6936,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6937,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6938,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6939,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6940,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6941,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6942,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6943,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6944,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6945,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6946,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6947,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6948,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6949,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6950,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6951,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6952,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6953,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6954,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6955,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6956,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6957,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6958,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6959,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6960,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
6961,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6962,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6963,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6964,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6965,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6966,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6967,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6968,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6969,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6970,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
6971,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6972,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6973,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
6974,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
6975,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Cropland
6976,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
6977,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6978,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6979,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6980,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6981,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
6982,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6983,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
6984,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6985,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
6986,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
6987,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6988,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6989,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
6990,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
6991,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6992,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Wetland
6993,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6994,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6995,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6996,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6997,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6998,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6999,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
7000,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
7001,Grassland,Forest,Water,NULL,Water,Grassland,NULL,Forest
7002,Grassland,Forest,Water,NULL,Water,Wetland,NULL,Water
7003,Grassland,Forest,Water,Water,Water,NULL,Forest,Water
7004,Grassland,Forest,Water,Water,Water,Grassland,Water,Grassland
7005,Grassland,Forest,Water,Water,Water,Water,Water,Water
7006,Grassland,Forest,Water,Water,Water,Forest,Wetland,Forest
7007,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7008,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7009,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7010,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7011,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7012,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7013,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7014,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
7015,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7016,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7017,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7018,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7019,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7020,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7021,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7022,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7023,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7024,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7025,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7026,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
