Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R
348,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
349,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
350,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
351,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
352,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
353,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
354,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
355,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
356,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
357,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
358,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
359,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
360,Water,NULL,Water,Water,Water,NULL,NULL,Water
361,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
362,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
363,Water,Cropland,Water,Water,Water,NULL,NULL,Water
364,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
365,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
366,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
367,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
368,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
369,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
370,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
371,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
372,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
373,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
375,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
376,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
377,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
378,Water,Wetland,Water,Water,Water,NULL,NULL,Water
379,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
380,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
381,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
382,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
383,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
384,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
385,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
386,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
387,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
388,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
389,Water,Bareland,Water,Water,Water,NULL,NULL,Water
390,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
391,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
392,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
393,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
394,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
395,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
396,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
397,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
398,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
400,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
401,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
402,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
403,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
404,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
405,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
406,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
407,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
408,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
410,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
411,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
412,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
413,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
414,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
415,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
416,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
418,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
419,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
420,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
421,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
422,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
423,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
424,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
425,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
426,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
427,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
428,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
429,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
430,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
431,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
433,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
434,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
435,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
436,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
437,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
438,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
439,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
440,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
441,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
442,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
443,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
444,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
445,Water,Water,Water,NULL,Water,NULL,NULL,Water
446,Water,Water,Water,NULL,Water,NULL,NULL,Forest
447,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
448,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
449,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
450,Water,Water,Water,Water,Water,NULL,NULL,Grassland
451,Water,Water,Water,Water,Water,NULL,NULL,Water
452,Water,Water,Water,Water,Water,NULL,NULL,Forest
453,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
454,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
455,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
456,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
458,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
459,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
460,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
461,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
462,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
463,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
464,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
465,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
466,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
467,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
468,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
469,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
470,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
471,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
472,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
473,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
474,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
475,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
476,Water,Forest,Water,Water,Water,NULL,NULL,Water
477,Water,Forest,Water,Water,Water,NULL,NULL,Forest
478,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
480,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
481,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
482,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
483,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
484,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
486,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
487,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
489,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
491,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
492,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
493,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
495,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
497,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
498,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
499,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
501,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
502,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
503,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
504,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
505,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
506,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
507,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
508,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
509,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
510,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
511,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
512,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
513,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
515,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
517,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
518,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
519,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
520,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
521,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
522,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
523,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
524,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
525,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
526,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
527,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
528,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
529,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
530,Forest,NULL,Water,Water,Water,NULL,NULL,Water
531,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
532,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
533,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
534,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
535,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
537,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
538,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
539,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
540,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
541,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
542,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
545,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
546,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
547,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
549,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
550,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
551,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
552,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
553,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
554,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
555,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
556,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
557,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
558,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
559,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
560,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
562,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
563,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
564,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
565,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
566,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
567,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
568,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
569,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
570,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
571,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
572,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
573,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
574,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
575,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
577,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
578,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
579,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
580,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
581,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
583,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
584,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
585,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
586,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
587,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
588,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
589,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
590,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
591,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
592,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
593,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
594,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
595,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
596,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
597,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
599,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
600,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
601,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
603,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
604,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
606,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
608,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
609,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
610,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
611,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
613,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
614,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
615,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
616,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
617,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
618,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
619,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
620,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
621,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
622,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
623,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
624,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
625,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
626,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
627,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
628,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
629,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
630,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
631,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
633,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
634,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
635,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
636,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
637,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
638,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
639,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
640,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
641,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
643,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
644,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
645,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
646,Forest,Water,Water,NULL,Water,NULL,NULL,Water
647,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
648,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
649,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
650,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
651,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
652,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
653,Forest,Water,Water,Water,Water,NULL,NULL,Water
654,Forest,Water,Water,Water,Water,NULL,NULL,Forest
655,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
656,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
657,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
658,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
659,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
660,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
661,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
662,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
663,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
664,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
665,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
666,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
667,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
668,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
669,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
670,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
671,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
672,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
673,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
674,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
675,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
676,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
677,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
678,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
679,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
680,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
681,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
683,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
684,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
685,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
686,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
688,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
689,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
690,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
691,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
693,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
694,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
696,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
697,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
698,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
699,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
700,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
701,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
702,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
703,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
704,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
705,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
706,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
707,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
708,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
709,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
710,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
711,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
712,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
713,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
714,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
