Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVJ_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
55,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
99,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
101,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
110,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
111,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
112,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
113,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
114,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
115,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
116,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
117,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
118,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
124,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
245,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
246,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
247,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
248,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
249,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
250,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
251,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
252,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
253,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
254,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
255,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
256,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
257,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
258,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
259,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
260,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
261,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
262,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
263,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
264,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
265,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
266,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
268,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
271,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
273,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
275,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
278,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
280,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
281,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
282,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
286,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
287,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
288,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
289,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
290,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
291,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
292,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
293,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
294,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
295,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
296,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
297,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
298,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
299,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
300,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
301,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
302,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
303,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
304,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
305,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
306,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
307,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
308,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
309,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
310,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
311,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
312,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
313,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
314,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
315,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
316,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
317,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
318,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
319,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
320,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
321,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
