Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXM_M_R
1952,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1953,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1954,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1955,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1956,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1957,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1958,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1959,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1960,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1961,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1962,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1963,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1964,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1965,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1966,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1967,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1968,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1969,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1970,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1971,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1972,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1973,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1974,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1975,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1976,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1977,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1978,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1979,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1980,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1981,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1982,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1983,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1984,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1985,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1986,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1987,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1988,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1989,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1990,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1991,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1992,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1993,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1994,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1995,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1996,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1997,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1998,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1999,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2000,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2001,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2002,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2003,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2004,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2005,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2006,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2007,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2008,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2009,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2010,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2011,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2012,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2013,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2014,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2015,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2018,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2019,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2020,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2021,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2022,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2023,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2024,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2025,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2026,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2027,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2028,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2029,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2030,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2031,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Built-up
2032,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2033,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2034,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2035,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2036,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2037,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2038,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2039,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2040,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2041,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2042,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2043,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2044,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2045,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2046,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2047,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2048,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2049,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2050,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2051,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2052,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2053,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2054,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2055,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2056,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2057,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2058,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2059,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2060,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2061,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2062,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2063,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2064,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2065,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2066,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2067,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2068,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2069,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2070,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2071,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2072,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2073,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2074,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2075,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2076,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2077,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2078,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2079,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2080,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2081,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2082,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2083,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2084,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2085,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2086,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2087,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2088,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2089,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2090,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2091,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2092,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2093,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
2094,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
2095,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2096,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
2097,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2098,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2099,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2100,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
2101,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
2102,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2103,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2104,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
2105,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
2106,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2107,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
2108,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2109,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2110,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2111,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2112,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2113,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2114,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2115,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2116,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2117,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2118,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2119,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2120,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2121,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2122,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2123,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2124,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2125,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2126,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2127,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2128,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2129,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2130,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2131,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2132,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2133,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2134,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2135,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2136,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2137,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2138,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2139,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2140,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2141,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2142,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2143,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2144,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2145,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2146,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2147,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2148,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2149,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2150,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2151,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2152,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2153,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2154,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2155,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2156,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2157,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2158,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2159,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2160,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2161,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2162,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2163,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2164,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2165,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2166,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2167,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2168,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2169,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2170,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2171,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2172,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2173,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2174,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2175,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2176,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2177,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2178,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2179,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2180,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2181,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2182,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2183,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2184,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2185,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2186,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
2187,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2188,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2189,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
2190,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2191,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2192,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2193,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
2194,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2195,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2196,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2197,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2198,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2199,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2200,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2201,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2202,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2203,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2204,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2205,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2206,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2207,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2208,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
2209,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2210,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2211,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2212,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2213,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2214,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2215,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2216,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2217,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2218,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2219,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2220,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2221,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2222,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2223,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2224,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2225,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2226,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2227,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2228,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2229,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2230,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2231,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2232,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2233,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2234,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2235,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2236,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2237,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2238,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2239,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2240,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2241,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2242,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2243,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2244,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2245,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2246,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2247,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2248,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2249,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2250,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2251,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2252,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2253,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2254,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2255,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2256,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2257,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2258,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2259,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2260,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2261,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2262,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
