Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBP_M_R
5410,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5411,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5412,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5413,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5414,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5415,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5416,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5417,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5418,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
5419,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5420,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5421,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5422,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5423,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5424,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5425,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5426,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5427,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5428,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
5429,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5430,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
5431,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
5432,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
5433,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
5434,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
5435,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5436,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5437,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
5438,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
5439,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5440,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5441,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5442,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5443,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
5444,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
5445,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5446,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5447,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5448,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5449,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5450,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5451,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5452,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5453,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
5454,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
5455,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5456,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
5457,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5458,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
5459,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5460,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
5461,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
5462,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
5463,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
5464,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5465,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
5466,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
5467,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5468,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5469,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5470,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5471,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5472,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5473,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5474,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5475,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5476,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5477,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5478,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5479,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5480,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5481,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
5482,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5483,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5484,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
5485,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5486,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5487,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5488,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5489,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
5490,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5491,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5492,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5493,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5494,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5495,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5496,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5497,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5498,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5499,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5500,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5501,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
5502,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5503,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5504,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
5505,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5506,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5507,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
5508,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5509,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5510,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5511,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5512,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
5513,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
5514,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
5515,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5516,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5517,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
5518,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5519,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
5520,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5521,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
5522,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
5523,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5524,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Water
5525,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
5526,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5527,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
5528,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
5529,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5530,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5531,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5532,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
5533,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5534,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5535,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
5536,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
5537,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5538,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
5539,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5540,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
5541,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5542,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5543,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
5544,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5545,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5546,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5547,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5548,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5549,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5550,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
5551,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5552,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5553,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5554,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5555,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5556,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5557,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5558,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5559,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5560,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
5561,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
5562,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
5563,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
5564,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5565,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5566,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5567,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5568,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5569,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5570,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5571,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5572,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5573,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5574,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5575,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5576,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5577,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5578,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5579,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5580,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5581,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5582,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5583,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5584,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5585,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5586,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5587,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
5588,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5589,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
5590,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
5591,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5592,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5593,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
5594,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5595,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5596,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5597,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
5598,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
5599,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5600,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5601,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5602,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5603,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
5604,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5605,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5606,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5607,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5608,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5609,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5610,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5611,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
5612,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5613,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5614,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5615,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5616,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5617,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5618,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5619,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5620,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5621,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5622,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5623,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5624,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5625,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5626,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5627,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
5628,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5629,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
5630,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
5631,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
5632,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5633,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5634,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5635,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5636,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5637,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5638,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5639,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5640,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5641,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
5642,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5643,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5644,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5645,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5646,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5647,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5648,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5649,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5650,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5651,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5652,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5653,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5654,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5655,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5656,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5657,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5658,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5659,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
5660,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5661,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5662,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5663,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5664,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5665,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5666,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5667,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5668,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
5669,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5670,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5671,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
5672,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5673,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5674,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5675,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5676,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5677,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5678,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5679,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5680,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5681,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5682,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5683,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
5684,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5685,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5686,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5687,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5688,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5689,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5690,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
5691,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5692,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5693,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5694,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5695,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5696,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5697,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5698,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5699,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5700,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5701,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5702,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5703,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5704,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5705,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5706,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5707,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5708,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
5709,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5710,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5711,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5712,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5713,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
5714,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5715,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5716,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5717,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5718,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5719,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
5720,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5721,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5722,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5723,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5724,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
