Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEH_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
39,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
41,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
43,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
44,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
45,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
47,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
48,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
49,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
66,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
68,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
69,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
70,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
71,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
72,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
74,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
75,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
76,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
77,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
79,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
80,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
81,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
82,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
83,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
84,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
85,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
86,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
87,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
88,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
89,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
90,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
91,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
92,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
93,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
94,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
95,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
96,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
97,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
98,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
99,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
100,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
101,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
102,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
103,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
105,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
106,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
107,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
108,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
109,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
110,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
111,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
112,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
113,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
114,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
115,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
116,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
117,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
118,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
119,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
120,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
121,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
122,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
123,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
124,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
125,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
127,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
128,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
129,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
130,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
131,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
132,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
133,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
134,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
135,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
136,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
137,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
138,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
139,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
140,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
141,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
142,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
143,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
144,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
145,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
146,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
147,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
148,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
149,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
150,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
151,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
152,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
153,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
154,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
155,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
156,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
157,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
158,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
159,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
160,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
161,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
162,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
163,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
164,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
165,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
166,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
167,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
168,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
169,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
170,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
171,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
172,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
173,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
174,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
175,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
176,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
177,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
178,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
179,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
180,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
181,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
182,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
183,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
184,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
185,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
186,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
187,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
188,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
189,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
190,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
191,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
192,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
193,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
194,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
195,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
196,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
197,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
198,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
199,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
201,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
202,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
203,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
204,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
205,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
206,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
207,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
208,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
209,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
210,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
211,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
212,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
213,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
214,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
215,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
216,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
217,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
218,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
219,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
220,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
221,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
222,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
223,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
224,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
225,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
226,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
227,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
228,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
229,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
230,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
231,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
232,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
233,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
234,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
235,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
236,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
237,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
238,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
239,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
240,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
241,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
242,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
243,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
244,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
245,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
246,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
247,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
248,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
249,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
250,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
251,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
252,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
253,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
254,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
255,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
256,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
257,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
258,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
259,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
260,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
261,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
262,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
263,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
264,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
265,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
266,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
267,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
268,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
269,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
270,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
271,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
272,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
273,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
274,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
275,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
276,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
277,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
278,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
279,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
280,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
281,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
282,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
283,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
284,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
285,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
286,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
287,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
288,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
289,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
290,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
291,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
292,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
293,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
294,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
295,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
296,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
297,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
298,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
299,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
300,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
301,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
302,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
303,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
304,NULL,NULL,Water,Water,Water,NULL,NULL,Water
305,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
306,NULL,NULL,Water,Water,Water,Water,Grassland,Water
307,NULL,NULL,Water,Water,Water,Water,Forest,Water
308,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
309,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
310,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
311,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
312,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
313,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
314,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
315,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
316,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
317,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
318,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
319,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
320,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
321,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
322,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
323,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
324,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
325,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
326,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
327,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
328,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
329,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
330,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
331,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
332,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
