Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LML_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LML_M_R
1011,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1012,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1013,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1014,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1015,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1016,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1017,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1018,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1019,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1020,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1021,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1022,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1023,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1024,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1025,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1026,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1027,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1028,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1030,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1031,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1032,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1033,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1034,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1035,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1036,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1037,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1038,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1039,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1040,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1041,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1042,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1043,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1044,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1045,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1046,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1047,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1048,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1049,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1050,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1051,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1052,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1053,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1054,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1055,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1056,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1057,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1058,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1059,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1060,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1061,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1062,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1063,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1064,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1065,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1066,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1067,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1068,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1069,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1070,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1071,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1072,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1073,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1074,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1075,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1076,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1077,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1078,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1079,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1080,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1081,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1082,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1083,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1084,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1085,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1086,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1087,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1088,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1089,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1090,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1091,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1092,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1093,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1094,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
1095,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1096,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1097,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1098,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1099,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1100,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1101,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1102,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1103,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1104,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1105,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1106,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1107,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1108,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1109,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1110,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1111,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1112,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1113,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1114,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1115,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1116,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1117,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1118,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1119,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1120,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1121,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1122,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1123,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1124,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1125,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1126,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1127,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1128,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1129,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1130,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1131,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1132,NULL,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
1133,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
1134,NULL,Cropland,Water,NULL,Water,Bareland,Shrubland,Bareland
1135,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
1136,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1137,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1138,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1139,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1140,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1141,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1142,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1143,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1144,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1145,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1146,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1147,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1148,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1149,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1150,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1151,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1152,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
1153,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1154,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1155,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1156,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1157,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1158,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1159,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1160,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1161,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1162,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1163,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1164,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1165,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1166,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1167,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1168,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1169,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1170,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1171,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1172,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1173,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1174,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1175,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1176,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1177,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1178,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1179,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1180,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1181,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1182,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1183,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1184,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1185,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1186,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1187,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1188,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1189,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1190,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1191,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1192,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1193,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1194,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1195,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1196,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1197,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1198,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1199,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1200,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1201,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1202,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1203,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1204,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1205,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1206,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1207,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1208,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1209,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1210,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1211,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1212,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1213,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1214,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1215,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1216,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1217,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1218,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
1219,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
1220,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1221,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1222,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1223,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1224,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1225,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
1226,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1227,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1228,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1229,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1230,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1231,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1232,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1233,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1234,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1235,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1236,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1237,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1238,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1239,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
1240,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1241,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
1242,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1243,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1244,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1245,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1246,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1247,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1248,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1249,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1250,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1251,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1252,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1253,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1254,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1255,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1256,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1257,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
1258,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1259,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
1260,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1261,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1262,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1263,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1264,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1265,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1266,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1267,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1268,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1269,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1270,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1271,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1272,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1273,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1274,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1275,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1276,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1277,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1278,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1279,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1280,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1281,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1282,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1283,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1284,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1285,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1286,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
1287,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1288,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1289,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1290,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1291,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1292,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1293,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1294,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1295,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1296,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1297,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1298,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1299,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1300,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1301,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1302,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1303,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1304,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1305,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
