Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R
339,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
340,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
341,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
343,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
344,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
345,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
346,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
347,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
349,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
350,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
351,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
352,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
353,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
354,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
355,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
356,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
357,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
358,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
359,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
360,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
362,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
363,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
364,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
366,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
367,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
368,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
370,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
372,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
373,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
374,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
375,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
376,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
377,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
378,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
379,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
380,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
382,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
383,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
384,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
385,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
386,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
387,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
388,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
389,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
390,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
391,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
392,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
393,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
394,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
395,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
396,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
397,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
398,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
399,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
400,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
401,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
402,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
403,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
404,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
405,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
406,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
407,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
408,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
409,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
410,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
411,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
412,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
413,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
414,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
415,NULL,Forest,Water,NULL,Water,NULL,NULL,Cropland
416,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
417,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
418,NULL,Forest,Water,Non_Water,Water,NULL,NULL,NULL
419,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
420,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
421,NULL,Forest,Water,Water,Water,NULL,NULL,NULL
422,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
423,NULL,Forest,Water,Water,Water,NULL,NULL,Cropland
424,NULL,Forest,Water,Water,Water,NULL,NULL,Water
425,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
426,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
427,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
428,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
429,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
430,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
431,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
432,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
433,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
434,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
435,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
437,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
438,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
439,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
440,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
441,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
442,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
443,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
444,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
445,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
446,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
447,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
448,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
449,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
450,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
451,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
453,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
454,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
455,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
456,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
457,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
459,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
460,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
461,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
462,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
464,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
465,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
466,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
467,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
468,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
469,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
470,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
472,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
473,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
474,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
478,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
479,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
480,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
481,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
482,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
483,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
484,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
486,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
487,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
488,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
489,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
490,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
491,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
492,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
493,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
494,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
495,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
496,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
497,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
498,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
499,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
500,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
501,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
502,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
503,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
504,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
505,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
506,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
507,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
508,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
509,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
510,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
511,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
512,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
513,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
514,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
515,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
516,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
517,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
518,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
519,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
520,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
521,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
522,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
523,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
524,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
525,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
526,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
527,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
528,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
529,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
530,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
531,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
532,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
533,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
534,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
535,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
537,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
538,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
539,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
540,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
541,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
542,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
543,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
544,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
545,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
546,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
547,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
548,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
549,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
550,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
552,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
553,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
554,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
556,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
557,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
558,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
560,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
561,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
562,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
563,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
564,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
565,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
566,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
567,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
568,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
571,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
572,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
573,Grassland,Water,Water,NULL,Water,NULL,NULL,Bareland
574,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
575,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
576,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
577,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
578,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
579,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
580,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
581,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
582,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
583,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
584,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
586,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
588,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
589,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
590,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
591,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
592,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
594,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
595,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
596,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
598,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
599,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
600,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
601,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
602,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
603,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
604,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
605,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
606,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
608,Grassland,Forest,Water,NULL,Water,NULL,NULL,Cropland
609,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
610,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
611,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
612,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
613,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
614,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
615,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
616,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
617,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
618,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
619,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
620,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
622,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
623,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
625,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
627,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
628,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
629,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
630,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
631,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
632,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
633,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
635,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
636,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
637,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
638,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
640,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
641,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
642,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
643,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
644,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
645,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
647,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
649,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
650,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
651,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
652,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
654,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
655,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
656,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
657,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
658,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
659,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
660,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
661,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
662,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
663,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
664,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
666,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
668,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
669,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
670,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
671,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
673,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
674,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
675,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
676,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
677,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
678,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
679,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
681,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
682,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
683,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
684,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
685,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
