Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYS_M_R
963,NULL,Wetland,Wetland,Water,Wetland,Cropland,Grassland,Grassland
964,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
965,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
966,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
967,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
968,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
969,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
970,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
971,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
972,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
973,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
974,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
975,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
976,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
977,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
978,NULL,Wetland,Water,NULL,Water,Wetland,Water,Grassland
979,NULL,Wetland,Water,NULL,Water,Water,Water,Water
980,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
981,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
982,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
983,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
984,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Water
985,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
986,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Water
987,NULL,Wetland,Water,Water,Water,Grassland,Water,Water
988,NULL,Wetland,Water,Water,Water,Grassland,Water,Forest
989,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
990,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
991,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
992,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
993,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
994,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
995,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
996,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
997,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
998,NULL,Wetland,Water,Water,Water,Water,Water,Bareland
999,NULL,Wetland,Water,Water,Water,Water,Water,Water
1000,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1001,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1002,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1003,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1004,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1005,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1006,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1007,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1008,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1009,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1010,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1011,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
1012,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1013,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1014,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1015,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1016,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1017,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1018,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1019,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1020,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1021,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1022,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1023,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1024,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1025,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1026,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1027,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1028,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1029,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1030,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1031,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1032,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1033,NULL,Bareland,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
1034,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1035,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1036,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1037,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1038,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1039,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1040,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1041,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1042,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1043,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1044,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1045,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1046,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,Water
1047,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1048,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1049,NULL,Bareland,Wetland,Water,Wetland,Cropland,Bareland,Forest
1050,NULL,Bareland,Wetland,Water,Wetland,Wetland,NULL,Grassland
1051,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1052,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
1053,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1054,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1055,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
1056,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1057,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1058,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1059,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1060,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1061,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1062,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1063,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1064,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1065,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1066,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1067,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1068,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1069,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1070,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1071,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1072,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1073,NULL,Bareland,Water,NULL,Water,Bareland,NULL,Bareland
1074,NULL,Bareland,Water,NULL,Water,Bareland,Water,Grassland
1075,NULL,Bareland,Water,NULL,Water,Built-up,Built-up,Water
1076,NULL,Bareland,Water,Water,Water,Bareland,Water,Grassland
1077,NULL,Bareland,Water,Water,Water,Water,Water,Water
1078,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1079,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1080,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1081,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1082,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1083,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1084,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1085,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1086,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1087,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1088,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1089,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1090,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1091,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1092,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1093,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1094,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1095,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1096,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
1097,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Forest,Built-up
1098,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1099,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1100,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1101,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1102,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1103,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1104,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1105,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1106,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1107,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1108,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1109,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1110,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1111,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1112,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1113,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1114,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1115,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1116,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1117,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1118,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1119,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1120,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1121,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1122,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1123,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1124,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1125,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1126,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1127,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1128,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1129,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1130,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1136,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1137,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1138,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1139,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1140,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1141,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1142,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1143,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1144,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1145,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1146,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1147,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1148,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1149,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1150,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1151,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1152,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
1158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1160,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1161,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1173,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1174,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1175,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1176,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1177,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1178,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1179,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1180,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1181,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1182,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1183,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1184,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1185,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1186,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1187,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1188,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
1193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1194,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1195,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1196,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1197,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1198,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1199,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1200,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1201,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1202,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1203,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1204,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
1205,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1206,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1207,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1208,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1209,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
1210,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
1211,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1212,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1213,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1214,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1215,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1216,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1217,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1218,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1219,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1220,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1221,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1222,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1223,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1224,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1225,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1226,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1227,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1228,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1229,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1230,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1231,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1232,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1233,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
1234,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1235,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1236,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1237,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1238,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1239,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1240,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
1241,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1242,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1243,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1244,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1245,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1246,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1247,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1248,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1249,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1250,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1251,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1252,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1253,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1254,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1255,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1256,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1257,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1258,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1259,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1260,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1261,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1262,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1263,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1264,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1265,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1266,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1267,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1268,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1269,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1270,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1271,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1272,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1273,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1274,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
1275,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
1276,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1277,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1278,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1279,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1280,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1281,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1282,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1283,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1284,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1285,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1286,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
