Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PMQ_M_R
120,NULL,NULL,Built-up,Non_Water,Non_Wetland,Forest
121,NULL,NULL,Built-up,Water,Non_Wetland,NULL
122,NULL,NULL,Built-up,Water,Non_Wetland,Grassland
123,NULL,NULL,Built-up,Water,Non_Wetland,Wetland
124,NULL,NULL,Built-up,Water,Non_Wetland,Bareland
125,NULL,NULL,Built-up,Water,Non_Wetland,Built-up
126,NULL,NULL,Built-up,Water,Non_Wetland,Water
127,NULL,NULL,Built-up,Water,Non_Wetland,Forest
128,NULL,NULL,Water,NULL,Water,Grassland
129,NULL,NULL,Water,NULL,Water,Wetland
130,NULL,NULL,Water,NULL,Water,Forest
131,NULL,NULL,Water,Non_Water,Water,Grassland
132,NULL,NULL,Water,Non_Water,Water,Wetland
133,NULL,NULL,Water,Non_Water,Water,Built-up
134,NULL,NULL,Water,Non_Water,Water,Forest
135,NULL,NULL,Water,Water,Water,Grassland
136,NULL,NULL,Water,Water,Water,Wetland
137,NULL,NULL,Water,Water,Water,Bareland
138,NULL,NULL,Water,Water,Water,Built-up
139,NULL,NULL,Water,Water,Water,Water
140,NULL,NULL,Water,Water,Water,Forest
141,NULL,NULL,Forest,NULL,Non_Wetland,NULL
142,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
143,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
144,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
145,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
146,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
147,NULL,NULL,Forest,NULL,Non_Wetland,Forest
148,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
149,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
150,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
151,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up
152,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
153,NULL,NULL,Forest,Water,Non_Wetland,Grassland
154,NULL,NULL,Forest,Water,Non_Wetland,Wetland
155,NULL,NULL,Forest,Water,Non_Wetland,Bareland
156,NULL,NULL,Forest,Water,Non_Wetland,Water
157,NULL,NULL,Forest,Water,Non_Wetland,Forest
158,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
159,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
160,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
161,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
162,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
163,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
164,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
165,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
166,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
167,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
168,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
169,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
170,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
171,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
172,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
173,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
174,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
175,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
176,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
177,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
178,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
179,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
180,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
181,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
182,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
183,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
184,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
185,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
186,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
187,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
188,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
189,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
190,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
191,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
192,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
193,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
194,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
195,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
196,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
197,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
198,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
199,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
200,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
201,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
202,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
203,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
204,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
205,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
206,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
207,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Forest
208,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
209,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
210,NULL,Wetland,Grassland,Water,Non_Wetland,Forest
211,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
212,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
213,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
214,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
215,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Forest
216,NULL,Wetland,Cropland,Water,Non_Wetland,Grassland
217,NULL,Wetland,Cropland,Water,Non_Wetland,Forest
218,NULL,Wetland,Wetland,NULL,Wetland,Grassland
219,NULL,Wetland,Wetland,NULL,Wetland,Wetland
220,NULL,Wetland,Wetland,NULL,Wetland,Water
221,NULL,Wetland,Wetland,NULL,Wetland,Forest
222,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
223,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
224,NULL,Wetland,Wetland,Non_Water,Wetland,Water
225,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
226,NULL,Wetland,Wetland,Water,Wetland,Grassland
227,NULL,Wetland,Wetland,Water,Wetland,Wetland
228,NULL,Wetland,Wetland,Water,Wetland,Bareland
229,NULL,Wetland,Wetland,Water,Wetland,Water
230,NULL,Wetland,Wetland,Water,Wetland,Forest
231,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
232,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
233,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest
234,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
235,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Forest
236,NULL,Wetland,Water,NULL,Water,Grassland
237,NULL,Wetland,Water,NULL,Water,Wetland
238,NULL,Wetland,Water,Non_Water,Water,Wetland
239,NULL,Wetland,Water,Non_Water,Water,Forest
240,NULL,Wetland,Water,Water,Water,Grassland
241,NULL,Wetland,Water,Water,Water,Wetland
242,NULL,Wetland,Water,Water,Water,Water
243,NULL,Wetland,Water,Water,Water,Forest
244,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
245,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
246,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
247,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
248,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
249,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
250,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
251,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
252,NULL,Wetland,Forest,Water,Non_Wetland,Water
253,NULL,Wetland,Forest,Water,Non_Wetland,Forest
254,NULL,Bareland,NULL,Water,Non_Wetland,Bareland
255,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
256,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
257,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
258,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
259,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
260,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
261,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Forest
262,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
263,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
264,NULL,Bareland,Wetland,Non_Water,Wetland,Forest
265,NULL,Bareland,Wetland,Water,Wetland,Wetland
266,NULL,Bareland,Wetland,Water,Wetland,Bareland
267,NULL,Bareland,Wetland,Water,Wetland,Water
268,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
269,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
270,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
271,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
272,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
273,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
274,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
275,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
276,NULL,Bareland,Water,Water,Water,Wetland
277,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
278,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
279,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
280,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
281,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
282,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
283,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland
284,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up
285,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest
286,NULL,Built-up,NULL,Water,Non_Wetland,Bareland
287,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
295,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
296,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
297,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
298,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
299,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
300,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL
301,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
302,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
303,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
304,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
305,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
306,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
307,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
308,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
309,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
310,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
311,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
312,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
313,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
314,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
315,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
316,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
317,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
318,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
319,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
320,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
321,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
322,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
323,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
324,NULL,Built-up,Wetland,NULL,Wetland,Grassland
325,NULL,Built-up,Wetland,NULL,Wetland,Built-up
326,NULL,Built-up,Wetland,NULL,Wetland,Forest
327,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
328,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up
329,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
330,NULL,Built-up,Wetland,Water,Wetland,Grassland
331,NULL,Built-up,Wetland,Water,Wetland,Wetland
332,NULL,Built-up,Wetland,Water,Wetland,Bareland
333,NULL,Built-up,Wetland,Water,Wetland,Forest
334,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
335,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
336,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
337,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
338,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
339,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
340,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
341,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
342,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
343,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
344,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
345,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
346,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
347,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
348,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
349,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
350,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL
351,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
352,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
353,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
354,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
355,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
356,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
357,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
358,NULL,Built-up,Built-up,Water,Non_Wetland,Water
359,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
360,NULL,Built-up,Water,Non_Water,Water,Grassland
361,NULL,Built-up,Water,Non_Water,Water,Forest
362,NULL,Built-up,Water,Water,Water,Grassland
363,NULL,Built-up,Water,Water,Water,Bareland
364,NULL,Built-up,Water,Water,Water,Water
365,NULL,Built-up,Water,Water,Water,Forest
366,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
367,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
368,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
369,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
370,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
371,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
372,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
373,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
374,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
375,NULL,Built-up,Forest,Water,Non_Wetland,Built-up
376,NULL,Built-up,Forest,Water,Non_Wetland,Forest
377,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
378,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
379,NULL,Water,Shrubland,NULL,Non_Wetland,Water
380,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
381,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
382,NULL,Water,Shrubland,Non_Water,Non_Wetland,Built-up
383,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
384,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
385,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
386,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
387,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
388,NULL,Water,Shrubland,Water,Non_Wetland,Water
389,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
390,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
391,NULL,Water,Grassland,Water,Non_Wetland,Forest
392,NULL,Water,Wetland,NULL,Wetland,Grassland
393,NULL,Water,Wetland,NULL,Wetland,Wetland
394,NULL,Water,Wetland,NULL,Wetland,Water
395,NULL,Water,Wetland,NULL,Wetland,Forest
396,NULL,Water,Wetland,Non_Water,Wetland,Grassland
397,NULL,Water,Wetland,Non_Water,Wetland,Bareland
398,NULL,Water,Wetland,Non_Water,Wetland,Forest
399,NULL,Water,Wetland,Water,Wetland,Grassland
400,NULL,Water,Wetland,Water,Wetland,Wetland
401,NULL,Water,Wetland,Water,Wetland,Bareland
402,NULL,Water,Wetland,Water,Wetland,Water
403,NULL,Water,Wetland,Water,Wetland,Forest
404,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
405,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
406,NULL,Water,Built-up,NULL,Non_Wetland,Water
407,NULL,Water,Built-up,Non_Water,Non_Wetland,Built-up
408,NULL,Water,Built-up,Water,Non_Wetland,Bareland
409,NULL,Water,Built-up,Water,Non_Wetland,Water
410,NULL,Water,Water,Water,Water,Grassland
411,NULL,Water,Water,Water,Water,Wetland
412,NULL,Water,Water,Water,Water,Bareland
413,NULL,Water,Water,Water,Water,Water
414,NULL,Water,Water,Water,Water,Forest
415,NULL,Water,Forest,NULL,Non_Wetland,Forest
416,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
417,NULL,Water,Forest,Water,Non_Wetland,Forest
418,NULL,Forest,NULL,NULL,Non_Wetland,NULL
419,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
420,NULL,Forest,NULL,NULL,Non_Wetland,Forest
421,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
422,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
423,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
424,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
425,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
426,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
427,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
428,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
429,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
430,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
431,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
