Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHB_M_R
1036,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1037,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1038,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1039,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1040,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1041,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1042,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1043,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1045,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1046,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1047,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1048,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1050,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1051,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1052,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1053,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1055,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1056,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1057,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1058,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1059,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1060,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1061,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1062,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1063,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1064,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1065,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1066,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1067,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1068,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1070,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1071,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1072,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1073,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1076,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1077,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1078,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1079,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1080,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1081,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1082,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1083,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1084,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1085,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1086,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1087,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1088,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1089,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1090,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1091,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1092,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1093,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1094,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1095,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1096,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1097,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1099,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1101,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1102,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1103,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1104,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1106,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1107,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1108,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1109,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1111,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1112,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1113,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1114,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1115,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1117,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1119,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1120,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1121,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1122,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1123,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1124,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1125,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1126,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1127,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1128,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1129,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1130,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1131,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1132,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1133,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1134,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1135,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1136,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1137,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1138,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1141,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1142,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1143,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1144,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1145,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1146,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1148,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1149,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1150,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1151,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1152,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1153,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1154,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1155,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1156,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1157,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1159,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1160,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1161,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1162,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1163,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1164,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1165,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1166,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1167,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1169,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1170,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1172,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1173,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1175,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1178,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1179,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1180,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1181,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1182,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1183,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1184,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1185,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1186,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1188,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1189,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1190,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1191,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1192,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1193,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1194,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1196,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1197,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1199,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1200,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1201,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1202,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1203,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1204,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1205,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1206,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1208,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1209,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1210,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1211,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1212,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1213,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1214,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1216,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1217,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1218,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1219,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1220,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1221,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1222,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1223,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1224,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1225,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1227,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1228,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1229,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1230,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1231,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1232,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1233,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1234,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1235,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1237,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1238,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1239,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1240,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1241,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1242,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1243,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1244,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1245,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1246,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1247,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1248,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1250,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1251,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1252,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1253,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1254,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1255,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1256,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1257,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1258,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1259,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1260,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1261,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1262,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1263,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1264,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1265,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1266,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1267,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1268,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1269,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1270,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1271,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1272,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1273,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1275,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1276,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1277,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1278,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1279,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1280,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1281,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1282,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1285,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1286,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1287,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1289,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1290,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1291,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1292,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1293,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1294,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1295,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1296,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1298,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1299,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1300,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1301,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1302,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1304,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1305,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1306,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1307,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1308,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1309,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1310,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1312,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1313,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1314,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1315,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1316,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1317,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1318,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1319,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1320,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1322,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1323,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1324,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1325,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1326,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1327,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1328,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1329,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1330,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1331,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1332,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1333,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1335,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1336,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1337,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1338,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1339,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1340,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1341,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1342,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1343,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1344,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1345,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1346,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1347,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1348,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1349,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1350,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1351,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1352,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1353,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1354,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1355,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1356,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1357,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1358,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1361,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1362,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1363,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1364,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
