Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R
6518,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6519,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6520,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6521,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6522,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6523,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6524,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6525,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
6526,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6527,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6528,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
6529,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
6530,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6531,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6532,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6533,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6534,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
6535,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6536,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6537,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6538,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6539,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6540,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
6541,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6542,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6543,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6544,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6545,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6546,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6547,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6548,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6549,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6550,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6551,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6552,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6553,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6554,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6555,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6556,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6557,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6558,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6559,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6560,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
6561,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6562,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6563,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6564,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6565,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6566,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6567,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
6568,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6569,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
6570,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
6571,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
6572,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6573,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6574,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6575,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6576,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6577,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6578,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6579,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6580,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6581,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6582,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6583,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6584,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6585,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6586,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6587,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6588,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6589,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6590,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6591,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6592,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6593,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6594,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6595,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6596,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
6597,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6598,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6599,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6600,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6601,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6602,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6603,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6604,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
6605,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6606,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6607,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6608,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6609,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6610,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6611,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6612,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6613,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6614,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6615,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6616,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6617,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6618,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6619,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6620,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6621,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
6622,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6623,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6624,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6625,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
6626,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6627,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6628,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6629,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6630,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6631,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6632,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6633,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6634,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6635,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6636,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
6637,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6638,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6639,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
6640,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6641,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6642,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6643,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6644,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6645,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6646,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6647,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6648,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6649,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6650,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6651,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
6652,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6653,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
6654,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
6655,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
6656,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6657,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6658,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6659,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6660,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6661,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6662,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6663,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6664,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6665,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6666,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6667,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6668,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6669,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6670,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6671,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6672,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6673,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6674,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6675,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
6676,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6677,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6678,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6679,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6680,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6681,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
6682,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
6683,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
6684,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6685,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6686,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6687,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
6688,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6689,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6690,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6691,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6692,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6693,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6694,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6695,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6696,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6697,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
6698,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6699,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6700,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6701,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6702,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6703,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6704,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6705,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6706,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
6707,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6708,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6709,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6710,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6711,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6712,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6713,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6714,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6715,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6716,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
6717,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6718,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6719,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6720,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6721,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6722,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6723,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
6724,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6725,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6726,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
6727,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6728,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
6729,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6730,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
6731,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6732,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
6733,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
6734,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
6735,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6736,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
6737,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6738,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6739,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6740,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6741,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6742,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6743,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6744,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6745,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6746,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6747,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6748,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6749,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6750,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6751,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
6752,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6753,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
6754,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Wetland
6755,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6756,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
6757,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6758,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6759,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6760,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6761,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6762,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6763,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
6764,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
6765,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6766,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6767,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6768,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6769,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6770,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6771,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6772,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6773,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6774,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6775,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6776,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
6777,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6778,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
6779,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6780,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
6781,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6782,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
6783,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
6784,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6785,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
6786,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
6787,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6788,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6789,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
6790,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6791,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6792,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
6793,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
6794,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Cropland
6795,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
6796,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6797,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6798,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6799,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
6800,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
6801,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Cropland
6802,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
6803,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
6804,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
6805,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6806,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
6807,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6808,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6809,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6810,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6811,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6812,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6813,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
6814,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
6815,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6816,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
6817,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6818,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
6819,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
6820,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
6821,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6822,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,NULL
6823,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
6824,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6825,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6826,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6827,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
6828,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6829,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
