Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTG_M_R
1194,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1195,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1196,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1197,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1198,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1199,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1200,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1201,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1202,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1203,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1204,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1205,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1206,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1207,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1208,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1209,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1210,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1211,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1212,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1213,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1214,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1215,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1216,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1217,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1218,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1219,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1220,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1221,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1222,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1223,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1224,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1225,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1226,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1227,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
1228,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1229,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1230,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1231,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1232,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1233,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1234,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1235,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1236,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1237,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1238,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1239,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1240,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1241,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1242,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1243,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1244,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
1245,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1246,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1247,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1248,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1249,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1250,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1251,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1252,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1253,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1254,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1255,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1256,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1257,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1258,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1259,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1260,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1261,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1262,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1263,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1264,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1265,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1266,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1267,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1268,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1269,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1270,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1271,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1272,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1273,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1274,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1275,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1276,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1277,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1278,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1279,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1280,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1281,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1282,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1283,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1284,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1285,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1286,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1287,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1288,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1289,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1290,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1291,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1292,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1293,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1294,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1295,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1296,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1297,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1298,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1299,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1300,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1301,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1302,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1303,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1304,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1305,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1306,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1307,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1308,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1309,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1310,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1311,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1312,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1313,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1314,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1315,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1316,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1317,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1318,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1319,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1320,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1321,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1322,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1323,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1324,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1325,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1326,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1327,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1328,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1329,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1330,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1331,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1332,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1333,NULL,Bareland,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1334,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1335,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1336,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1337,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1338,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1339,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1340,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1341,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1342,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1343,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1344,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1345,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1346,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1347,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1348,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1349,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1350,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1351,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1352,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1353,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1354,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1355,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1356,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1357,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
1358,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1359,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1360,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1361,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1362,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1363,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1364,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1365,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1366,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1367,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1368,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1369,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1370,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1371,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1372,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1373,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1374,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1375,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1376,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1377,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1378,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1379,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1380,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1381,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1382,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1383,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1384,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1385,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1386,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1387,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1388,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1389,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1390,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1391,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1392,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1393,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1394,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1395,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1396,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1397,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1398,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
1399,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
1400,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
1401,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1402,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1403,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1404,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1405,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
1406,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1407,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1408,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
1409,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
1410,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1411,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1412,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1413,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1414,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1415,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1416,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1417,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1418,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1419,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1420,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1421,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1422,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1423,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1424,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1425,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1426,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1427,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1428,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1429,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1430,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1431,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1432,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1450,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1451,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1452,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1455,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1456,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1457,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1460,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1461,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1462,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1463,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1464,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1465,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
1466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1467,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1468,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1469,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1470,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1471,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1472,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1473,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1474,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1475,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1476,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1477,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1478,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1479,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1480,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1481,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
1482,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
1483,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1484,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1485,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1486,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1487,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1488,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1489,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
1490,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1493,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1494,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1495,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1496,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
1497,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1498,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1499,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1500,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
1501,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1502,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1503,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
1504,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
1505,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1506,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1507,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1508,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1509,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1510,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1511,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
